return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.23,22.52,80.18,94.05,107.91,106.49,124.21,141.93,128.53,148.07,167.61
2,2,114.23,22.52,118.62,140.72,162.83,156.26,181.46,206.66,200.10,233.58,267.05
2,3,114.23,22.52,135.80,164.03,192.26,185.07,216.72,248.38,243.09,285.85,328.60
2,4,114.23,22.52,148.49,180.00,211.51,204.60,240.78,276.96,270.05,321.15,372.24
2,5,114.23,22.52,162.17,196.52,230.88,223.19,263.97,304.75,286.36,343.84,401.31
2,6,114.23,22.52,169.46,206.32,243.17,235.55,279.65,323.76,300.81,363.20,425.58
2,9,114.23,22.52,185.18,227.08,268.97,258.06,308.25,358.45,337.65,408.76,479.88
2,12,114.23,22.52,198.44,243.32,288.20,274.45,329.64,384.83,356.68,435.48,514.27
2,18,114.23,22.52,209.87,258.80,307.73,292.08,353.18,414.29,375.92,460.13,544.33
2,24,114.23,22.52,220.27,270.44,320.61,308.04,372.82,437.60,394.29,480.83,567.37
2,48,114.23,22.52,243.87,295.42,346.96,331.28,404.05,476.81,408.18,497.26,586.35
2,72,114.23,22.52,262.85,313.80,364.75,352.09,426.64,501.19,420.80,512.24,603.67
2,96,114.23,22.52,278.16,330.18,382.21,361.36,435.21,509.07,432.50,523.97,615.45
2,120,114.23,22.52,285.34,337.58,389.82,369.15,443.95,518.75,438.02,530.82,623.62
2,144,114.23,22.52,296.34,347.11,397.88,379.26,457.61,535.95,447.68,544.46,641.24
2,168,114.23,22.52,303.95,355.52,407.09,385.04,465.34,545.63,451.64,551.23,650.82
5,1,114.23,22.52,122.53,150.40,178.28,159.98,187.30,214.61,188.90,219.02,249.13
5,2,114.23,22.52,185.67,236.21,286.74,233.61,274.32,315.03,303.25,357.05,410.85
5,3,114.23,22.52,220.08,290.37,360.65,282.05,334.51,386.97,374.17,442.70,511.22
5,4,114.23,22.52,242.48,324.46,406.45,315.55,376.04,436.52,426.89,513.83,600.76
5,5,114.23,22.52,264.77,351.92,439.07,347.25,414.26,481.26,462.68,562.50,662.33
5,6,114.23,22.52,280.81,374.97,469.14,368.36,439.63,510.91,491.07,601.70,712.33
5,9,114.23,22.52,311.26,424.16,537.06,407.69,489.15,570.61,553.75,677.55,801.35
5,12,114.23,22.52,333.39,452.20,571.01,438.48,529.42,620.36,592.88,732.09,871.31
5,18,114.23,22.52,356.17,481.31,606.44,472.63,574.13,675.62,627.15,781.46,935.77
5,24,114.23,22.52,371.23,498.38,625.53,498.59,603.33,708.07,653.72,810.38,967.04
5,48,114.23,22.52,398.68,526.72,654.76,546.78,675.28,803.78,681.31,855.60,1029.90
5,72,114.23,22.52,419.25,538.38,657.51,573.52,701.01,828.49,701.41,880.43,1059.45
5,96,114.23,22.52,439.11,554.12,669.12,582.28,708.68,835.07,714.66,890.95,1067.24
5,120,114.23,22.52,446.60,562.30,678.00,592.65,719.42,846.19,724.64,902.70,1080.77
5,144,114.23,22.52,454.62,565.20,675.78,611.89,741.44,871.00,743.64,928.79,1113.94
5,168,114.23,22.52,464.76,576.01,687.25,626.49,768.27,910.05,759.50,964.23,1168.97
10,1,114.23,22.52,150.35,198.87,247.39,192.19,231.17,270.16,225.59,267.74,309.90
10,2,114.23,22.52,230.94,327.32,423.70,281.85,340.90,399.96,366.92,445.08,523.25
10,3,114.23,22.52,275.80,420.91,566.01,342.72,420.91,499.10,454.61,555.26,655.90
10,4,114.23,22.52,306.02,475.85,645.68,385.17,476.02,566.87,525.21,658.05,790.89
10,5,114.23,22.52,335.30,510.99,686.68,424.00,524.18,624.37,572.87,729.49,886.11
10,6,114.23,22.52,357.31,550.19,743.07,449.58,555.50,661.42,610.11,786.58,963.05
10,9,114.23,22.52,398.54,636.71,874.89,498.33,621.15,743.97,688.80,885.31,1081.83
10,12,114.23,22.52,426.45,674.26,922.07,537.40,677.54,817.67,737.95,963.12,1188.29
10,18,114.23,22.52,454.94,713.84,972.73,580.65,740.40,900.14,783.59,1038.97,1294.34
10,24,114.23,22.52,474.67,733.67,992.68,611.48,774.13,936.79,815.15,1071.77,1328.39
10,48,114.23,22.52,506.13,759.99,1013.85,679.12,887.74,1096.36,860.39,1156.81,1453.24
10,72,114.23,22.52,528.15,753.02,977.90,708.37,910.65,1112.94,884.13,1189.07,1494.02
10,96,114.23,22.52,549.96,759.30,968.65,717.68,917.10,1116.52,899.76,1196.21,1492.65
10,120,114.23,22.52,557.06,768.84,980.62,729.04,927.74,1126.44,910.75,1210.04,1509.33
10,144,114.23,22.52,563.94,762.33,960.71,751.30,952.96,1154.62,936.12,1247.23,1558.34
10,168,114.23,22.52,575.66,773.38,971.11,777.68,1004.04,1230.39,966.42,1323.49,1680.57
25,1,114.23,22.52,179.40,276.65,373.90,225.77,289.14,352.50,265.88,331.38,396.89
25,2,114.23,22.52,274.78,488.38,701.99,335.24,431.31,527.39,436.70,564.03,691.35
25,3,114.23,22.52,317.06,669.62,1022.19,408.94,540.70,672.45,540.73,708.23,875.73
25,4,114.23,22.52,356.89,768.16,1179.44,461.22,615.61,770.01,631.71,861.74,1091.77
25,5,114.23,22.52,399.25,811.39,1223.53,505.62,676.21,846.79,688.92,969.68,1250.43
25,6,114.23,22.52,423.90,885.74,1347.57,533.97,714.29,894.62,733.98,1056.17,1378.37
25,9,114.23,22.52,469.74,1058.44,1647.13,589.36,803.30,1017.23,828.22,1187.48,1546.74
25,12,114.23,22.52,504.17,1108.89,1713.62,634.08,884.91,1135.74,880.07,1301.48,1722.89
25,18,114.23,22.52,533.19,1161.66,1790.12,681.66,976.36,1271.07,937.27,1426.10,1914.93
