return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.230,22.355,82.580,95.110,107.640,105.000,124.010,143.030,111.420,134.320,157.220
2,2,114.230,22.355,124.730,145.130,165.530,153.210,184.360,215.500,167.470,205.510,243.560
2,3,114.230,22.355,149.210,174.820,200.420,189.140,230.450,271.760,216.180,263.740,311.310
2,4,114.230,22.355,168.720,198.840,228.970,220.560,269.640,318.710,246.260,298.670,351.090
2,5,114.230,22.355,183.770,217.570,251.380,240.590,294.780,348.970,278.210,336.230,394.240
2,6,114.230,22.355,193.670,229.960,266.260,256.550,314.800,373.050,298.170,359.070,419.980
2,9,114.230,22.355,213.870,256.030,298.190,282.190,350.850,419.500,338.040,407.890,477.730
2,12,114.230,22.355,224.870,269.420,313.980,299.440,374.380,449.310,372.050,450.430,528.820
2,18,114.230,22.355,238.580,286.610,334.640,317.370,397.650,477.930,404.920,497.220,589.510
2,24,114.230,22.355,249.920,300.750,351.580,333.370,419.000,504.640,412.910,510.470,608.030
2,48,114.230,22.355,277.890,334.100,390.310,360.890,448.600,536.300,432.740,538.880,645.020
2,72,114.230,22.355,290.150,346.630,403.110,369.300,456.690,544.090,441.930,549.310,656.680
2,96,114.230,22.355,299.440,356.330,413.220,384.650,471.760,558.860,454.510,559.890,665.280
2,120,114.230,22.355,310.670,367.890,425.110,395.940,484.870,573.800,459.870,566.400,672.930
2,144,114.230,22.355,314.190,371.110,428.040,415.980,510.300,604.620,467.370,576.690,686.020
2,168,114.230,22.355,318.120,376.130,434.150,417.050,513.150,609.240,471.500,582.350,693.200
5,1,114.230,22.355,120.340,139.310,158.280,163.000,195.520,228.040,177.200,214.460,251.710
5,2,114.230,22.355,186.970,220.150,253.340,245.460,296.360,347.260,275.040,341.560,408.080
5,3,114.230,22.355,227.690,270.990,314.300,309.540,374.290,439.040,350.190,431.380,512.560
5,4,114.230,22.355,261.460,313.920,366.380,361.360,434.560,507.760,400.090,496.620,593.150
5,5,114.230,22.355,287.690,347.030,406.370,397.340,480.380,563.420,447.620,549.630,651.640
5,6,114.230,22.355,305.690,370.500,435.310,425.820,515.010,604.200,478.690,584.270,689.840
5,9,114.230,22.355,344.220,423.100,501.990,481.030,590.620,700.200,546.110,663.200,780.290
5,12,114.230,22.355,362.040,445.870,529.700,517.260,640.220,763.180,604.310,731.650,858.990
5,18,114.230,22.355,385.520,473.930,562.340,551.720,687.080,822.450,674.680,821.460,968.250
5,24,114.230,22.355,404.650,497.360,590.080,581.980,731.580,881.190,698.910,858.930,1018.940
5,48,114.230,22.355,447.300,545.880,644.450,621.480,781.300,941.120,744.700,941.540,1138.390
5,72,114.230,22.355,461.290,557.870,654.440,630.320,790.800,951.280,755.940,957.670,1159.400
5,96,114.230,22.355,471.950,566.870,661.790,647.000,804.400,961.810,767.570,963.780,1160.000
5,120,114.230,22.355,484.540,582.460,680.370,663.540,822.810,982.080,774.900,973.560,1172.220
5,144,114.230,22.355,487.600,587.180,686.770,697.420,861.600,1025.790,788.850,991.520,1194.190
5,168,114.230,22.355,495.070,598.950,702.840,705.280,877.970,1050.670,799.270,1007.120,1214.970
10,1,114.230,22.355,142.640,169.600,196.550,199.330,249.450,299.570,215.010,275.370,335.730
10,2,114.230,22.355,225.210,274.580,323.940,300.680,379.700,458.720,335.170,453.730,572.290
10,3,114.230,22.355,276.780,342.720,408.660,379.550,479.160,578.780,426.990,565.660,704.340
10,4,114.230,22.355,320.140,401.470,482.790,441.270,551.120,660.970,492.400,659.510,826.610
10,5,114.230,22.355,353.530,446.450,539.370,487.630,613.610,739.580,549.790,717.760,885.730
10,6,114.230,22.355,377.060,479.880,582.710,523.470,658.180,792.890,588.570,759.060,929.560
