return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.19,22.55,85.82,98.71,111.61,105.22,125.03,144.84,121.59,140.08,158.57
2,2,114.19,22.55,128.71,148.30,167.88,152.48,182.83,213.18,184.86,214.72,244.58
2,3,114.19,22.55,150.71,176.25,201.79,179.51,217.65,255.78,221.02,258.05,295.07
2,4,114.19,22.55,161.06,189.99,218.92,198.94,242.37,285.79,247.53,290.58,333.64
2,5,114.19,22.55,168.88,200.35,231.81,216.44,264.19,311.94,266.64,313.55,360.45
2,6,114.19,22.55,174.92,207.55,240.17,230.27,281.04,331.80,281.11,331.96,382.80
2,9,114.19,22.55,188.32,223.42,258.53,253.47,309.66,365.86,319.32,380.60,441.88
2,12,114.19,22.55,201.28,239.09,276.91,268.93,329.52,390.12,336.01,403.68,471.35
2,18,114.19,22.55,214.55,256.86,299.17,283.14,350.64,418.14,353.31,427.64,501.98
2,24,114.19,22.55,226.17,270.08,313.99,296.18,366.62,437.07,365.59,443.71,521.84
2,48,114.19,22.55,250.93,297.36,343.80,315.36,391.60,467.85,378.70,459.01,539.33
2,72,114.19,22.55,264.27,311.33,358.40,332.60,410.40,488.19,397.15,481.44,565.74
2,96,114.19,22.55,279.55,329.31,379.07,342.75,420.03,497.31,406.92,490.98,575.05
2,120,114.19,22.55,292.58,341.94,391.30,350.46,427.99,505.52,416.03,503.09,590.15
2,144,114.19,22.55,302.69,353.34,404.00,363.92,445.49,527.06,422.60,511.39,600.17
2,168,114.19,22.55,308.72,360.43,412.13,372.16,456.66,541.17,435.14,526.85,618.57
5,1,114.19,22.55,125.11,153.30,181.49,165.50,201.83,238.17,178.70,209.01,239.33
5,2,114.19,22.55,189.71,230.78,271.85,244.07,300.50,356.92,277.30,330.41,383.53
5,3,114.19,22.55,230.71,286.77,342.82,295.29,368.04,440.78,335.63,401.78,467.93
5,4,114.19,22.55,251.74,319.71,387.68,331.63,415.39,499.14,380.91,462.58,544.24
5,5,114.19,22.55,266.82,344.45,422.08,362.14,454.22,546.29,411.64,501.45,591.26
5,6,114.19,22.55,275.86,360.70,445.53,385.89,483.03,580.17,438.54,537.11,635.68
5,9,114.19,22.55,296.12,391.81,487.50,425.15,528.26,631.38,508.50,628.48,748.46
5,12,114.19,22.55,315.84,418.38,520.91,453.84,565.84,677.83,541.19,677.05,812.92
5,18,114.19,22.55,338.38,452.49,566.60,486.45,614.82,743.18,578.64,727.75,876.86
5,24,114.19,22.55,356.77,471.91,587.04,507.98,642.70,777.41,601.85,758.74,915.63
5,48,114.19,22.55,390.92,506.38,621.85,545.57,700.41,855.25,628.37,802.35,976.32
5,72,114.19,22.55,408.05,519.56,631.07,567.59,723.08,878.58,657.57,834.89,1012.20
5,96,114.19,22.55,432.00,541.70,651.40,578.21,731.31,884.41,667.68,844.57,1021.46
5,120,114.19,22.55,444.87,551.42,657.96,587.58,739.71,891.84,684.25,865.15,1046.05
5,144,114.19,22.55,458.86,565.63,672.40,608.59,769.08,929.56,695.11,878.13,1061.15
5,168,114.19,22.55,468.20,575.94,683.68,628.74,800.55,972.36,719.65,916.56,1113.47
10,1,114.19,22.55,151.53,203.48,255.42,203.86,263.34,322.82,214.25,258.89,303.53
10,2,114.19,22.55,231.51,302.66,373.81,302.40,396.29,490.18,336.58,419.53,502.48
10,3,114.19,22.55,286.75,386.30,485.85,370.08,492.80,615.52,408.87,513.21,617.56
10,4,114.19,22.55,316.68,443.85,571.03,418.41,559.97,701.53,468.35,601.73,735.10
10,5,114.19,22.55,336.48,488.75,641.01,457.53,612.92,768.32,506.95,654.37,801.78
10,6,114.19,22.55,347.94,520.60,693.26,487.59,650.40,813.20,542.34,706.00,869.65
10,9,114.19,22.55,374.04,573.61,773.18,535.76,704.69,873.62,633.08,834.77,1036.45
10,12,114.19,22.55,396.68,612.02,827.36,573.00,757.42,941.85,675.82,908.23,1140.64
10,18,114.19,22.55,422.67,662.40,902.12,616.65,834.12,1051.60,725.79,983.43,1241.07
10,24,114.19,22.55,447.55,682.87,918.18,643.44,873.04,1102.63,755.13,1026.77,1298.40
10,48,114.19,22.55,488.45,716.24,944.03,695.59,969.55,1243.51,799.96,1112.65,1425.34
10,72,114.19,22.55,507.74,721.88,936.01,720.26,992.00,1263.75,833.57,1147.36,1461.14
10,96,114.19,22.55,535.43,738.48,941.54,731.93,996.78,1261.63,844.95,1156.50,1468.04
10,120,114.19,22.55,548.74,740.57,932.40,742.22,1003.56,1264.90,864.08,1184.05,1504.01
10,144,114.19,22.55,564.61,753.86,943.11,766.14,1043.54,1320.94,876.98,1199.42,1521.85
10,168,114.19,22.55,575.83,765.37,954.90,797.28,1098.98,1400.68,914.83,1266.42,1618.00
25,1,114.19,22.55,178.39,289.14,399.88,243.83,355.75,467.67,253.51,327.19,400.86
25,2,114.19,22.55,279.93,419.44,558.94,361.73,542.41,723.09,402.86,548.72,694.59
25,3,114.19,22.55,352.96,553.02,753.08,447.42,686.44,925.46,489.60,675.73,861.86
25,4,114.19,22.55,391.74,663.89,936.05,510.42,785.88,1061.34,566.63,812.77,1058.91
25,5,114.19,22.55,410.37,755.66,1100.94,559.04,860.79,1162.54,614.20,887.56,1160.91
25,6,114.19,22.55,419.79,828.28,1236.77,596.51,909.87,1223.23,658.52,966.27,1274.01
25,9,114.19,22.55,449.57,934.69,1419.81,652.77,971.69,1290.60,770.20,1155.89,1541.57
25,12,114.19,22.55,468.00,996.78,1525.57,698.50,1048.56,1398.62,819.98,1273.46,1726.94
25,18,114.19,22.55,487.55,1076.84,1666.12,747.72,1174.74,1601.75,879.23,1390.15,1901.06
25,24,114.19,22.55,529.53,1089.21,1648.89,778.52,1232.44,1686.37,912.74,1452.60,1992.46
25,48,114.19,22.55,584.73,1105.38,1626.03,845.28,1406.82,1968.36,990.56,1634.11,2277.67
25,72,114.19,22.55,610.07,1085.66,1561.24,873.99,1423.56,1973.14,1025.76,1661.77,2297.79
25,96,114.19,22.55,641.94,1076.92,1511.90,890.79,1419.48,1948.16,1042.36,1669.02,2295.68
25,120,114.19,22.55,661.84,1058.18,1454.53,903.18,1420.75,1938.32,1056.49,1707.23,2357.96
25,144,114.19,22.55,680.09,1064.61,1449.12,923.65,1478.36,2033.06,1070.30,1723.90,2377.49
25,168,114.19,22.55,693.58,1075.57,1457.55,970.66,1581.89,2193.12,1132.17,1850.66,2569.15
50,1,114.19,22.55,187.96,373.96,559.96,263.92,436.78,609.64,277.33,381.96,486.59
50,2,114.19,22.55,308.04,529.76,751.48,389.15,672.41,955.66,442.58,658.19,873.81
50,3,114.19,22.55,391.72,715.17,1038.63,483.79,861.60,1239.41,536.59,814.22,1091.86
50,4,114.19,22.55,429.97,889.69,1349.41,556.10,991.54,1426.98,624.07,999.50,1374.94
50,5,114.19,22.55,434.27,1040.77,1647.27,609.94,1086.33,1562.72,676.71,1094.95,1513.19
50,6,114.19,22.55,430.30,1169.35,1908.40,652.52,1144.32,1636.12,724.85,1200.09,1675.33
50,9,114.19,22.55,451.48,1347.03,2242.59,713.06,1207.41,1701.77,844.92,1447.17,2049.42
50,12,114.19,22.55,454.52,1436.33,2418.14,762.18,1306.63,1851.09,892.02,1609.46,2326.90
50,18,114.19,22.55,453.98,1547.50,2641.01,804.81,1483.02,2161.24,949.92,1766.77,2583.62
50,24,114.19,22.55,524.22,1540.09,2555.96,835.16,1559.19,2283.22,982.57,1846.46,2710.35
50,48,114.19,22.55,602.88,1522.03,2441.18,902.52,1819.95,2737.38,1085.87,2142.85,3199.84
50,72,114.19,22.55,641.30,1464.01,2286.72,936.55,1826.54,2716.53,1120.70,2153.95,3187.19
50,96,114.19,22.55,681.07,1414.42,2147.77,962.13,1811.25,2660.38,1145.35,2158.47,3171.59
50,120,114.19,22.55,715.34,1367.80,2020.27,977.94,1804.87,2631.79,1146.87,2206.14,3265.41
50,144,114.19,22.55,736.87,1362.70,1988.52,988.02,1879.43,2770.84,1160.22,2221.67,3283.13
50,168,114.19,22.55,752.56,1370.85,1989.13,1044.90,2036.42,3027.93,1242.72,2417.27,3591.82
100,1,114.19,22.55,181.72,481.73,781.74,272.51,529.53,786.54,295.68,440.05,584.43
100,2,114.19,22.55,323.96,664.37,1004.78,396.25,823.06,1249.86,471.21,779.87,1088.53
100,3,114.19,22.55,412.76,918.02,1423.27,493.27,1067.49,1641.71,568.43,968.92,1369.40
100,4,114.19,22.55,436.47,1185.50,1934.52,572.09,1234.62,1897.15,661.40,1214.89,1768.37
100,5,114.19,22.55,402.62,1427.46,2452.30,628.70,1352.80,2076.90,716.75,1335.23,1953.71
100,6,114.19,22.55,361.70,1647.01,2932.31,676.25,1419.66,2163.06,764.61,1473.35,2182.09
100,9,114.19,22.55,349.58,1939.55,3529.52,740.78,1478.82,2216.85,883.32,1790.38,2697.43
100,12,114.19,22.55,317.46,2068.15,3818.83,789.47,1604.77,2420.07,916.63,2010.19,3103.74
100,18,114.19,22.55,273.88,2220.58,4167.28,811.09,1845.60,2880.10,962.24,2218.47,3474.71
100,24,114.19,22.55,400.64,2172.06,3943.49,836.37,1944.92,3053.48,989.23,2318.35,3647.48
100,48,114.19,22.55,528.48,2088.27,3648.05,885.60,2324.05,3762.50,1108.51,2780.98,4453.45
100,72,114.19,22.55,597.43,1965.48,3333.54,929.58,2313.33,3697.07,1144.53,2761.03,4377.53
100,96,114.19,22.55,658.15,1845.82,3033.49,970.84,2281.50,3592.16,1182.51,2761.22,4339.92
100,120,114.19,22.55,721.83,1755.91,2789.99,993.17,2263.29,3533.40,1160.84,2819.79,4478.74
100,144,114.19,22.55,750.30,1731.20,2712.11,983.44,2358.85,3734.26,1173.17,2831.43,4489.70
100,168,114.19,22.55,769.55,1733.47,2697.40,1043.67,2589.22,4134.77,1274.07,3124.35,4974.62
