return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.16,22.39,87.64,99.77,111.90,106.07,122.85,139.62,116.94,138.35,159.76
2,2,114.16,22.39,127.10,146.88,166.66,165.55,195.72,225.89,177.74,213.36,248.98
2,3,114.16,22.39,152.75,178.46,204.17,204.80,244.55,284.29,222.31,268.14,313.96
2,4,114.16,22.39,165.92,195.25,224.58,232.11,280.63,329.15,251.07,304.06,357.05
2,5,114.16,22.39,179.58,212.46,245.35,248.85,301.71,354.57,272.28,332.36,392.44
2,6,114.16,22.39,189.04,224.42,259.81,259.33,315.04,370.76,288.83,353.84,418.84
2,9,114.16,22.39,206.36,247.30,288.24,292.96,358.52,424.07,329.62,406.92,484.22
2,12,114.16,22.39,221.44,266.16,310.89,313.79,386.83,459.88,362.19,451.58,540.97
2,18,114.16,22.39,238.78,287.37,335.96,342.57,424.60,506.63,405.99,509.53,613.07
2,24,114.16,22.39,251.39,302.41,353.43,364.54,452.08,539.61,410.81,517.86,624.90
2,48,114.16,22.39,286.80,342.88,398.97,387.08,480.73,574.37,428.46,542.70,656.95
2,72,114.16,22.39,300.90,356.30,411.71,405.19,498.30,591.41,432.06,548.06,664.06
2,96,114.16,22.39,314.04,370.23,426.42,418.49,512.39,606.30,445.98,558.37,670.77
2,120,114.16,22.39,324.90,382.55,440.21,429.57,524.63,619.70,452.54,564.91,677.29
2,144,114.16,22.39,328.47,386.91,445.36,435.65,533.92,632.19,466.86,584.66,702.46
2,168,114.16,22.39,334.93,394.87,454.82,444.78,544.87,644.96,469.54,591.32,713.09
5,1,114.16,22.39,124.26,145.99,167.71,155.76,178.71,201.66,180.47,215.73,251.00
5,2,114.16,22.39,187.72,224.59,261.46,252.57,293.89,335.22,281.82,341.67,401.52
5,3,114.16,22.39,231.59,280.53,329.46,317.67,370.94,424.20,357.16,436.36,515.56
5,4,114.16,22.39,255.25,314.64,374.03,369.75,435.40,501.05,407.59,500.66,593.73
5,5,114.16,22.39,278.35,348.06,417.78,399.35,473.70,548.06,448.36,555.45,662.54
5,6,114.16,22.39,294.86,373.62,452.38,418.49,498.68,578.87,479.23,596.69,714.15
5,9,114.16,22.39,328.25,427.17,526.09,481.29,576.44,671.59,555.36,693.19,831.02
5,12,114.16,22.39,352.94,458.55,564.17,521.49,631.23,740.97,614.07,776.16,938.24
5,18,114.16,22.39,383.01,496.46,609.91,573.47,694.00,814.54,695.53,875.98,1056.42
5,24,114.16,22.39,403.71,521.82,639.92,612.58,743.17,873.77,716.68,907.54,1098.40
5,48,114.16,22.39,453.55,575.91,698.27,660.09,817.83,975.58,757.95,989.58,1221.20
5,72,114.16,22.39,469.11,585.15,701.18,677.44,835.46,993.48,762.68,1003.72,1244.76
5,96,114.16,22.39,486.04,598.67,711.31,694.80,849.92,1005.04,772.53,1006.61,1240.69
5,120,114.16,22.39,500.98,615.65,730.33,708.24,863.46,1018.67,781.59,1013.56,1245.54
5,144,114.16,22.39,506.74,623.68,740.62,723.47,886.42,1049.38,806.69,1046.32,1285.95
5,168,114.16,22.39,517.19,637.28,757.38,737.78,913.03,1088.28,816.96,1079.02,1341.08
10,1,114.16,22.39,147.31,182.53,217.76,183.81,214.13,244.44,218.49,273.43,328.37
10,2,114.16,22.39,226.99,287.60,348.20,300.74,357.83,414.91,343.55,440.61,537.67
10,3,114.16,22.39,283.12,364.78,446.44,379.08,452.24,525.40,438.32,567.94,697.55
10,4,114.16,22.39,313.74,419.41,525.07,444.34,536.90,629.46,502.71,656.08,809.45
10,5,114.16,22.39,342.72,471.47,600.23,482.90,589.51,696.12,555.18,734.92,914.66
10,6,114.16,22.39,364.03,514.82,665.61,507.93,624.30,740.67,594.98,794.33,993.69
10,9,114.16,22.39,408.13,609.11,810.10,587.28,726.64,865.99,691.90,926.08,1160.25
10,12,114.16,22.39,438.26,650.09,861.92,638.45,806.07,973.69,763.39,1041.41,1319.43
10,18,114.16,22.39,477.94,701.93,925.91,701.09,885.16,1069.24,864.02,1168.38,1472.74
10,24,114.16,22.39,503.96,735.26,966.57,750.74,950.96,1151.18,894.43,1229.66,1564.90
10,48,114.16,22.39,562.97,791.49,1020.02,820.46,1077.58,1334.71,957.13,1393.00,1828.87
10,72,114.16,22.39,580.49,789.46,998.42,840.47,1095.26,1350.05,956.32,1428.89,1901.45
10,96,114.16,22.39,599.32,795.62,991.92,860.07,1103.96,1347.85,972.25,1419.48,1866.71
10,120,114.16,22.39,616.47,815.20,1013.92,873.92,1116.07,1358.23,983.99,1424.44,1864.90
10,144,114.16,22.39,623.61,828.06,1032.51,893.16,1153.43,1413.70,1012.92,1462.74,1912.57
10,168,114.16,22.39,636.50,846.71,1056.92,915.52,1202.92,1490.32,1023.82,1534.59,2045.36
25,1,114.16,22.39,170.80,236.81,302.82,211.04,257.17,303.31,254.59,354.62,454.65
25,2,114.16,22.39,269.18,383.34,497.50,342.75,437.41,532.08,397.34,584.20,771.05
25,3,114.16,22.39,338.58,494.97,651.35,430.23,552.32,674.41,511.43,761.40,1011.37
25,4,114.16,22.39,372.02,590.68,809.35,503.88,664.05,824.23,589.79,886.85,1183.92
25,5,114.16,22.39,402.55,680.21,957.87,552.65,738.08,923.51,649.62,1005.70,1361.77
25,6,114.16,22.39,424.65,762.52,1100.38,584.03,787.77,991.50,696.13,1095.72,1495.31
25,9,114.16,22.39,468.50,948.87,1429.24,676.94,923.43,1169.91,808.07,1281.07,1754.08
25,12,114.16,22.39,502.39,1002.45,1502.51,732.08,1043.03,1353.98,881.79,1447.46,2013.13
25,18,114.16,22.39,556.37,1075.31,1594.26,797.40,1142.33,1487.25,993.19,1606.28,2219.36
25,24,114.16,22.39,588.97,1119.51,1650.04,858.07,1231.99,1605.91,1020.20,1728.00,2435.79
25,48,114.16,22.39,664.21,1161.74,1659.27,956.62,1454.28,1951.95,1095.77,2070.22,3044.67
25,72,114.16,22.39,692.90,1128.89,1564.88,987.80,1472.04,1956.27,1058.71,2164.94,3271.18
25,96,114.16,22.39,717.45,1112.39,1507.33,1013.50,1464.56,1915.63,1111.63,2125.68,3139.73
25,120,114.16,22.39,736.62,1134.04,1531.47,1026.61,1471.58,1916.54,1130.80,2123.48,3116.16
25,144,114.16,22.39,743.44,1157.14,1570.84,1042.89,1534.64,2026.38,1159.65,2161.24,3162.84
25,168,114.16,22.39,758.13,1184.19,1610.26,1077.93,1631.77,2185.60,1150.90,2324.09,3497.27
50,1,114.16,22.39,182.16,283.87,385.59,225.19,287.92,350.66,270.39,421.47,572.55
50,2,114.16,22.39,291.57,468.22,644.86,360.22,495.60,630.98,414.21,705.98,997.74
50,3,114.16,22.39,367.57,612.21,856.85,449.57,624.71,799.85,536.46,927.55,1318.64
50,4,114.16,22.39,393.88,753.47,1113.06,523.41,757.59,991.77,620.60,1086.92,1553.24
50,5,114.16,22.39,416.19,885.11,1354.03,577.63,849.94,1122.26,677.33,1244.07,1810.82
50,6,114.16,22.39,428.75,1014.20,1599.65,612.09,912.56,1213.02,723.01,1363.77,2004.53
50,9,114.16,22.39,445.04,1315.05,2185.05,709.06,1074.65,1440.23,834.75,1596.68,2358.62
50,12,114.16,22.39,479.26,1376.90,2274.55,757.55,1231.18,1704.81,895.53,1809.92,2724.31
50,18,114.16,22.39,546.95,1467.57,2388.19,817.60,1345.06,1872.52,1005.70,1989.04,2972.38
50,24,114.16,22.39,585.02,1519.59,2454.16,883.75,1454.70,2025.65,1010.12,2177.35,3344.58
50,48,114.16,22.39,684.11,1530.48,2376.86,994.78,1773.57,2552.36,1055.54,2730.26,4404.98
50,72,114.16,22.39,735.11,1456.47,2177.82,1040.55,1791.39,2542.24,949.16,2903.56,4857.96
50,96,114.16,22.39,770.91,1408.82,2046.73,1075.87,1763.96,2452.06,1065.51,2826.30,4587.10
50,120,114.16,22.39,791.26,1430.56,2069.86,1088.28,1764.29,2440.30,1096.35,2813.47,4530.59
50,144,114.16,22.39,794.84,1465.41,2135.98,1094.14,1852.91,2611.68,1123.88,2841.51,4559.14
50,168,114.16,22.39,809.24,1500.59,2191.95,1135.44,2002.25,2869.06,1065.40,3117.11,5168.81
100,1,114.16,22.39,186.47,337.23,487.99,234.51,317.48,400.45,275.03,493.99,712.94
100,2,114.16,22.39,302.80,566.27,829.75,366.88,552.65,738.43,406.64,841.45,1276.27
100,3,114.16,22.39,380.78,749.51,1118.25,454.65,695.04,935.43,529.47,1114.38,1699.29
100,4,114.16,22.39,386.01,953.13,1520.24,523.64,849.79,1175.94,613.50,1313.70,2013.90
100,5,114.16,22.39,385.33,1143.48,1901.62,580.51,962.38,1344.25,656.35,1517.85,2379.35
100,6,114.16,22.39,370.77,1341.16,2311.54,615.98,1039.48,1462.98,693.48,1674.32,2655.16
100,9,114.16,22.39,309.80,1815.55,3321.29,711.55,1229.31,1747.08,792.24,1962.23,3132.21
100,12,114.16,22.39,343.12,1882.53,3421.94,742.85,1429.05,2115.25,823.01,2231.19,3639.38
100,18,114.16,22.39,429.91,1991.98,3554.06,792.01,1556.97,2321.92,925.64,2425.95,3926.26
