return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,113.90,22.27,65.83,80.80,95.77,87.16,106.27,125.38,104.69,123.27,141.84
2,2,113.90,22.27,98.92,121.23,143.54,129.28,159.42,189.55,162.93,193.92,224.90
2,3,113.90,22.27,120.06,147.64,175.21,154.68,193.05,231.43,203.60,242.03,280.47
2,4,113.90,22.27,135.81,167.77,199.73,169.60,212.91,256.23,226.13,269.64,313.15
2,5,113.90,22.27,149.38,185.45,221.53,183.27,231.14,279.01,245.50,294.92,344.35
2,6,113.90,22.27,158.89,197.99,237.09,192.27,243.06,293.86,261.40,315.34,369.27
2,9,113.90,22.27,174.87,219.64,264.42,212.93,269.51,326.10,299.45,362.35,425.24
2,12,113.90,22.27,189.03,237.33,285.64,231.06,293.16,355.26,320.53,390.47,460.42
2,18,113.90,22.27,206.53,261.79,317.04,256.77,327.25,397.74,356.49,438.40,520.32
2,24,113.90,22.27,214.56,272.83,331.09,268.88,343.70,418.52,368.72,456.08,543.44
2,48,113.90,22.27,246.60,314.65,382.69,285.20,366.86,448.53,378.94,471.34,563.75
2,72,113.90,22.27,247.23,313.22,379.21,292.59,375.18,457.76,389.08,481.80,574.53
2,96,113.90,22.27,255.24,320.69,386.14,303.55,389.97,476.40,395.79,489.60,583.42
2,120,113.90,22.27,273.66,342.30,410.93,307.35,394.81,482.27,404.27,495.34,586.41
2,144,113.90,22.27,279.71,350.13,420.56,313.30,400.75,488.21,406.61,497.83,589.06
2,168,113.90,22.27,273.01,341.99,410.96,315.48,403.36,491.25,407.78,500.37,592.96
5,1,113.90,22.27,110.13,138.11,166.09,145.47,179.42,213.37,159.49,188.97,218.44
5,2,113.90,22.27,164.83,210.10,255.37,220.26,276.46,332.66,253.78,303.16,352.54
5,3,113.90,22.27,201.66,260.42,319.17,270.87,347.14,423.40,317.79,380.41,443.03
5,4,113.90,22.27,230.42,298.22,366.03,300.30,389.07,477.84,356.99,431.95,506.91
5,5,113.90,22.27,255.54,331.06,406.57,326.96,427.97,528.97,394.81,483.07,571.33
5,6,113.90,22.27,274.43,357.17,439.91,344.79,455.36,565.93,424.35,520.75,617.16
5,9,113.90,22.27,307.16,405.24,503.31,384.64,514.68,644.72,490.28,605.48,720.68
5,12,113.90,22.27,331.91,432.52,533.12,418.85,559.42,700.00,533.36,662.37,791.38
5,18,113.90,22.27,365.84,478.64,591.44,469.48,629.77,790.07,599.48,746.33,893.18
5,24,113.90,22.27,382.66,501.27,619.89,493.61,663.96,834.30,625.85,783.48,941.10
5,48,113.90,22.27,433.70,557.44,681.19,529.59,717.12,904.66,656.01,839.96,1023.91
5,72,113.90,22.27,435.15,554.31,673.47,541.36,728.08,914.79,669.58,854.28,1038.97
5,96,113.90,22.27,443.67,557.78,671.89,561.93,753.65,945.38,677.81,863.88,1049.96
5,120,113.90,22.27,467.30,583.53,699.75,568.46,764.47,960.48,681.67,861.19,1040.71
5,144,113.90,22.27,477.28,594.34,711.40,575.49,769.75,964.00,683.97,864.32,1044.67
5,168,113.90,22.27,471.39,588.70,706.01,579.34,775.73,972.12,689.89,876.04,1062.20
10,1,113.90,22.27,137.47,185.91,234.36,182.74,236.82,290.89,191.82,236.76,281.71
10,2,113.90,22.27,205.99,288.57,371.14,278.64,372.30,465.95,306.88,383.41,459.95
10,3,113.90,22.27,253.36,364.32,475.28,346.55,480.15,613.75,385.95,482.64,579.33
10,4,113.90,22.27,290.25,417.99,545.73,385.65,544.90,704.15,437.45,556.98,676.50
10,5,113.90,22.27,322.02,463.21,604.41,420.99,605.81,790.64,488.09,631.96,775.84
10,6,113.90,22.27,347.26,502.85,658.44,445.14,651.74,858.34,526.05,683.42,840.79
10,9,113.90,22.27,391.35,578.64,765.93,501.19,749.92,998.65,611.07,800.39,989.72
10,12,113.90,22.27,421.78,609.16,796.53,545.40,812.21,1079.01,668.93,883.02,1097.11
10,18,113.90,22.27,463.56,672.60,881.64,612.96,917.14,1221.33,749.61,991.37,1233.14
10,24,113.90,22.27,485.56,706.20,926.83,644.14,967.51,1290.88,784.00,1045.57,1307.14
10,48,113.90,22.27,541.39,758.62,975.85,692.54,1052.16,1411.78,834.65,1156.65,1478.65
10,72,113.90,22.27,544.53,753.76,963.00,708.30,1062.31,1416.32,851.67,1173.04,1494.41
10,96,113.90,22.27,553.77,748.34,942.90,732.53,1093.49,1454.45,860.19,1184.74,1509.28
10,120,113.90,22.27,578.71,770.95,963.20,740.76,1111.79,1482.82,862.70,1172.33,1481.96
10,144,113.90,22.27,589.45,781.86,974.26,749.47,1113.89,1478.31,864.85,1176.71,1488.57
10,168,113.90,22.27,585.37,784.22,983.07,755.03,1124.42,1493.80,875.34,1200.72,1526.10
25,1,113.90,22.27,161.74,260.48,359.22,222.53,321.46,420.40,221.96,302.54,383.12
25,2,113.90,22.27,240.88,417.59,594.30,338.45,519.27,700.08,354.35,494.84,635.33
25,3,113.90,22.27,295.74,542.09,788.44,422.35,694.35,966.34,450.97,625.29,799.62
25,4,113.90,22.27,339.35,622.22,905.09,468.94,801.60,1134.25,517.04,738.25,959.45
25,5,113.90,22.27,375.92,686.19,996.45,510.57,904.61,1298.66,581.51,853.25,1124.99
25,6,113.90,22.27,406.80,750.56,1094.32,538.85,988.97,1439.09,627.62,925.32,1223.02
25,9,113.90,22.27,459.92,879.19,1298.46,614.53,1167.92,1721.30,735.07,1093.52,1451.97
25,12,113.90,22.27,496.24,906.36,1316.47,667.75,1256.98,1846.20,807.74,1218.62,1629.49
25,18,113.90,22.27,538.67,995.38,1452.10,752.22,1423.04,2093.85,893.51,1357.40,1821.29
25,24,113.90,22.27,563.09,1048.16,1533.24,787.97,1500.78,2213.60,932.38,1439.23,1946.08
25,48,113.90,22.27,615.97,1070.54,1525.11,843.25,1645.80,2448.35,1010.53,1664.37,2318.21
25,72,113.90,22.27,623.68,1062.56,1501.43,868.51,1649.07,2429.62,1036.00,1682.22,2328.44
