return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,113.860,22.225,64.370,79.890,95.410,79.120,99.310,119.490,82.170,99.630,117.090
2,2,113.860,22.225,94.530,118.570,142.620,118.910,152.190,185.470,127.510,155.440,183.370
2,3,113.860,22.225,112.850,142.490,172.130,144.540,185.420,226.300,157.580,194.400,231.210
2,4,113.860,22.225,126.480,161.070,195.670,158.590,204.520,250.440,178.780,224.280,269.770
2,5,113.860,22.225,138.800,177.080,215.360,166.630,216.820,267.010,194.720,246.090,297.450
2,6,113.860,22.225,147.180,187.780,228.380,170.000,223.060,276.110,210.610,267.850,325.090
2,9,113.860,22.225,157.820,201.970,246.120,189.540,250.540,311.540,237.350,304.130,370.910
2,12,113.860,22.225,168.280,215.080,261.880,204.510,271.230,337.940,266.350,346.450,426.550
2,18,113.860,22.225,178.840,229.610,280.380,226.400,300.590,374.780,271.960,353.650,435.350
2,24,113.860,22.225,183.690,237.520,291.350,237.590,314.750,391.910,280.070,367.000,453.920
2,48,113.860,22.225,200.990,259.860,318.730,250.260,332.200,414.150,293.830,388.220,482.600
2,72,113.860,22.225,217.180,276.460,335.750,269.460,353.900,438.330,306.860,402.780,498.700
2,96,113.860,22.225,221.990,282.130,342.260,267.730,352.080,436.430,309.630,406.310,502.980
2,120,113.860,22.225,229.160,291.060,352.960,269.760,355.010,440.270,318.950,414.900,510.850
2,144,113.860,22.225,234.340,299.130,363.920,274.620,360.950,447.280,329.460,429.620,529.780
2,168,113.860,22.225,235.280,300.260,365.240,278.920,365.610,452.300,322.580,419.540,516.500
5,1,113.860,22.225,110.630,140.770,170.910,137.850,170.460,203.060,133.620,171.360,209.110
5,2,113.860,22.225,164.280,212.950,261.630,214.620,270.400,326.170,210.970,273.850,336.730
5,3,113.860,22.225,198.450,258.090,317.740,262.150,329.660,397.170,266.290,351.180,436.070
5,4,113.860,22.225,225.730,293.900,362.080,290.580,368.080,445.580,312.480,421.760,531.040
5,5,113.860,22.225,248.180,323.090,397.990,310.610,398.140,485.670,345.600,470.760,595.930
5,6,113.860,22.225,263.430,343.610,423.790,322.830,423.160,523.490,376.560,512.520,648.470
5,9,113.860,22.225,284.350,377.410,470.470,366.800,494.380,621.960,432.040,593.210,754.380
5,12,113.860,22.225,302.350,400.390,498.430,398.640,537.510,676.370,484.700,673.870,863.030
5,18,113.860,22.225,323.570,427.160,530.750,443.020,600.500,757.970,509.030,696.750,884.470
5,24,113.860,22.225,336.740,449.530,562.330,463.110,626.970,790.840,531.280,731.280,931.280
5,48,113.860,22.225,366.790,482.730,598.670,490.710,672.160,853.620,563.520,795.270,1027.030
5,72,113.860,22.225,386.330,496.920,607.510,514.210,695.500,876.780,582.360,811.670,1040.980
5,96,113.860,22.225,392.610,501.860,611.100,516.250,699.780,883.310,585.680,818.050,1050.430
5,120,113.860,22.225,404.550,515.230,625.910,521.120,705.900,890.690,595.770,818.480,1041.190
5,144,113.860,22.225,415.250,526.910,638.570,527.620,714.760,901.890,607.130,850.110,1093.090
5,168,113.860,22.225,416.140,527.910,639.680,533.630,721.060,908.500,602.200,826.200,1050.200
10,1,113.860,22.225,140.010,192.450,244.890,172.520,223.670,274.830,165.950,238.780,311.620
10,2,113.860,22.225,207.150,297.410,387.660,270.460,363.150,455.840,265.630,386.080,506.540
10,3,113.860,22.225,249.550,362.850,476.140,330.380,441.070,551.760,335.180,505.750,676.320
10,4,113.860,22.225,283.370,413.800,544.230,367.490,496.940,626.390,397.440,621.730,846.020
10,5,113.860,22.225,311.620,453.980,596.350,394.000,545.340,696.690,441.290,701.140,960.980
10,6,113.860,22.225,330.850,484.020,637.190,413.120,596.490,779.870,481.250,759.370,1037.480
10,9,113.860,22.225,358.330,543.410,728.490,475.320,720.410,965.500,554.510,887.240,1219.970
10,12,113.860,22.225,380.280,574.430,768.580,516.410,783.560,1050.710,617.130,998.510,1379.880
10,18,113.860,22.225,406.540,610.120,813.700,576.420,879.690,1182.960,652.240,1038.190,1424.140
10,24,113.860,22.225,423.690,650.840,877.990,603.100,916.170,1229.240,681.850,1097.340,1512.840
10,48,113.860,22.225,459.260,686.200,913.140,639.530,994.280,1349.040,723.660,1224.730,1725.800
10,72,113.860,22.225,483.240,686.760,890.270,669.060,1008.570,1348.080,747.740,1231.430,1715.130
10,96,113.860,22.225,489.720,688.150,886.580,671.890,1022.640,1373.390,747.890,1244.320,1740.750
10,120,113.860,22.225,503.290,702.910,902.530,680.880,1035.800,1390.730,761.650,1225.920,1690.180
10,144,113.860,22.225,513.960,714.460,914.960,688.720,1047.370,1406.020,763.350,1273.550,1783.750
10,168,113.860,22.225,514.530,716.490,918.440,695.900,1053.770,1411.650,770.100,1237.910,1705.730
25,1,113.860,22.225,168.050,274.380,380.720,203.260,298.780,394.300,190.280,356.290,522.300
25,2,113.860,22.225,240.100,438.020,635.950,314.440,499.950,685.450,313.810,583.250,852.690
25,3,113.860,22.225,282.780,539.310,795.830,384.630,603.010,821.390,382.880,787.510,1192.130
25,4,113.860,22.225,315.900,615.050,914.200,427.660,687.670,947.680,452.290,995.530,1538.760
25,5,113.860,22.225,348.000,672.300,996.590,454.490,769.320,1084.160,499.540,1136.890,1774.240
25,6,113.860,22.225,369.020,719.300,1069.580,475.270,876.500,1277.730,546.340,1219.240,1892.140
25,9,113.860,22.225,395.030,834.560,1274.100,550.060,1109.330,1668.600,627.680,1439.170,2250.670
25,12,113.860,22.225,418.860,877.560,1336.260,594.910,1205.640,1816.380,688.670,1593.470,2498.270
25,18,113.860,22.225,445.970,924.650,1403.330,670.480,1361.990,2053.500,723.630,1666.070,2608.510
25,24,113.860,22.225,457.520,1005.090,1552.670,707.100,1413.400,2119.710,748.260,1776.700,2805.140
25,48,113.860,22.225,496.860,1031.330,1565.800,743.930,1560.000,2376.070,767.650,2059.260,3350.880
25,72,113.860,22.225,542.360,991.750,1441.140,797.620,1541.570,2285.520,813.600,2026.330,3239.060
25,96,113.860,22.225,548.960,983.170,1417.390,793.230,1579.020,2364.810,795.790,2057.970,3320.160
25,120,113.860,22.225,562.400,996.700,1431.000,807.030,1610.970,2414.920,833.420,1985.420,3137.420
25,144,113.860,22.225,565.860,1003.560,1441.260,816.720,1627.240,2437.760,801.360,2060.960,3320.560
25,168,113.860,22.225,563.910,1008.800,1453.680,826.630,1631.460,2436.290,841.710,2007.380,3173.060
50,1,113.860,22.225,177.720,350.010,522.300,214.250,360.800,507.350,185.010,474.970,764.930
50,2,113.860,22.225,237.560,574.000,910.450,321.580,617.770,913.950,317.400,783.870,1250.350
50,3,113.860,22.225,268.080,711.860,1155.650,395.070,740.570,1086.070,357.600,1084.360,1811.130
50,4,113.860,22.225,290.900,811.160,1331.420,436.560,852.520,1268.490,408.190,1398.780,2389.370
50,5,113.860,22.225,322.290,883.770,1445.240,453.990,968.110,1482.220,439.930,1612.240,2784.560
50,6,113.860,22.225,340.160,948.220,1556.280,461.730,1139.610,1817.500,487.780,1713.780,2939.780
50,9,113.860,22.225,346.620,1130.360,1914.100,522.100,1497.350,2472.590,550.780,2036.970,3523.160
50,12,113.860,22.225,368.900,1183.500,1998.100,560.410,1625.560,2690.700,597.220,2223.480,3849.750
50,18,113.860,22.225,392.320,1238.200,2084.070,639.030,1844.990,3050.940,613.350,2333.100,4052.840
50,24,113.860,22.225,382.550,1366.110,2349.670,684.950,1909.140,3133.320,611.790,2504.660,4397.520
50,48,113.860,22.225,428.620,1371.040,2313.470,702.760,2135.450,3568.140,545.100,2992.950,5440.800
50,72,113.860,22.225,515.630,1276.840,2038.060,800.090,2068.010,3335.920,639.330,2894.380,5149.440
50,96,113.860,22.225,524.560,1255.210,1985.850,778.240,2134.940,3491.640,586.770,2953.160,5319.550
50,120,113.860,22.225,537.490,1264.610,1991.720,792.010,2192.030,3592.050,678.130,2802.630,4927.120
