return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.33,22.38,77.04,91.66,106.27,96.53,111.94,127.36,102.06,123.56,145.05
2,2,114.33,22.38,115.86,137.82,159.79,140.54,166.39,192.24,153.64,187.94,222.24
2,3,114.33,22.38,136.59,163.55,190.51,167.33,200.49,233.65,189.17,231.06,272.96
2,4,114.33,22.38,149.95,180.10,210.25,190.40,228.28,266.17,215.59,263.04,310.50
2,5,114.33,22.38,163.25,196.22,229.19,206.24,248.41,290.58,237.88,290.89,343.90
2,6,114.33,22.38,172.43,207.57,242.72,215.13,260.69,306.25,250.98,306.73,362.48
2,9,114.33,22.38,193.36,233.96,274.56,242.57,295.77,348.97,291.00,356.80,422.60
2,12,114.33,22.38,202.30,245.16,288.02,259.86,318.44,377.03,309.25,380.61,451.96
2,18,114.33,22.38,218.93,264.62,310.32,273.12,337.10,401.08,330.46,412.35,494.23
2,24,114.33,22.38,227.95,275.73,323.51,285.38,351.78,418.17,343.30,430.17,517.04
2,48,114.33,22.38,244.43,295.97,347.50,307.36,378.38,449.40,355.24,447.48,539.73
2,72,114.33,22.38,256.44,307.63,358.82,315.30,385.04,454.78,378.28,475.84,573.41
2,96,114.33,22.38,264.37,316.04,367.70,326.03,393.48,460.93,380.90,474.68,568.46
2,120,114.33,22.38,267.19,319.37,371.56,337.77,406.00,474.24,391.56,490.56,589.57
2,144,114.33,22.38,269.57,322.39,375.20,345.23,417.39,489.55,387.39,485.65,583.90
2,168,114.33,22.38,271.08,324.71,378.34,346.54,420.37,494.19,387.72,488.51,589.31
5,1,114.33,22.38,120.48,145.03,169.57,142.88,165.68,188.49,167.14,213.08,259.03
5,2,114.33,22.38,181.94,218.22,254.51,218.28,260.04,301.81,252.24,331.79,411.34
5,3,114.33,22.38,217.74,262.97,308.20,266.61,321.93,377.24,313.59,406.87,500.15
5,4,114.33,22.38,241.67,294.55,347.43,303.04,365.46,427.87,356.99,463.33,569.67
5,5,114.33,22.38,263.50,320.60,377.69,330.41,399.69,468.96,393.64,514.45,635.27
5,6,114.33,22.38,279.20,339.65,400.10,348.86,423.94,499.02,418.30,541.01,663.72
5,9,114.33,22.38,316.87,387.98,459.08,398.49,486.38,574.26,487.78,626.18,764.58
5,12,114.33,22.38,332.54,408.63,484.72,430.93,527.42,623.92,521.84,668.10,814.37
5,18,114.33,22.38,357.30,435.81,514.33,459.37,566.27,673.16,570.68,737.67,904.66
5,24,114.33,22.38,372.68,454.02,535.35,480.40,594.79,709.17,597.84,778.14,958.45
5,48,114.33,22.38,399.68,490.56,581.44,515.42,643.91,772.39,629.45,836.20,1042.95
5,72,114.33,22.38,411.74,501.79,591.84,522.58,650.63,778.69,657.98,873.78,1089.59
5,96,114.33,22.38,421.26,509.68,598.10,530.74,653.17,775.60,660.22,862.88,1065.55
5,120,114.33,22.38,424.92,518.50,612.08,544.90,666.76,788.62,677.91,891.87,1105.83
5,144,114.33,22.38,428.56,523.69,618.83,563.35,693.72,824.09,678.12,890.83,1103.54
5,168,114.33,22.38,433.91,533.91,633.90,570.50,709.38,848.27,688.29,917.74,1147.19
10,1,114.33,22.38,147.00,185.21,223.42,170.00,201.84,233.68,210.37,293.87,377.36
10,2,114.33,22.38,222.61,277.77,332.93,265.22,328.13,391.04,313.16,471.14,629.12
10,3,114.33,22.38,268.09,337.53,406.98,326.83,412.75,498.66,393.48,574.27,755.06
10,4,114.33,22.38,299.63,383.49,467.36,370.69,467.59,564.49,449.11,653.21,857.32
10,5,114.33,22.38,326.41,415.88,505.34,404.36,512.73,621.10,492.76,723.68,954.60
10,6,114.33,22.38,346.01,440.51,535.01,427.73,546.77,665.81,528.60,759.24,989.88
10,9,114.33,22.38,394.38,507.32,620.27,490.61,630.46,770.32,615.17,867.47,1119.76
10,12,114.33,22.38,414.23,536.03,657.83,531.79,686.02,840.25,657.94,923.21,1188.49
10,18,114.33,22.38,443.02,565.93,688.85,569.59,743.21,916.84,720.37,1028.20,1336.02
10,24,114.33,22.38,462.43,589.59,716.74,597.15,784.02,970.90,756.36,1091.67,1426.98
10,48,114.33,22.38,495.96,642.32,788.67,643.24,857.96,1072.68,807.54,1205.93,1604.32
10,72,114.33,22.38,508.38,651.72,795.06,652.01,866.08,1080.15,836.15,1242.13,1648.10
10,96,114.33,22.38,518.44,656.56,794.68,660.19,860.73,1061.28,842.29,1218.98,1595.67
10,120,114.33,22.38,523.48,675.50,827.52,675.77,872.22,1068.66,861.16,1257.44,1653.73
10,144,114.33,22.38,527.73,683.10,838.47,699.91,913.32,1126.74,865.26,1264.62,1663.98
10,168,114.33,22.38,537.47,703.85,870.23,713.46,946.80,1180.14,886.35,1328.54,1770.73
25,1,114.33,22.38,173.19,242.26,311.32,197.42,248.18,298.94,253.97,429.42,604.87
25,2,114.33,22.38,264.38,361.05,457.72,312.47,421.76,531.05,353.48,721.00,1088.52
25,3,114.33,22.38,320.18,443.02,565.86,386.28,540.91,695.53,457.69,869.63,1281.57
25,4,114.33,22.38,360.47,513.50,666.53,435.75,611.14,786.54,528.56,986.86,1445.15
25,5,114.33,22.38,392.49,553.32,714.14,473.19,672.12,871.06,575.49,1086.90,1598.32
25,6,114.33,22.38,415.91,585.59,755.27,498.35,721.08,943.80,631.29,1136.47,1641.64
25,9,114.33,22.38,474.98,681.30,887.62,572.66,835.79,1098.92,735.08,1269.57,1804.06
25,12,114.33,22.38,498.88,722.73,946.58,619.94,912.84,1205.75,782.38,1344.65,1906.92
25,18,114.33,22.38,531.31,752.30,973.28,663.98,1000.32,1336.66,842.77,1511.01,2179.25
25,24,114.33,22.38,554.60,783.83,1013.06,701.04,1061.12,1421.20,884.13,1617.04,2349.95
25,48,114.33,22.38,592.30,864.84,1137.37,760.98,1181.53,1602.09,957.96,1857.59,2757.23
25,72,114.33,22.38,607.77,869.59,1131.41,776.76,1193.64,1610.52,986.22,1875.05,2763.88
25,96,114.33,22.38,618.87,866.53,1114.19,792.63,1172.04,1551.46,1010.06,1825.70,2641.35
25,120,114.33,22.38,623.09,908.02,1192.95,811.65,1176.33,1541.02,1022.44,1876.31,2730.18
25,144,114.33,22.38,626.92,920.14,1213.35,837.18,1240.96,1644.74,1028.31,1904.88,2781.45
25,168,114.33,22.38,643.59,962.58,1281.57,858.70,1311.97,1765.24,1060.97,2056.80,3052.63
