return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,113.95,22.27,68.21,79.71,91.22,92.55,110.84,129.14,98.87,117.20,135.53
2,2,113.95,22.27,99.83,117.88,135.93,137.26,166.73,196.20,151.56,181.19,210.82
2,3,113.95,22.27,117.92,141.15,164.38,164.50,202.93,241.35,188.35,225.41,262.47
2,4,113.95,22.27,131.79,158.22,184.64,181.64,225.82,270.00,217.48,260.30,303.13
2,5,113.95,22.27,147.15,178.30,209.44,195.81,244.78,293.75,238.95,287.37,335.78
2,6,113.95,22.27,154.51,188.77,223.03,206.16,257.80,309.44,256.50,309.91,363.32
2,9,113.95,22.27,170.89,211.02,251.15,228.24,287.33,346.42,294.72,357.69,420.66
2,12,113.95,22.27,180.94,224.69,268.43,243.21,308.75,374.28,320.65,391.24,461.84
2,18,113.95,22.27,193.17,243.43,293.69,263.22,337.28,411.35,352.57,433.39,514.22
2,24,113.95,22.27,196.15,250.35,304.56,273.30,351.44,429.57,365.40,452.60,539.80
2,48,113.95,22.27,219.42,283.52,347.63,291.14,374.52,457.90,380.84,473.68,566.51
2,72,113.95,22.27,233.72,297.30,360.88,301.02,386.42,471.81,394.53,487.51,580.50
2,96,113.95,22.27,243.27,307.42,371.57,314.04,402.50,490.96,402.10,496.92,591.73
2,120,113.95,22.27,258.46,322.03,385.61,325.26,414.57,503.88,414.05,506.24,598.44
2,144,113.95,22.27,263.32,328.25,393.18,333.92,425.68,517.45,416.98,509.07,601.16
2,168,113.95,22.27,264.52,329.27,394.03,334.78,427.20,519.61,420.74,514.44,608.13
5,1,113.95,22.27,102.86,126.29,149.73,148.38,179.79,211.21,153.07,185.50,217.94
5,2,113.95,22.27,152.35,193.43,234.51,226.74,279.32,331.90,239.81,294.34,348.87
5,3,113.95,22.27,184.64,239.95,295.26,279.95,350.75,421.56,299.97,367.37,434.78
5,4,113.95,22.27,208.23,272.88,337.52,314.64,399.59,484.53,346.98,423.60,500.22
5,5,113.95,22.27,236.74,305.98,375.22,342.86,441.55,540.24,385.16,472.21,559.25
5,6,113.95,22.27,252.72,329.28,405.84,361.95,467.95,573.95,416.44,514.01,611.58
5,9,113.95,22.27,287.09,383.21,479.34,406.27,536.17,666.07,485.16,601.07,716.98
5,12,113.95,22.27,307.19,411.07,514.96,440.13,586.16,732.20,532.25,660.35,788.45
5,18,113.95,22.27,337.87,456.37,574.86,483.13,651.19,819.25,591.07,735.91,880.75
5,24,113.95,22.27,348.40,479.00,609.59,504.49,682.00,859.50,620.32,780.16,940.00
5,48,113.95,22.27,395.43,529.58,663.73,539.51,728.42,917.34,657.16,842.89,1028.61
5,72,113.95,22.27,411.15,539.09,667.02,554.81,748.22,941.63,674.50,857.69,1040.88
5,96,113.95,22.27,422.97,547.76,672.54,575.97,769.82,963.67,685.26,871.81,1058.36
5,120,113.95,22.27,438.67,557.15,675.63,590.75,784.84,978.94,694.19,872.28,1050.36
5,144,113.95,22.27,447.55,567.32,687.10,605.09,800.83,996.56,697.48,875.35,1053.21
5,168,113.95,22.27,448.63,570.00,691.36,608.55,811.09,1013.63,707.73,892.93,1078.13
10,1,113.95,22.27,125.32,167.11,208.90,183.50,232.32,281.14,186.05,239.88,293.71
10,2,113.95,22.27,184.43,268.27,352.12,283.46,367.80,452.14,294.62,386.79,478.96
10,3,113.95,22.27,223.58,342.39,461.21,352.83,470.49,588.14,369.81,481.44,593.06
