return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.18,22.47,84.21,97.16,110.10,100.66,117.72,134.78,115.66,136.46,157.26
2,2,114.18,22.47,125.69,145.69,165.68,150.78,178.47,206.16,171.02,202.39,233.76
2,3,114.18,22.47,148.40,172.64,196.88,179.79,215.36,250.93,204.38,243.25,282.12
2,4,114.18,22.47,160.57,187.60,214.62,197.88,240.13,282.37,230.55,274.46,318.37
2,5,114.18,22.47,169.79,199.39,228.98,209.73,255.75,301.77,245.55,293.15,340.76
2,6,114.18,22.47,176.13,207.54,238.94,218.38,267.06,315.73,261.87,313.35,364.84
2,9,114.18,22.47,189.69,224.71,259.74,239.56,293.81,348.07,298.93,358.56,418.19
2,12,114.18,22.47,200.65,238.34,276.03,265.17,326.32,387.47,317.06,383.20,449.34
2,18,114.18,22.47,207.69,246.81,285.93,276.39,341.37,406.34,335.30,404.60,473.90
2,24,114.18,22.47,218.40,260.05,301.70,301.32,373.06,444.80,351.06,424.17,497.29
2,48,114.18,22.47,240.13,284.92,329.71,311.06,385.10,459.14,356.57,432.60,508.62
2,72,114.18,22.47,252.30,298.93,345.55,317.10,390.19,463.28,366.75,445.66,524.57
2,96,114.18,22.47,265.57,312.86,360.16,323.31,395.74,468.18,374.52,449.37,524.22
2,120,114.18,22.47,272.53,319.99,367.44,329.13,402.22,475.30,382.00,458.27,534.53
2,144,114.18,22.47,280.12,329.02,377.92,340.75,417.08,493.40,391.00,470.69,550.38
2,168,114.18,22.47,283.41,332.73,382.06,354.13,432.07,510.01,393.49,475.78,558.06
5,1,114.18,22.47,124.61,147.72,170.82,152.43,181.03,209.64,177.83,210.61,243.40
5,2,114.18,22.47,188.17,226.25,264.34,233.83,280.34,326.84,265.26,316.18,367.11
5,3,114.18,22.47,224.30,272.28,320.25,285.50,345.01,404.52,319.66,382.46,445.26
5,4,114.18,22.47,245.34,300.89,356.44,322.73,395.34,467.94,360.15,429.47,498.78
5,5,114.18,22.47,262.36,325.33,388.31,345.23,425.02,504.81,386.46,464.42,542.37
5,6,114.18,22.47,274.19,342.66,411.12,361.50,446.42,531.33,415.44,502.16,588.88
5,9,114.18,22.47,299.85,379.18,458.51,398.42,492.60,586.79,475.25,574.78,674.31
5,12,114.18,22.47,318.33,403.25,488.17,438.36,543.86,649.35,509.23,623.06,736.89
5,18,114.18,22.47,329.83,419.80,509.76,463.99,576.49,688.99,540.08,661.42,782.76
5,24,114.18,22.47,347.01,442.67,538.33,502.21,623.31,744.40,565.39,695.59,825.80
5,48,114.18,22.47,377.81,475.44,573.08,528.57,669.64,810.70,586.07,742.15,898.24
5,72,114.18,22.47,395.18,492.99,590.79,530.41,673.79,817.18,602.86,765.69,928.51
5,96,114.18,22.47,410.83,508.01,605.19,535.63,682.02,828.41,603.56,761.31,919.06
5,120,114.18,22.47,415.68,516.58,617.47,542.00,688.58,835.15,614.95,772.42,929.89
5,144,114.18,22.47,426.23,527.71,629.19,561.96,710.77,859.58,632.49,796.44,960.38
5,168,114.18,22.47,431.24,534.31,637.37,581.37,732.33,883.29,645.90,826.15,1006.41
10,1,114.18,22.47,150.76,186.71,222.66,184.79,228.22,271.65,214.82,263.51,312.21
10,2,114.18,22.47,229.60,291.66,353.73,284.99,356.88,428.77,321.84,399.22,476.60
10,3,114.18,22.47,275.44,355.55,435.67,350.43,442.96,535.50,387.80,484.27,580.74
10,4,114.18,22.47,303.29,398.50,493.71,398.57,515.66,632.76,435.85,541.18,646.50
10,5,114.18,22.47,326.23,436.67,547.12,427.00,557.71,688.43,470.10,591.39,712.69
10,6,114.18,22.47,342.46,464.19,585.91,447.71,588.01,728.31,507.79,644.39,780.98
