return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.14,22.33,74.65,87.11,99.57,96.05,116.49,136.93,110.81,129.78,148.75
2,2,114.14,22.33,113.91,132.54,151.16,151.52,184.14,216.75,167.82,200.27,232.73
2,3,114.14,22.33,136.93,159.66,182.38,180.08,222.11,264.14,203.37,242.80,282.22
2,4,114.14,22.33,150.12,175.95,201.78,201.25,249.08,296.90,223.83,269.66,315.49
2,5,114.14,22.33,160.44,189.33,218.22,211.62,263.49,315.36,241.73,292.38,343.03
2,6,114.14,22.33,171.44,203.41,235.38,218.83,274.72,330.60,254.84,309.63,364.42
2,9,114.14,22.33,188.25,225.92,263.60,236.00,301.25,366.49,277.17,341.23,405.29
2,12,114.14,22.33,196.02,236.45,276.88,258.02,332.63,407.23,291.13,361.06,431.00
2,18,114.14,22.33,205.44,249.59,293.74,266.94,343.62,420.30,309.60,388.65,467.70
2,24,114.14,22.33,211.63,257.99,304.36,288.59,370.48,452.37,322.13,406.79,491.46
2,48,114.14,22.33,243.01,294.74,346.47,316.87,401.41,485.95,337.46,427.72,517.98
2,72,114.14,22.33,251.82,303.92,356.02,325.01,408.34,491.67,356.11,447.01,537.91
2,96,114.14,22.33,255.85,308.20,360.56,331.34,415.18,499.03,362.06,451.55,541.04
2,120,114.14,22.33,261.50,314.55,367.59,340.28,426.92,513.57,369.59,461.38,553.17
2,144,114.14,22.33,265.46,319.29,373.13,352.55,445.85,539.16,376.48,469.73,562.98
2,168,114.14,22.33,269.24,324.71,380.18,351.15,445.62,540.09,376.31,470.17,564.04
5,1,114.14,22.33,111.95,136.94,161.93,155.61,188.09,220.57,164.62,187.78,210.94
5,2,114.14,22.33,169.99,203.50,237.02,246.31,294.94,343.57,258.75,299.07,339.40
5,3,114.14,22.33,206.68,247.87,289.06,301.98,368.80,435.61,317.92,373.41,428.91
5,4,114.14,22.33,229.39,276.51,323.62,340.00,415.96,491.92,358.84,429.09,499.35
