return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.02,22.44,82.12,94.03,105.95,104.39,122.64,140.88,103.42,120.47,137.52
2,2,114.02,22.44,117.86,136.48,155.11,154.05,184.33,214.61,156.82,183.94,211.07
2,3,114.02,22.44,137.85,160.37,182.89,181.64,219.62,257.60,187.87,221.96,256.06
2,4,114.02,22.44,150.35,175.78,201.21,201.59,245.19,288.79,205.44,245.21,284.98
2,5,114.02,22.44,158.31,186.85,215.39,213.45,261.02,308.59,225.02,270.48,315.95
2,6,114.02,22.44,162.67,193.35,224.04,222.28,272.84,323.39,238.82,287.96,337.10
2,9,114.02,22.44,179.20,215.11,251.02,237.49,294.26,351.02,269.43,326.25,383.07
2,12,114.02,22.44,189.18,227.62,266.07,246.10,306.57,367.03,288.42,351.04,413.67
2,18,114.02,22.44,199.06,239.19,279.32,262.93,330.52,398.11,308.37,376.93,445.50
2,24,114.02,22.44,207.15,248.22,289.30,274.71,344.84,414.97,313.20,385.17,457.15
2,48,114.02,22.44,220.61,264.84,309.06,287.71,363.51,439.32,322.67,398.63,474.59
2,72,114.02,22.44,228.14,272.33,316.53,299.62,372.52,445.41,326.96,402.74,478.52
2,96,114.02,22.44,233.93,278.17,322.40,307.13,381.26,455.39,338.88,413.12,487.35
2,120,114.02,22.44,240.43,284.71,329.00,316.48,395.38,474.27,342.47,416.80,491.13
2,144,114.02,22.44,246.34,292.25,338.16,323.72,406.16,488.61,350.23,426.76,503.29
2,168,114.02,22.44,251.22,298.06,344.89,328.67,412.81,496.95,358.07,437.63,517.19
5,1,114.02,22.44,117.77,134.51,151.26,158.69,186.04,213.38,154.42,183.41,212.39
5,2,114.02,22.44,174.19,204.12,234.05,243.73,292.28,340.83,238.66,283.22,327.79
5,3,114.02,22.44,205.77,243.78,281.79,294.34,357.66,420.97,290.40,347.29,404.18
5,4,114.02,22.44,227.16,271.88,316.61,330.07,402.38,474.70,324.28,393.44,462.59
5,5,114.02,22.44,243.49,296.14,348.79,353.65,434.56,515.48,359.97,436.74,513.51
5,6,114.02,22.44,253.52,312.74,371.96,370.85,458.95,547.05,384.31,466.29,548.26
5,9,114.02,22.44,283.82,354.27,424.73,405.36,510.65,615.94,437.41,529.82,622.23
5,12,114.02,22.44,301.60,375.24,448.87,425.12,538.20,651.28,471.91,570.84,669.77
5,18,114.02,22.44,316.73,394.67,472.60,461.42,595.78,730.14,511.03,620.93,730.83
5,24,114.02,22.44,328.34,407.04,485.73,481.66,618.91,756.16,526.69,647.09,767.48
5,48,114.02,22.44,349.66,435.52,521.39,511.76,666.72,821.68,552.43,693.69,834.95
5,72,114.02,22.44,359.49,442.27,525.05,518.19,670.50,822.81,558.05,700.46,842.87
5,96,114.02,22.44,365.61,449.32,533.02,527.84,680.36,832.88,565.83,708.03,850.24
5,120,114.02,22.44,373.08,458.72,544.37,547.70,709.63,871.56,570.11,710.77,851.43
5,144,114.02,22.44,383.70,472.74,561.79,561.91,730.90,899.90,584.89,727.53,870.18
5,168,114.02,22.44,391.59,481.73,571.88,571.94,751.32,930.71,602.12,755.73,909.34
10,1,114.02,22.44,138.09,160.61,183.13,190.25,229.67,269.09,185.69,231.25,276.82
10,2,114.02,22.44,208.36,253.10,297.84,296.66,371.01,445.37,288.98,356.41,423.84
10,3,114.02,22.44,247.51,306.58,365.65,361.89,461.82,561.75,353.27,441.34,529.41
10,4,114.02,22.44,275.18,346.69,418.21,406.28,520.90,635.53,397.36,508.76,620.15
10,5,114.02,22.44,296.86,385.46,474.06,437.52,568.00,698.48,441.81,563.84,685.86
10,6,114.02,22.44,310.29,415.23,520.16,460.75,604.30,747.84,472.10,601.21,730.32
10,9,114.02,22.44,348.51,476.27,604.03,509.38,687.25,865.12,537.22,680.47,823.72
10,12,114.02,22.44,370.71,502.78,634.86,535.92,730.35,924.78,579.39,730.70,882.00
10,18,114.02,22.44,389.44,530.16,670.88,586.27,824.46,1062.66,631.75,800.17,968.58
10,24,114.02,22.44,403.79,542.80,681.80,611.74,852.35,1092.97,655.47,845.49,1035.52
10,48,114.02,22.44,430.51,582.26,734.02,654.51,933.83,1213.16,699.30,935.20,1171.09
10,72,114.02,22.44,442.56,583.73,724.90,660.03,935.69,1211.35,707.57,946.14,1184.72
10,96,114.02,22.44,449.20,592.57,735.94,670.00,944.15,1218.30,714.05,953.50,1192.96
10,120,114.02,22.44,458.02,605.79,753.55,694.42,986.61,1278.80,718.92,953.69,1188.47
10,144,114.02,22.44,471.47,625.87,780.26,710.72,1017.49,1324.27,737.03,973.73,1210.43
10,168,114.02,22.44,481.31,636.55,791.80,725.54,1059.37,1393.20,762.84,1022.53,1282.23
25,1,114.02,22.44,158.20,192.80,227.41,220.66,286.78,352.89,216.73,299.80,382.86
25,2,114.02,22.44,243.32,320.20,397.09,346.33,479.61,612.89,340.97,458.35,575.73
25,3,114.02,22.44,289.88,395.75,501.63,425.43,610.00,794.58,416.50,574.47,732.44
25,4,114.02,22.44,324.21,456.20,588.20,475.85,689.40,902.95,468.47,677.48,886.50
25,5,114.02,22.44,348.14,522.19,696.24,514.07,761.12,1008.18,519.64,746.81,973.99
25,6,114.02,22.44,360.24,579.42,798.59,543.96,817.71,1091.45,555.44,793.64,1031.85
25,9,114.02,22.44,400.89,675.55,950.21,607.12,957.25,1307.38,630.58,891.03,1151.49
25,12,114.02,22.44,426.74,708.36,989.98,636.70,1028.58,1420.46,677.34,950.63,1223.93
25,18,114.02,22.44,448.73,750.27,1051.82,699.69,1192.27,1684.85,745.75,1048.98,1352.22
25,24,114.02,22.44,469.49,759.44,1049.39,731.88,1223.61,1715.34,777.29,1128.79,1480.28
25,48,114.02,22.44,502.00,817.65,1133.29,785.11,1372.16,1959.21,848.57,1305.43,1762.29
25,72,114.02,22.44,521.94,804.00,1086.07,796.08,1374.95,1953.81,863.05,1325.62,1788.18
25,96,114.02,22.44,529.56,816.75,1103.95,804.64,1377.47,1950.30,871.21,1335.67,1800.13
