return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.320,22.475,80.380,93.780,107.190,96.890,114.130,131.360,115.990,138.050,160.110
2,2,114.320,22.475,121.980,144.330,166.680,141.370,167.110,192.840,176.660,213.560,250.450
2,3,114.320,22.475,145.270,173.850,202.440,175.480,207.360,239.250,217.110,263.030,308.950
2,4,114.320,22.475,158.840,190.690,222.550,196.380,232.710,269.040,249.020,301.520,354.020
2,5,114.320,22.475,169.640,203.650,237.650,214.690,254.780,294.870,272.810,331.140,389.480
2,6,114.320,22.475,177.530,213.680,249.830,228.800,272.330,315.850,290.940,353.900,416.860
2,9,114.320,22.475,192.080,232.990,273.900,252.960,305.130,357.310,323.640,396.420,469.210
2,12,114.320,22.475,204.750,247.570,290.400,266.750,324.650,382.550,340.200,418.170,496.130
2,18,114.320,22.475,215.640,260.450,305.270,279.000,342.290,405.580,356.400,441.110,525.830
2,24,114.320,22.475,225.030,270.920,316.810,293.070,359.600,426.130,369.680,456.230,542.770
2,48,114.320,22.475,246.330,294.240,342.160,311.180,381.590,451.990,390.130,481.090,572.050
2,72,114.320,22.475,260.250,308.570,356.890,331.330,404.380,477.440,405.050,499.260,593.470
2,96,114.320,22.475,276.420,327.000,377.580,339.310,413.700,488.090,414.890,510.510,606.120
2,120,114.320,22.475,286.860,339.070,391.270,349.320,424.500,499.670,418.620,515.130,611.630
2,144,114.320,22.475,294.190,346.750,399.310,363.780,442.820,521.870,422.020,522.170,622.320
2,168,114.320,22.475,300.470,354.140,407.800,362.950,442.910,522.860,424.290,526.510,628.720
5,1,114.320,22.475,119.820,142.290,164.760,149.300,182.870,216.430,183.770,224.620,265.480
5,2,114.320,22.475,188.280,227.610,266.940,219.120,266.270,313.420,289.680,362.930,436.170
5,3,114.320,22.475,230.690,283.470,336.250,271.240,326.100,380.970,356.590,447.220,537.840
5,4,114.320,22.475,254.450,317.500,380.550,304.920,365.870,426.810,408.550,512.140,615.720
5,5,114.320,22.475,272.110,340.930,409.740,333.550,399.500,465.440,449.300,563.360,677.420
5,6,114.320,22.475,286.520,361.090,435.660,357.140,428.010,498.890,482.120,605.440,728.750
5,9,114.320,22.475,315.330,401.710,488.090,403.810,486.360,568.910,542.760,685.430,828.100
5,12,114.320,22.475,333.920,422.020,510.120,432.800,527.020,621.250,574.940,727.160,879.370
5,18,114.320,22.475,351.370,442.960,534.550,459.770,565.540,671.310,612.890,783.340,953.800
5,24,114.320,22.475,364.400,458.750,553.100,484.150,596.920,709.690,632.120,806.400,980.670
5,48,114.320,22.475,392.960,486.320,579.690,518.120,647.840,777.570,667.560,858.780,1050.000
5,72,114.320,22.475,408.460,499.480,590.510,544.890,675.900,806.910,690.600,883.640,1076.680
5,96,114.320,22.475,430.750,521.130,611.510,557.200,691.490,825.790,704.850,900.030,1095.220
5,120,114.320,22.475,445.150,536.690,628.230,570.290,704.480,838.680,711.240,907.340,1103.440
5,144,114.320,22.475,453.770,545.280,636.790,592.610,730.200,867.790,725.220,935.820,1146.420
5,168,114.320,22.475,463.690,558.230,652.780,598.190,747.690,897.190,738.560,965.310,1192.060
10,1,114.320,22.475,143.420,179.420,215.420,183.400,240.920,298.440,227.350,293.680,360.000
10,2,114.320,22.475,228.970,293.140,357.300,268.420,345.930,423.440,363.950,489.070,614.200
