return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.15,22.50,80.54,93.64,106.74,97.10,116.07,135.05,110.48,129.63,148.77
2,2,114.15,22.50,123.10,143.17,163.24,140.66,169.78,198.91,167.23,197.97,228.70
2,3,114.15,22.50,144.67,169.40,194.13,167.70,204.10,240.50,199.79,238.02,276.25
2,4,114.15,22.50,160.23,188.03,215.82,182.84,224.28,265.73,218.62,261.49,304.36
2,5,114.15,22.50,171.34,201.66,231.98,194.43,238.91,283.40,234.09,281.30,328.51
2,6,114.15,22.50,177.05,209.18,241.31,203.98,250.82,297.66,248.91,300.19,351.48
2,9,114.15,22.50,188.40,224.39,260.38,225.88,278.21,330.54,283.74,344.63,405.51
2,12,114.15,22.50,198.84,238.67,278.49,239.82,297.21,354.60,296.36,362.46,428.56
2,18,114.15,22.50,206.84,248.41,289.99,258.48,322.70,386.92,305.21,374.48,443.75
2,24,114.15,22.50,211.16,254.61,298.05,265.65,332.88,400.10,319.08,391.90,464.71
2,48,114.15,22.50,234.67,280.40,326.12,281.33,354.15,426.98,330.66,407.27,483.89
2,72,114.15,22.50,247.86,295.44,343.02,289.75,360.68,431.60,348.12,427.19,506.26
2,96,114.15,22.50,257.71,307.08,356.46,299.91,371.88,443.84,354.63,431.39,508.16
2,120,114.15,22.50,263.31,312.81,362.30,309.71,384.16,458.61,364.21,442.30,520.39
2,144,114.15,22.50,273.06,321.76,370.45,317.74,394.58,471.42,370.06,450.72,531.37
2,168,114.15,22.50,285.35,334.22,383.09,324.70,403.94,483.18,371.22,455.07,538.93
5,1,114.15,22.50,121.00,146.44,171.87,154.99,188.77,222.55,168.84,201.65,234.46
5,2,114.15,22.50,186.17,225.10,264.03,228.90,283.60,338.30,260.71,313.61,366.52
5,3,114.15,22.50,222.83,273.21,323.60,278.17,347.74,417.32,314.75,381.24,447.73
5,4,114.15,22.50,247.89,305.40,362.91,308.90,391.12,473.33,346.65,421.70,496.74
5,5,114.15,22.50,266.92,330.29,393.66,330.37,420.71,511.04,374.51,458.80,543.10
5,6,114.15,22.50,278.33,346.57,414.81,347.11,443.10,539.09,401.12,493.87,586.62
5,9,114.15,22.50,302.38,379.40,456.41,385.55,489.01,592.48,461.11,569.17,677.22
5,12,114.15,22.50,322.54,408.28,494.03,414.63,528.36,642.09,486.89,605.03,723.18
5,18,114.15,22.50,335.36,424.44,513.51,450.21,577.41,704.60,509.54,634.67,759.79
5,24,114.15,22.50,344.43,440.25,536.06,465.98,602.01,738.04,532.66,662.59,792.52
5,48,114.15,22.50,375.27,469.83,564.40,499.14,657.00,814.86,558.20,718.78,879.35
5,72,114.15,22.50,393.89,487.81,581.74,503.76,660.47,817.18,585.52,744.71,903.90
5,96,114.15,22.50,408.85,504.18,599.52,516.75,674.22,831.69,587.15,745.15,903.16
5,120,114.15,22.50,414.20,510.82,607.44,533.46,693.31,853.16,601.26,757.02,912.78
5,144,114.15,22.50,423.06,516.65,610.24,548.57,712.11,875.65,613.81,775.09,936.36
5,168,114.15,22.50,435.89,529.51,623.12,562.98,733.93,904.88,630.20,810.22,990.24
10,1,114.15,22.50,147.71,190.23,232.75,191.88,246.00,300.12,205.12,255.91,306.70
10,2,114.15,22.50,228.47,292.29,356.11,285.50,377.47,469.44,318.81,401.55,484.29
10,3,114.15,22.50,276.60,361.85,447.10,349.39,466.98,584.56,385.55,491.83,598.12
10,4,114.15,22.50,308.31,406.44,504.57,391.29,533.83,676.37,425.21,546.87,668.53
10,5,114.15,22.50,333.17,441.94,550.72,419.99,578.90,737.81,460.57,599.61,738.65
10,6,114.15,22.50,348.96,467.41,585.86,441.97,611.92,781.88,494.98,648.61,802.25
10,9,114.15,22.50,382.38,518.23,654.08,489.81,669.36,848.92,568.20,747.09,925.98
10,12,114.15,22.50,407.94,560.52,713.09,528.55,727.02,925.48,601.05,798.59,996.13
10,18,114.15,22.50,423.39,582.25,741.10,572.76,796.12,1019.48,633.27,845.68,1058.09
10,24,114.15,22.50,435.31,611.32,787.33,594.67,836.81,1078.95,661.59,879.60,1097.61
10,48,114.15,22.50,469.77,636.12,802.47,642.31,934.80,1227.29,705.59,998.05,1290.51
10,72,114.15,22.50,490.20,650.95,811.70,646.25,940.52,1234.80,738.93,1021.76,1304.59
10,96,114.15,22.50,507.57,668.74,829.91,660.70,952.21,1243.72,739.56,1022.73,1305.90
10,120,114.15,22.50,512.73,677.91,843.08,680.84,973.65,1266.45,755.83,1029.30,1302.76
10,144,114.15,22.50,520.86,678.83,836.80,699.55,1000.08,1300.61,771.91,1055.98,1340.05
10,168,114.15,22.50,534.74,690.51,846.27,719.67,1036.32,1352.97,803.97,1135.73,1467.48
25,1,114.15,22.50,177.31,258.19,339.08,230.87,330.65,430.43,243.42,332.99,422.57
25,2,114.15,22.50,278.17,395.49,512.81,343.09,522.39,701.70,379.31,527.55,675.79
25,3,114.15,22.50,340.86,503.13,665.40,422.79,652.13,881.47,455.97,652.53,849.08
25,4,114.15,22.50,380.42,568.73,757.05,476.19,761.71,1047.22,501.16,730.74,960.31
25,5,114.15,22.50,412.48,622.66,832.83,512.77,835.54,1158.31,542.02,809.33,1076.63
25,6,114.15,22.50,433.53,665.40,897.28,540.30,888.07,1235.84,584.61,880.63,1176.64
25,9,114.15,22.50,477.09,749.58,1022.08,596.99,957.38,1317.77,664.64,1011.83,1359.03
25,12,114.15,22.50,504.72,814.69,1124.65,644.08,1045.61,1447.14,700.41,1088.44,1476.47
25,18,114.15,22.50,521.12,845.45,1169.78,690.23,1146.60,1602.97,741.68,1166.44,1591.20
25,24,114.15,22.50,531.22,904.03,1276.84,717.18,1218.62,1720.06,775.32,1205.98,1636.65
25,48,114.15,22.50,571.82,908.07,1244.32,778.15,1408.12,2038.08,843.58,1463.85,2084.13
25,72,114.15,22.50,593.17,909.35,1225.54,782.49,1425.86,2069.23,887.06,1472.35,2057.64
25,96,114.15,22.50,612.24,925.67,1239.09,801.47,1426.88,2052.28,890.56,1479.99,2069.41
25,120,114.15,22.50,615.61,941.34,1267.06,824.52,1446.20,2067.88,911.07,1468.64,2026.22
25,144,114.15,22.50,624.59,931.28,1237.96,842.82,1485.57,2128.32,928.21,1509.61,2091.00
25,168,114.15,22.50,643.06,938.97,1234.88,868.42,1551.07,2233.73,979.30,1689.93,2400.56
50,1,114.15,22.50,193.75,319.66,445.57,251.44,403.78,556.12,264.40,397.04,529.68
50,2,114.15,22.50,309.43,487.89,666.36,369.26,652.81,936.37,411.29,633.11,854.93
50,3,114.15,22.50,381.39,634.21,887.03,456.95,819.69,1182.42,489.09,788.98,1088.87
50,4,114.15,22.50,425.47,720.41,1015.35,513.79,973.48,1433.17,533.81,888.50,1243.19
50,5,114.15,22.50,461.99,792.78,1123.58,553.15,1077.68,1602.21,574.05,991.68,1409.32
50,6,114.15,22.50,485.71,853.98,1222.26,582.56,1150.67,1718.79,620.30,1083.66,1547.01
50,9,114.15,22.50,533.14,973.49,1413.85,644.16,1225.07,1805.99,696.46,1241.82,1787.17
50,12,114.15,22.50,556.26,1061.13,1566.01,692.40,1342.91,1993.42,728.04,1341.78,1955.52
50,18,114.15,22.50,570.52,1100.41,1630.30,730.18,1473.42,2216.66,771.31,1450.84,2130.38
50,24,114.15,22.50,570.50,1194.53,1818.56,755.59,1579.67,2403.75,808.68,1492.44,2176.20
50,48,114.15,22.50,621.27,1166.63,1711.98,812.04,1875.96,2939.89,878.98,1915.07,2951.15
50,72,114.15,22.50,644.35,1147.67,1650.98,815.09,1913.38,3011.67,936.66,1898.50,2860.33
50,96,114.15,22.50,664.24,1159.38,1654.52,842.96,1897.04,2951.12,944.68,1917.75,2890.82
50,120,114.15,22.50,663.99,1183.21,1702.43,868.48,1908.57,2948.65,973.03,1881.05,2789.07
50,144,114.15,22.50,676.42,1160.25,1644.08,880.67,1960.66,3040.64,986.99,1935.76,2884.52
50,168,114.15,22.50,702.05,1162.48,1622.92,905.89,2059.44,3212.99,1040.57,2237.35,3434.13
100,1,114.15,22.50,202.78,391.91,581.04,262.21,486.41,710.60,277.35,467.05,656.75
100,2,114.15,22.50,332.70,595.58,858.45,374.64,805.45,1236.25,429.19,749.31,1069.43
100,3,114.15,22.50,410.50,791.68,1172.87,465.15,1016.72,1568.29,501.17,940.93,1380.70
100,4,114.15,22.50,456.85,903.76,1350.68,517.08,1228.26,1939.43,540.07,1065.76,1591.44
100,5,114.15,22.50,496.05,999.73,1503.41,553.76,1372.79,2191.81,573.70,1198.92,1824.14
100,6,114.15,22.50,520.01,1085.69,1651.36,581.20,1472.89,2364.58,620.31,1315.64,2010.98
100,9,114.15,22.50,565.08,1252.43,1939.77,647.68,1547.16,2446.64,683.62,1502.97,2322.32
100,12,114.15,22.50,575.52,1368.62,2161.73,690.21,1701.86,2713.51,703.50,1630.96,2558.41
100,18,114.15,22.50,584.02,1418.25,2252.48,707.72,1867.74,3027.76,741.76,1779.49,2817.22
100,24,114.15,22.50,559.88,1564.32,2568.76,722.81,2020.55,3318.29,783.75,1820.59,2857.42
100,48,114.15,22.50,632.40,1483.83,2335.25,747.07,2469.43,4191.80,819.61,2477.58,4135.54
100,72,114.15,22.50,661.24,1432.49,2203.74,743.15,2540.44,4337.72,904.13,2418.93,3933.72
100,96,114.15,22.50,682.56,1435.43,2188.30,789.97,2494.51,4199.04,917.14,2457.99,3998.83
100,120,114.15,22.50,675.28,1471.20,2267.12,820.75,2489.98,4159.21,962.51,2381.46,3800.41
100,144,114.15,22.50,695.45,1430.02,2164.60,819.36,2558.13,4296.90,968.27,2453.21,3938.16
100,168,114.15,22.50,732.97,1423.99,2115.00,835.85,2703.83,4571.80,997.95,2931.34,4864.74
