return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.13,22.27,70.65,83.52,96.38,91.10,110.49,129.88,113.23,135.10,156.97
2,2,114.13,22.27,105.09,123.54,141.99,134.46,165.49,196.53,170.55,203.39,236.23
2,3,114.13,22.27,124.71,147.76,170.82,157.38,197.39,237.40,195.95,236.16,276.37
2,4,114.13,22.27,137.98,164.22,190.47,177.25,224.23,271.21,218.10,264.95,311.80
2,5,114.13,22.27,149.00,178.62,208.24,187.19,238.38,289.56,233.05,285.12,337.18
2,6,114.13,22.27,157.91,190.30,222.69,196.54,251.05,305.56,249.19,305.15,361.11
2,9,114.13,22.27,171.45,207.63,243.80,215.10,277.74,340.38,272.62,337.86,403.11
2,12,114.13,22.27,179.58,217.50,255.43,226.40,293.04,359.68,285.37,355.06,424.75
2,18,114.13,22.27,189.28,229.66,270.04,242.23,313.20,384.17,308.02,386.36,464.70
2,24,114.13,22.27,193.61,236.32,279.04,248.45,322.34,396.22,322.07,405.81,489.55
2,48,114.13,22.27,205.35,252.44,299.54,280.99,358.46,435.94,337.58,425.63,513.67
2,72,114.13,22.27,211.01,260.51,310.00,287.65,364.71,441.77,352.83,439.10,525.36
2,96,114.13,22.27,211.86,261.28,310.69,292.13,369.47,446.80,363.40,449.66,535.91
2,120,114.13,22.27,214.87,264.31,313.76,301.37,382.31,463.25,376.36,465.25,554.13
2,144,114.13,22.27,217.37,267.42,317.48,308.71,394.11,479.51,383.98,473.47,562.96
2,168,114.13,22.27,227.75,280.04,332.33,307.93,394.17,480.42,384.89,475.29,565.70
5,1,114.13,22.27,110.71,135.56,160.40,149.01,178.61,208.20,175.63,202.15,228.67
5,2,114.13,22.27,162.66,197.69,232.71,225.18,272.99,320.80,265.93,309.80,353.68
5,3,114.13,22.27,195.97,240.07,284.18,272.57,338.51,404.44,314.75,376.27,437.79
5,4,114.13,22.27,219.14,270.27,321.41,312.19,391.74,471.29,357.06,432.47,507.87
5,5,114.13,22.27,240.11,300.02,359.94,335.64,428.77,521.89,387.24,473.70,560.16
5,6,114.13,22.27,256.84,323.27,389.70,355.15,458.56,561.97,415.04,509.87,604.69
5,9,114.13,22.27,282.17,361.51,440.85,397.76,523.55,649.34,465.26,584.07,702.88
5,12,114.13,22.27,294.23,380.02,465.80,422.47,558.58,694.68,492.44,619.53,746.62
5,18,114.13,22.27,311.34,403.20,495.07,450.68,595.63,740.58,536.00,676.93,817.85
5,24,114.13,22.27,322.78,421.98,521.18,465.96,620.73,775.50,566.20,719.68,873.16
5,48,114.13,22.27,346.67,455.90,565.14,514.50,671.63,828.77,601.20,774.16,947.11
5,72,114.13,22.27,354.62,471.14,587.65,522.28,677.23,832.17,615.18,783.73,952.29
5,96,114.13,22.27,356.55,472.60,588.65,526.59,682.86,839.14,626.16,793.06,959.96
5,120,114.13,22.27,361.59,476.73,591.86,544.65,707.54,870.42,647.31,815.25,983.19
5,144,114.13,22.27,365.38,481.55,597.71,562.81,736.43,910.06,657.67,823.24,988.81
5,168,114.13,22.27,377.07,499.69,622.32,566.04,747.00,927.97,662.15,833.04,1003.94
10,1,114.13,22.27,137.39,178.22,219.05,183.55,225.97,268.40,208.47,241.39,274.32
