return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.210,22.475,82.130,94.430,106.740,97.250,114.010,130.760,120.460,141.050,161.650
2,2,114.210,22.475,119.840,139.710,159.580,144.010,170.650,197.300,180.820,213.400,245.990
2,3,114.210,22.475,137.780,162.310,186.850,173.570,207.650,241.740,222.250,262.280,302.300
2,4,114.210,22.475,153.600,180.860,208.110,192.680,232.180,271.670,250.840,296.630,342.420
2,5,114.210,22.475,165.060,195.340,225.620,209.100,251.360,293.630,268.840,318.300,367.770
2,6,114.210,22.475,170.660,202.450,234.240,220.100,264.920,309.740,285.640,338.830,392.010
2,9,114.210,22.475,183.270,219.650,256.020,246.790,296.630,346.480,324.180,385.110,446.030
2,12,114.210,22.475,196.000,235.180,274.360,266.270,320.650,375.030,342.680,410.030,477.380
2,18,114.210,22.475,205.410,246.420,287.430,283.540,343.840,404.130,362.850,435.620,508.390
2,24,114.210,22.475,216.600,259.470,302.340,299.570,364.420,429.270,375.410,450.930,526.450
2,48,114.210,22.475,240.040,285.150,330.260,321.270,391.100,460.920,383.700,462.880,542.060
2,72,114.210,22.475,253.520,300.530,347.540,331.500,400.340,469.180,392.530,473.560,554.600
2,96,114.210,22.475,266.560,314.980,363.400,338.470,406.100,473.730,405.280,484.910,564.540
2,120,114.210,22.475,276.790,325.400,374.000,345.060,413.310,481.570,410.970,492.150,573.330
2,144,114.210,22.475,282.450,331.070,379.690,357.480,427.900,498.320,418.940,503.230,587.530
2,168,114.210,22.475,287.660,336.390,385.120,362.520,434.470,506.420,423.100,509.770,596.430
5,1,114.210,22.475,120.310,141.380,162.460,147.440,174.770,202.090,182.080,212.890,243.690
5,2,114.210,22.475,181.190,219.780,258.380,224.300,269.040,313.790,279.610,331.690,383.760
5,3,114.210,22.475,213.640,266.080,318.530,275.380,333.400,391.420,343.040,405.670,468.300
5,4,114.210,22.475,238.600,299.350,360.110,310.020,376.970,443.920,388.960,460.830,532.700
5,5,114.210,22.475,259.460,327.850,396.230,335.170,406.720,478.270,418.140,498.660,579.180
5,6,114.210,22.475,271.160,343.320,415.470,353.500,429.320,505.140,446.800,534.920,623.030
5,9,114.210,22.475,298.080,385.740,473.400,395.000,477.140,559.270,507.820,608.510,709.210
5,12,114.210,22.475,318.460,412.300,506.140,426.620,514.790,602.960,544.140,655.810,767.480
5,18,114.210,22.475,333.560,431.430,529.300,459.050,557.630,656.210,578.230,700.610,822.990
5,24,114.210,22.475,350.340,451.110,551.890,486.890,588.720,690.550,599.500,727.420,855.340
5,48,114.210,22.475,380.200,483.310,586.410,527.240,652.480,777.720,625.590,781.890,938.190
5,72,114.210,22.475,399.110,502.450,605.800,534.270,664.000,793.730,639.150,800.460,961.770
5,96,114.210,22.475,416.390,519.570,622.750,540.640,667.030,793.410,650.500,807.570,964.650
5,120,114.210,22.475,427.130,529.440,631.750,549.160,675.540,801.920,661.090,820.180,979.260
5,144,114.210,22.475,432.950,535.270,637.580,567.860,694.410,820.970,676.730,839.670,1002.610
5,168,114.210,22.475,438.700,541.060,643.420,578.830,714.060,849.290,690.510,871.600,1052.690
10,1,114.210,22.475,144.540,176.500,208.460,178.160,219.070,259.990,218.000,261.880,305.760
10,2,114.210,22.475,221.640,286.260,350.880,273.940,342.810,411.670,339.200,416.330,493.460
10,3,114.210,22.475,265.150,359.160,453.160,337.840,429.560,521.280,414.820,506.770,598.710
10,4,114.210,22.475,297.960,407.830,517.710,381.810,487.650,593.490,470.920,576.930,682.950
10,5,114.210,22.475,325.840,450.460,575.070,412.320,524.810,637.300,508.130,630.400,752.680
10,6,114.210,22.475,343.090,475.650,608.200,434.880,554.290,673.700,544.890,680.010,815.120
10,9,114.210,22.475,381.710,547.770,713.840,484.360,611.340,738.330,618.950,773.030,927.110
10,12,114.210,22.475,406.440,582.640,758.840,521.510,658.550,795.590,665.310,838.660,1012.020
10,18,114.210,22.475,425.840,609.590,793.350,561.310,718.110,874.900,707.300,900.210,1093.120
10,24,114.210,22.475,445.650,634.990,824.330,594.120,753.250,912.390,734.440,936.570,1138.700
10,48,114.210,22.475,478.830,668.880,858.930,654.350,860.320,1066.290,783.790,1052.150,1320.500
10,72,114.210,22.475,499.860,686.440,873.010,661.190,881.070,1100.960,800.390,1080.360,1360.330
10,96,114.210,22.475,518.710,701.180,883.650,668.050,879.800,1091.550,812.740,1080.720,1348.700
10,120,114.210,22.475,529.050,709.600,890.160,677.500,887.780,1098.050,824.720,1095.580,1366.440
10,144,114.210,22.475,535.050,715.520,896.000,698.970,906.450,1113.930,844.730,1121.160,1397.580
10,168,114.210,22.475,541.400,720.850,900.300,716.550,942.480,1168.400,871.380,1191.850,1512.310
25,1,114.210,22.475,171.740,226.060,280.370,209.860,280.180,350.500,253.400,325.470,397.530
25,2,114.210,22.475,266.340,389.520,512.710,325.060,447.140,569.220,400.640,531.080,661.520
25,3,114.210,22.475,321.170,514.460,707.740,399.180,568.050,736.920,487.220,641.980,796.750
