return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.25,22.47,71.99,85.27,98.55,98.37,113.85,129.32,125.29,146.93,168.58
2,2,114.25,22.47,106.84,128.71,150.58,145.09,170.23,195.37,191.28,225.96,260.64
2,3,114.25,22.47,125.89,153.05,180.21,175.73,207.15,238.56,231.23,274.43,317.63
2,4,114.25,22.47,143.32,173.65,203.97,193.62,229.58,265.53,259.71,309.04,358.36
2,5,114.25,22.47,153.33,185.92,218.50,208.87,248.24,287.62,280.03,334.80,389.58
2,6,114.25,22.47,161.60,196.50,231.39,219.78,261.88,303.98,294.46,353.21,411.96
2,9,114.25,22.47,177.69,216.31,254.94,239.73,288.16,336.59,329.64,396.86,464.09
2,12,114.25,22.47,187.75,228.49,269.22,257.08,310.48,363.87,347.65,422.42,497.19
2,18,114.25,22.47,195.46,238.74,282.02,276.34,335.31,394.28,368.47,451.09,533.71
2,24,114.25,22.47,208.99,254.20,299.41,293.72,356.53,419.33,383.03,469.96,556.90
2,48,114.25,22.47,228.82,276.08,323.34,305.76,373.60,441.43,395.92,485.01,574.10
2,72,114.25,22.47,239.96,287.93,335.90,320.47,385.67,450.88,406.84,498.16,589.48
2,96,114.25,22.47,255.35,304.71,354.08,328.39,393.21,458.03,416.96,509.54,602.12
2,120,114.25,22.47,265.04,314.24,363.45,337.70,404.18,470.66,423.12,516.93,610.75
2,144,114.25,22.47,272.97,322.02,371.08,349.45,419.67,489.90,423.45,519.56,615.68
2,168,114.25,22.47,277.65,327.33,377.00,352.42,423.90,495.38,429.74,530.14,630.54
5,1,114.25,22.47,111.50,135.39,159.28,144.71,168.64,192.56,189.37,220.71,252.05
5,2,114.25,22.47,170.98,215.70,260.41,220.72,260.71,300.69,295.84,352.19,408.54
5,3,114.25,22.47,206.51,266.66,326.81,270.13,320.07,370.00,361.17,432.20,503.23
5,4,114.25,22.47,234.18,303.81,373.44,301.49,359.37,417.24,409.26,492.25,575.24
5,5,114.25,22.47,251.51,329.76,408.01,326.59,389.16,451.74,446.10,539.65,633.20
5,6,114.25,22.47,266.89,352.51,438.12,345.14,411.78,478.42,472.75,573.73,674.70
5,9,114.25,22.47,296.03,394.25,492.47,383.29,460.67,538.04,531.88,646.61,761.35
5,12,114.25,22.47,312.43,415.30,518.17,414.54,499.78,585.01,569.62,699.41,829.21
5,18,114.25,22.47,326.55,438.95,551.35,448.29,541.26,634.24,610.09,756.41,902.74
5,24,114.25,22.47,344.34,460.15,575.96,475.66,572.34,669.02,635.81,788.61,941.42
5,48,114.25,22.47,369.45,487.25,605.04,505.19,628.62,752.06,663.60,840.77,1017.94
5,72,114.25,22.47,383.50,500.13,616.77,516.15,636.35,756.56,680.34,860.94,1041.55
5,96,114.25,22.47,405.05,514.56,624.06,524.06,644.24,764.42,694.60,875.84,1057.09
5,120,114.25,22.47,414.21,522.47,630.74,537.61,659.63,781.65,703.98,884.75,1065.52
5,144,114.25,22.47,422.54,528.36,634.17,557.87,683.49,809.12,712.12,900.41,1088.71
5,168,114.25,22.47,429.44,535.39,641.35,567.04,700.16,833.28,732.49,944.70,1156.92
10,1,114.25,22.47,135.99,175.31,214.64,172.48,207.12,241.76,225.67,270.04,314.40
10,2,114.25,22.47,210.91,293.81,376.72,266.70,325.41,384.13,358.59,443.81,529.03
10,3,114.25,22.47,258.09,374.25,490.42,327.19,400.97,474.76,439.33,548.31,657.29
10,4,114.25,22.47,294.83,428.23,561.64,366.73,453.57,540.41,501.48,629.60,757.72
10,5,114.25,22.47,318.28,470.57,622.87,397.23,490.36,583.50,548.46,694.79,841.12
10,6,114.25,22.47,339.95,507.75,675.55,420.02,519.50,618.97,582.91,741.97,901.02
10,9,114.25,22.47,380.88,574.84,768.80,468.64,586.04,703.43,655.73,836.27,1016.80
10,12,114.25,22.47,401.68,604.35,807.02,507.14,637.70,768.25,704.43,913.21,1121.99
10,18,114.25,22.47,419.17,647.93,876.69,547.89,691.44,835.00,756.39,995.91,1235.43
10,24,114.25,22.47,438.17,670.81,903.44,579.64,726.98,874.32,787.56,1037.46,1287.37
10,48,114.25,22.47,466.05,701.10,936.15,627.86,834.34,1040.81,836.56,1143.98,1451.40
10,72,114.25,22.47,481.22,709.30,937.38,639.26,839.09,1038.93,856.09,1169.76,1483.44
10,96,114.25,22.47,505.51,709.33,913.16,647.65,847.51,1047.38,872.94,1185.15,1497.35
