return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.34,22.44,79.82,92.02,104.22,103.39,120.05,136.72,119.14,141.47,163.80
2,2,114.34,22.44,116.47,134.28,152.09,148.22,174.57,200.93,179.16,213.67,248.17
2,3,114.34,22.44,136.73,159.30,181.87,176.09,209.15,242.21,223.52,264.91,306.29
2,4,114.34,22.44,151.26,176.84,202.42,200.07,238.83,277.58,258.01,306.44,354.86
2,5,114.34,22.44,163.16,191.23,219.29,220.33,262.90,305.47,281.60,336.76,391.92
2,6,114.34,22.44,170.72,200.36,230.01,231.20,277.23,323.26,301.85,364.04,426.22
2,9,114.34,22.44,187.44,222.55,257.67,260.91,317.57,374.24,342.00,413.40,484.81
2,12,114.34,22.44,196.67,233.70,270.72,281.29,345.94,410.58,361.62,438.57,515.51
2,18,114.34,22.44,209.11,248.87,288.62,302.69,373.84,444.98,377.25,462.57,547.90
2,24,114.34,22.44,217.82,259.81,301.80,303.80,373.98,444.16,391.19,480.19,569.20
2,48,114.34,22.44,237.56,282.99,328.41,329.34,405.66,481.97,399.66,492.51,585.36
2,72,114.34,22.44,251.24,297.31,343.38,348.69,425.66,502.63,416.54,510.56,604.59
2,96,114.34,22.44,265.59,314.03,362.47,356.52,436.18,515.83,431.36,524.46,617.55
2,120,114.34,22.44,271.85,321.40,370.95,365.09,444.32,523.56,433.78,528.17,622.55
2,144,114.34,22.44,277.10,327.14,377.17,376.03,458.70,541.37,439.12,537.19,635.27
2,168,114.34,22.44,282.76,332.77,382.77,376.18,460.31,544.45,438.80,539.11,639.43
5,1,114.34,22.44,116.87,138.73,160.59,154.30,184.18,214.05,188.33,231.02,273.71
5,2,114.34,22.44,171.41,203.64,235.87,226.50,275.81,325.13,285.35,352.03,418.71
5,3,114.34,22.44,206.86,250.09,293.32,273.54,332.03,390.52,350.87,427.61,504.35
5,4,114.34,22.44,231.55,282.95,334.35,313.64,379.84,446.05,406.91,496.45,585.99
5,5,114.34,22.44,251.17,307.58,363.99,344.83,416.31,487.79,450.17,551.97,653.77
5,6,114.34,22.44,264.26,323.42,382.57,365.09,440.59,516.09,489.06,604.14,719.21
5,9,114.34,22.44,296.86,368.54,440.22,421.50,508.68,595.85,557.62,689.17,820.71
5,12,114.34,22.44,311.99,386.47,460.95,460.88,557.28,653.68,592.96,732.57,872.17
5,18,114.34,22.44,332.63,412.68,492.73,496.81,608.38,719.96,633.36,792.79,952.21
5,24,114.34,22.44,347.51,431.67,515.83,504.11,617.75,731.40,656.44,824.95,993.46
5,48,114.34,22.44,377.00,465.49,553.98,549.84,681.17,812.49,681.94,873.56,1065.18
5,72,114.34,22.44,392.98,479.33,565.68,572.49,703.26,834.03,703.58,891.13,1078.68
5,96,114.34,22.44,413.05,501.08,589.11,587.33,724.24,861.15,717.93,899.57,1081.21
5,120,114.34,22.44,420.13,513.66,607.18,594.67,732.25,869.82,725.05,909.81,1094.57
5,144,114.34,22.44,426.92,521.28,615.64,612.34,752.73,893.13,739.72,935.33,1130.93
5,168,114.34,22.44,434.24,529.33,624.43,620.78,773.63,926.47,751.54,965.07,1178.60
10,1,114.34,22.44,140.38,175.52,210.65,186.85,234.54,282.23,233.81,304.51,375.20
10,2,114.34,22.44,206.74,257.89,309.05,275.46,360.18,444.90,354.80,465.93,577.06
10,3,114.34,22.44,253.33,324.07,394.81,333.51,430.82,528.13,432.96,557.53,682.10
10,4,114.34,22.44,286.13,372.17,458.21,382.06,490.11,598.16,502.67,647.77,792.86
10,5,114.34,22.44,310.88,405.40,499.92,418.64,533.85,649.07,557.69,723.81,889.93
10,6,114.34,22.44,327.90,426.91,525.91,443.96,564.76,685.55,606.96,796.61,986.26
10,9,114.34,22.44,370.91,493.18,615.45,511.77,649.17,786.57,693.43,909.55,1125.67
10,12,114.34,22.44,389.40,515.58,641.76,558.23,712.25,866.27,737.70,965.91,1194.11
10,18,114.34,22.44,415.70,551.59,687.47,603.70,784.00,964.29,794.81,1063.02,1331.23
10,24,114.34,22.44,433.84,577.17,720.51,618.25,805.18,992.10,822.84,1107.41,1391.98
10,48,114.34,22.44,468.36,617.63,766.90,679.93,899.08,1118.23,869.07,1205.87,1542.66
10,72,114.34,22.44,484.67,626.08,767.50,706.34,921.57,1136.81,891.89,1215.78,1539.67
10,96,114.34,22.44,506.55,649.25,791.95,724.34,951.76,1179.19,906.56,1213.76,1520.96
10,120,114.34,22.44,513.31,672.46,831.62,730.61,960.77,1190.92,916.22,1230.39,1544.56
10,144,114.34,22.44,521.21,680.90,840.59,751.98,984.33,1216.67,937.62,1274.53,1611.44
10,168,114.34,22.44,530.99,691.90,852.81,768.67,1031.28,1293.90,965.86,1346.46,1727.05
25,1,114.34,22.44,165.06,229.96,294.86,221.80,308.89,395.97,284.24,417.41,550.58
25,2,114.34,22.44,245.89,337.67,429.46,320.66,491.68,662.70,430.86,641.46,852.06
25,3,114.34,22.44,306.41,437.01,567.62,388.44,579.76,771.09,522.52,752.21,981.90
25,4,114.34,22.44,350.61,512.37,674.14,443.06,652.19,861.32,606.90,873.94,1140.98
25,5,114.34,22.44,381.18,559.10,737.01,483.41,703.44,923.47,671.64,981.31,1290.97
