return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.16,22.44,82.04,92.49,102.95,102.59,121.52,140.45,120.52,141.10,161.69
2,2,114.16,22.44,121.37,139.31,157.25,156.38,186.54,216.71,179.99,213.06,246.14
2,3,114.16,22.44,144.75,167.24,189.73,191.15,229.47,267.79,219.01,260.62,302.23
2,4,114.16,22.44,161.73,186.61,211.48,217.28,261.32,305.37,249.62,296.33,343.05
2,5,114.16,22.44,175.10,202.75,230.39,235.71,283.29,330.88,270.56,323.17,375.78
2,6,114.16,22.44,184.79,214.63,244.47,247.26,297.86,348.47,287.32,344.33,401.33
2,9,114.16,22.44,199.76,233.07,266.37,275.42,333.49,391.55,326.02,391.91,457.80
2,12,114.16,22.44,208.43,245.08,281.72,298.63,363.48,428.33,354.36,429.90,505.43
2,18,114.16,22.44,219.58,258.93,298.28,322.32,394.85,467.38,391.47,477.08,562.69
2,24,114.16,22.44,233.34,274.76,316.17,347.73,425.11,502.49,406.81,496.44,586.07
2,48,114.16,22.44,259.43,303.62,347.82,366.03,449.13,532.24,420.90,516.19,611.48
2,72,114.16,22.44,270.91,315.18,359.44,383.97,466.59,549.21,430.70,527.52,624.35
2,96,114.16,22.44,292.57,337.87,383.17,395.63,478.46,561.29,437.47,531.81,626.16
2,120,114.16,22.44,308.98,355.17,401.37,405.20,489.46,573.72,443.88,538.28,632.68
2,144,114.16,22.44,314.68,361.25,407.83,410.52,496.16,581.81,456.16,554.58,652.99
2,168,114.16,22.44,324.32,372.18,420.05,418.53,506.56,594.60,456.28,554.92,653.56
5,1,114.16,22.44,114.12,135.12,156.12,159.76,190.99,222.22,182.37,216.16,249.94
5,2,114.16,22.44,176.52,213.53,250.53,246.70,295.93,345.15,277.72,330.86,384.00
5,3,114.16,22.44,214.32,260.19,306.06,305.64,367.17,428.70,341.25,408.20,475.16
5,4,114.16,22.44,239.61,291.20,342.79,349.15,419.70,490.24,387.57,462.27,536.96
5,5,114.16,22.44,261.25,321.27,381.30,378.01,453.69,529.37,425.44,509.82,594.20
5,6,114.16,22.44,277.43,343.62,409.81,397.59,478.12,558.65,454.73,545.62,636.51
5,9,114.16,22.44,302.13,382.98,463.82,446.19,535.92,625.65,519.28,624.31,729.33
5,12,114.16,22.44,320.47,409.50,498.53,487.25,583.84,680.43,573.68,691.97,810.27
5,18,114.16,22.44,340.03,435.89,531.75,530.25,635.38,740.51,638.00,765.31,892.62
5,24,114.16,22.44,361.01,458.38,555.76,569.43,677.48,785.52,666.16,806.05,945.94
5,48,114.16,22.44,391.35,499.27,607.19,610.27,741.70,873.13,700.71,875.29,1049.88
5,72,114.16,22.44,405.54,508.25,610.97,627.81,758.97,890.13,714.16,895.16,1076.15
5,96,114.16,22.44,432.23,528.31,624.39,640.67,771.41,902.15,718.00,897.51,1077.01
5,120,114.16,22.44,452.16,547.12,642.07,653.48,784.52,915.56,725.23,903.41,1081.59
