return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.160,22.285,74.380,86.520,98.660,98.400,118.900,139.410,118.350,138.900,159.450
2,2,114.160,22.285,107.320,126.350,145.370,145.750,180.010,214.270,181.850,213.570,245.290
2,3,114.160,22.285,126.870,149.710,172.560,174.900,220.850,266.800,209.290,248.720,288.150
2,4,114.160,22.285,142.330,168.780,195.220,196.030,248.870,301.710,230.200,277.540,324.880
2,5,114.160,22.285,154.410,183.600,212.790,208.460,266.940,325.420,244.270,296.310,348.350
2,6,114.160,22.285,163.960,195.910,227.870,218.360,280.440,342.520,263.220,320.590,377.960
2,9,114.160,22.285,178.830,215.730,252.630,237.540,308.470,379.400,285.690,350.890,416.100
2,12,114.160,22.285,186.830,226.260,265.690,256.320,331.400,406.470,310.810,383.560,456.310
2,18,114.160,22.285,196.980,238.910,280.840,278.610,357.640,436.670,331.740,410.120,488.500
2,24,114.160,22.285,202.510,246.700,290.880,285.400,366.730,448.070,348.610,433.160,517.720
2,48,114.160,22.285,214.300,262.580,310.870,320.300,405.420,490.540,366.750,455.670,544.580
2,72,114.160,22.285,218.990,267.980,316.970,324.530,409.940,495.350,379.300,466.950,554.600
2,96,114.160,22.285,223.110,273.220,323.340,328.550,414.100,499.640,391.660,479.490,567.320
2,120,114.160,22.285,228.540,278.430,328.320,341.580,431.430,521.280,405.950,496.660,587.370
2,144,114.160,22.285,231.660,282.730,333.800,354.760,450.700,546.650,414.520,506.710,598.910
2,168,114.160,22.285,237.350,289.170,340.990,353.710,451.230,548.760,413.780,506.330,598.880
5,1,114.160,22.285,111.440,131.110,150.790,159.000,188.550,218.100,175.930,200.610,225.280
5,2,114.160,22.285,165.330,198.610,231.890,244.550,293.350,342.150,271.970,312.880,353.790
5,3,114.160,22.285,196.660,238.430,280.200,303.360,368.470,433.570,324.280,386.320,448.360
5,4,114.160,22.285,223.340,272.170,321.010,344.190,421.340,498.490,368.430,448.620,528.800
5,5,114.160,22.285,243.830,300.090,356.340,372.790,462.340,551.890,396.350,489.390,582.420
5,6,114.160,22.285,261.850,324.360,386.880,394.950,496.260,597.570,429.230,533.460,637.690
5,9,114.160,22.285,291.040,369.650,448.260,441.650,570.530,699.400,477.430,600.340,723.260
5,12,114.160,22.285,305.940,391.880,477.820,474.800,612.930,751.070,521.320,656.440,791.570
5,18,114.160,22.285,323.810,415.080,506.340,507.970,650.860,793.750,560.250,701.190,842.130
5,24,114.160,22.285,335.080,436.510,537.940,524.290,674.750,825.210,593.490,749.150,904.810
5,48,114.160,22.285,359.350,468.860,578.370,575.760,731.710,887.660,632.830,807.600,982.380
5,72,114.160,22.285,365.370,476.600,587.820,581.670,738.650,895.620,644.820,816.080,987.340
5,96,114.160,22.285,371.350,483.700,596.040,586.340,743.180,900.020,658.380,827.370,996.360
5,120,114.160,22.285,378.330,487.980,597.620,609.520,770.940,932.370,681.510,852.770,1024.020
5,144,114.160,22.285,384.320,496.400,608.490,637.310,807.360,977.410,695.200,865.900,1036.590
5,168,114.160,22.285,392.240,505.290,618.340,642.070,821.230,1000.400,697.330,870.980,1044.640
10,1,114.160,22.285,134.230,163.290,192.350,193.840,234.790,275.750,205.780,237.120,268.470
