return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.36,22.38,82.35,96.32,110.29,96.61,111.70,126.79,101.07,121.97,142.88
2,2,114.36,22.38,121.42,142.14,162.86,145.63,171.22,196.81,148.18,179.97,211.77
2,3,114.36,22.38,139.41,166.03,192.65,172.39,205.17,237.95,184.95,225.90,266.85
2,4,114.36,22.38,152.28,181.89,211.50,195.41,234.18,272.95,212.60,258.57,304.54
2,5,114.36,22.38,162.96,195.12,227.28,212.72,255.75,298.77,231.75,282.02,332.29
2,6,114.36,22.38,172.38,207.14,241.90,224.43,271.29,318.15,245.13,298.65,352.17
2,9,114.36,22.38,193.93,235.06,276.20,255.19,309.57,363.94,280.60,344.00,407.41
2,12,114.36,22.38,202.74,246.29,289.84,271.78,330.81,389.84,299.45,368.71,437.97
2,18,114.36,22.38,213.86,260.27,306.67,285.77,349.86,413.95,320.45,399.30,478.15
2,24,114.36,22.38,223.61,272.93,322.26,298.56,365.50,432.44,333.31,418.61,503.90
2,48,114.36,22.38,244.21,296.75,349.28,319.34,390.77,462.20,345.23,436.24,527.25
2,72,114.36,22.38,256.28,308.15,360.02,329.18,400.91,472.65,359.14,451.25,543.36
2,96,114.36,22.38,268.02,320.11,372.19,340.48,410.85,481.21,366.69,459.63,552.57
2,120,114.36,22.38,271.60,324.33,377.07,347.46,419.09,490.71,382.24,482.56,582.87
2,144,114.36,22.38,273.75,326.65,379.54,355.28,431.67,508.07,378.74,477.72,576.70
2,168,114.36,22.38,275.95,330.45,384.94,356.05,433.93,511.81,379.37,478.34,577.32
5,1,114.36,22.38,123.79,146.58,169.37,143.09,169.66,196.23,163.83,209.24,254.66
5,2,114.36,22.38,184.18,218.93,253.67,222.52,267.63,312.75,243.22,320.33,397.44
5,3,114.36,22.38,219.51,267.12,314.73,270.92,331.13,391.34,307.11,402.59,498.07
5,4,114.36,22.38,242.40,296.46,350.52,311.46,381.82,452.18,350.46,457.46,564.45
5,5,114.36,22.38,260.72,318.10,375.49,341.37,419.85,498.33,382.50,499.43,616.35
5,6,114.36,22.38,277.40,337.97,398.54,363.37,449.84,536.30,406.63,530.87,655.11
5,9,114.36,22.38,317.69,389.46,461.22,415.40,511.60,607.80,471.36,615.83,760.30
5,12,114.36,22.38,333.49,409.99,486.49,446.07,548.39,650.71,506.45,660.53,814.61
5,18,114.36,22.38,354.15,437.38,520.61,473.86,584.77,695.68,554.62,729.57,904.52
5,24,114.36,22.38,371.74,461.06,550.38,496.11,613.91,731.71,584.91,777.41,969.90
5,48,114.36,22.38,402.64,497.21,591.79,530.45,662.84,795.23,616.89,830.02,1043.16
5,72,114.36,22.38,414.00,506.04,598.08,542.68,677.47,812.25,634.57,844.16,1053.76
5,96,114.36,22.38,427.08,516.67,606.27,552.16,684.63,817.11,645.17,854.37,1063.57
5,120,114.36,22.38,431.63,525.00,618.38,562.86,696.10,829.34,670.03,892.24,1114.46
5,144,114.36,22.38,434.36,528.17,621.97,582.62,727.96,873.30,670.70,891.45,1112.21
5,168,114.36,22.38,442.47,543.88,645.28,590.00,744.22,898.45,676.25,906.52,1136.80
10,1,114.36,22.38,148.46,183.53,218.61,172.74,214.10,255.46,205.51,288.47,371.44
10,2,114.36,22.38,222.78,276.51,330.24,270.21,342.94,415.67,306.90,461.10,615.29
10,3,114.36,22.38,269.53,346.92,424.30,332.71,432.73,532.75,387.54,575.32,763.10
10,4,114.36,22.38,299.70,387.89,476.08,383.70,500.42,617.15,442.22,650.07,857.92
10,5,114.36,22.38,322.22,414.63,507.04,421.36,551.83,682.31,483.29,708.97,934.65
10,6,114.36,22.38,342.75,439.20,535.66,449.80,594.69,739.59,515.57,754.48,993.38
10,9,114.36,22.38,394.14,509.06,623.97,513.37,670.78,828.18,599.06,872.93,1146.80
10,12,114.36,22.38,414.34,537.56,660.79,551.91,718.28,884.65,643.24,933.37,1223.49
10,18,114.36,22.38,442.05,577.62,713.20,587.38,768.89,950.41,705.13,1040.04,1374.95
10,24,114.36,22.38,464.27,611.03,757.79,616.60,810.64,1004.68,744.45,1117.65,1490.85
10,48,114.36,22.38,501.68,655.91,810.15,661.25,887.36,1113.46,795.24,1217.90,1640.55
10,72,114.36,22.38,512.71,659.60,806.50,676.08,906.04,1135.99,815.04,1222.29,1629.53
10,96,114.36,22.38,526.12,665.63,805.15,685.76,908.95,1132.14,827.57,1230.33,1633.08
10,120,114.36,22.38,531.66,681.28,830.91,698.24,921.11,1143.98,854.37,1276.15,1697.93
10,144,114.36,22.38,534.81,685.30,835.78,725.72,973.48,1221.24,858.69,1283.77,1708.85
10,168,114.36,22.38,549.19,715.96,882.73,740.62,1009.14,1277.66,874.34,1325.38,1776.42
25,1,114.36,22.38,172.04,234.87,297.69,205.50,278.26,351.02,247.31,422.18,597.06
25,2,114.36,22.38,262.24,357.98,453.71,317.80,453.53,589.25,361.00,721.86,1082.72
25,3,114.36,22.38,319.73,465.24,610.76,393.94,586.40,778.85,455.18,887.70,1320.23
25,4,114.36,22.38,359.53,524.81,690.09,453.84,679.13,904.42,524.64,995.34,1466.05
25,5,114.36,22.38,385.84,557.02,728.21,498.80,750.90,1003.00,576.29,1082.92,1589.56
25,6,114.36,22.38,409.14,586.57,764.00,532.54,814.96,1097.38,619.21,1153.16,1687.10
25,9,114.36,22.38,470.34,683.36,896.37,605.76,906.38,1207.00,721.68,1323.71,1925.75
25,12,114.36,22.38,494.50,724.51,954.52,650.34,967.68,1285.02,771.00,1406.59,2042.18
25,18,114.36,22.38,530.78,786.18,1041.59,689.88,1040.13,1390.38,830.99,1581.29,2331.60
25,24,114.36,22.38,556.14,835.41,1114.69,727.73,1103.20,1478.67,869.34,1715.66,2561.97
25,48,114.36,22.38,601.29,891.85,1182.41,780.91,1234.13,1687.34,940.40,1924.32,2908.24
25,72,114.36,22.38,615.27,883.75,1152.22,802.01,1259.59,1717.17,968.90,1896.10,2823.30
25,96,114.36,22.38,630.39,878.39,1126.39,818.17,1253.13,1688.10,986.42,1893.77,2801.13
25,120,114.36,22.38,634.53,910.16,1185.79,832.24,1263.63,1695.03,1007.06,1943.43,2879.80
25,144,114.36,22.38,638.13,915.66,1193.19,864.02,1354.15,1844.28,1013.31,1973.27,2933.23
25,168,114.36,22.38,662.16,976.13,1290.10,889.92,1431.39,1972.86,1048.30,2083.33,3118.37
50,1,114.36,22.38,182.74,276.61,370.49,224.76,332.40,440.05,261.83,553.15,844.48
50,2,114.36,22.38,282.58,425.40,568.21,340.00,548.39,756.78,355.28,1000.79,1646.31
50,3,114.36,22.38,343.14,567.69,792.24,420.71,722.00,1023.28,450.21,1214.38,1978.54
50,4,114.36,22.38,389.85,644.50,899.15,482.97,836.26,1189.54,530.61,1353.42,2176.22
50,5,114.36,22.38,417.96,679.69,941.42,530.61,926.11,1321.60,588.32,1469.10,2349.88
50,6,114.36,22.38,441.85,711.93,982.01,564.74,1010.33,1455.93,638.55,1564.52,2490.50
50,9,114.36,22.38,506.19,831.78,1157.38,642.04,1110.03,1578.02,749.58,1781.54,2813.49
50,12,114.36,22.38,531.42,884.55,1237.67,688.07,1181.56,1675.05,796.15,1882.31,2968.47
50,18,114.36,22.38,572.63,967.26,1361.88,725.10,1273.51,1821.91,829.62,2128.03,3426.44
50,24,114.36,22.38,597.25,1031.37,1465.50,767.96,1357.22,1946.49,849.24,2324.39,3799.53
50,48,114.36,22.38,647.83,1096.64,1545.45,818.60,1546.33,2274.06,917.68,2668.00,4418.31
50,72,114.36,22.38,668.22,1074.91,1481.60,846.73,1578.35,2309.96,966.61,2590.99,4215.37
50,96,114.36,22.38,686.92,1056.09,1425.26,874.50,1561.06,2247.61,993.52,2571.71,4149.90
50,120,114.36,22.38,686.25,1105.98,1525.71,889.89,1567.75,2245.62,1003.08,2615.57,4228.07
50,144,114.36,22.38,690.06,1112.96,1535.85,917.09,1698.13,2479.17,1004.28,2675.11,4345.94
50,168,114.36,22.38,720.56,1205.62,1690.68,948.42,1823.14,2697.85,1050.53,2876.40,4702.28
100,1,114.36,22.38,186.67,321.42,456.16,238.23,392.38,546.53,251.85,718.00,1184.15
100,2,114.36,22.38,293.53,498.84,704.16,347.45,654.95,962.44,273.72,1379.57,2485.41
100,3,114.36,22.38,350.66,683.69,1016.72,425.23,878.04,1330.86,357.80,1649.39,2940.98
100,4,114.36,22.38,403.34,781.13,1158.91,485.20,1016.52,1547.84,448.94,1826.82,3204.70
100,5,114.36,22.38,432.70,817.99,1203.28,532.23,1127.29,1722.34,509.85,1977.81,3445.77
100,6,114.36,22.38,456.15,851.75,1247.34,562.12,1236.16,1910.19,565.66,2106.01,3646.36
100,9,114.36,22.38,519.13,997.48,1475.83,642.05,1340.28,2038.51,678.93,2376.01,4073.09
100,12,114.36,22.38,543.13,1064.01,1584.89,686.95,1421.75,2156.54,715.61,2494.59,4273.58
100,18,114.36,22.38,586.69,1172.77,1758.84,715.40,1536.34,2357.27,687.16,2834.65,4982.14
100,24,114.36,22.38,606.78,1254.89,1903.01,760.60,1645.54,2530.48,660.67,3116.37,5572.08
100,48,114.36,22.38,662.69,1329.01,1995.34,794.34,1911.84,3029.35,687.14,3664.01,6640.87
100,72,114.36,22.38,694.96,1288.58,1882.20,831.66,1951.98,3072.30,783.73,3505.29,6226.85
100,96,114.36,22.38,720.77,1251.21,1781.65,879.35,1919.62,2959.88,830.80,3456.65,6082.50
100,120,114.36,22.38,710.10,1325.46,1940.81,897.09,1919.59,2942.09,825.55,3482.17,6138.79
100,144,114.36,22.38,713.91,1334.28,1954.66,908.57,2102.12,3295.68,809.05,3588.19,6367.34
100,168,114.36,22.38,747.74,1469.64,2191.55,937.70,2293.73,3649.77,849.56,3933.01,7016.45
