return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.12,22.36,75.45,90.40,105.35,95.60,114.50,133.39,106.08,126.87,147.66
2,2,114.12,22.36,110.84,132.34,153.85,147.29,178.50,209.71,163.32,196.88,230.44
2,3,114.12,22.36,136.99,163.47,189.96,176.89,217.87,258.85,196.07,237.80,279.54
2,4,114.12,22.36,150.82,180.60,210.38,196.75,244.29,291.83,218.52,266.03,313.53
2,5,114.12,22.36,160.91,193.74,226.57,209.95,261.54,313.12,234.06,287.13,340.19
2,6,114.12,22.36,171.05,206.09,241.14,218.07,272.89,327.71,246.91,303.88,360.84
2,9,114.12,22.36,187.25,228.13,269.01,245.37,312.28,379.20,270.21,336.34,402.47
2,12,114.12,22.36,198.92,242.38,285.84,253.75,323.92,394.08,278.86,349.94,421.01
2,18,114.12,22.36,208.22,254.71,301.19,272.16,347.40,422.64,301.53,383.37,465.22
2,24,114.12,22.36,223.14,273.70,324.25,291.71,372.02,452.32,316.71,405.37,494.04
2,48,114.12,22.36,240.33,295.51,350.69,321.68,408.56,495.44,332.21,425.23,518.26
2,72,114.12,22.36,252.26,307.64,363.03,329.88,415.84,501.80,344.04,435.30,526.57
2,96,114.12,22.36,259.86,316.00,372.13,335.90,422.98,510.06,352.54,442.83,533.13
2,120,114.12,22.36,265.69,322.66,379.63,343.41,431.96,520.50,354.92,446.81,538.70
2,144,114.12,22.36,269.90,327.37,384.84,353.37,448.03,542.70,363.08,457.38,551.69
2,168,114.12,22.36,273.78,332.70,391.63,351.37,446.15,540.94,364.81,460.57,556.32
5,1,114.12,22.36,120.67,150.09,179.50,150.80,179.23,207.66,166.23,196.14,226.04
5,2,114.12,22.36,175.46,216.07,256.67,238.86,286.57,334.28,259.09,305.41,351.72
5,3,114.12,22.36,217.31,265.59,313.88,296.88,364.01,431.15,317.83,381.86,445.88
5,4,114.12,22.36,241.47,295.87,350.26,335.58,414.09,492.59,359.03,438.52,518.01
5,5,114.12,22.36,260.49,321.38,382.27,360.87,448.15,535.44,391.00,482.75,574.50
5,6,114.12,22.36,277.75,343.49,409.24,378.63,474.42,570.21,414.50,514.82,615.14
5,9,114.12,22.36,310.49,391.12,471.74,435.81,558.31,680.82,464.29,584.47,704.64
5,12,114.12,22.36,328.56,413.08,497.60,459.03,592.42,725.82,487.92,624.71,761.51
5,18,114.12,22.36,346.43,437.75,529.07,493.99,638.29,782.59,536.85,694.32,851.78
5,24,114.12,22.36,371.10,466.63,562.16,528.28,677.68,827.08,568.08,742.79,917.51
5,48,114.12,22.36,403.48,506.80,610.11,578.71,745.30,911.90,602.40,803.91,1005.43
5,72,114.12,22.36,416.72,518.30,619.88,587.41,751.87,916.32,613.85,813.34,1012.84
5,96,114.12,22.36,426.71,527.77,628.83,596.65,760.71,924.76,619.36,815.29,1011.23
5,120,114.12,22.36,434.44,538.59,642.74,607.58,773.84,940.10,625.87,828.96,1032.06
5,144,114.12,22.36,440.29,544.60,648.91,631.88,812.34,992.80,640.65,841.75,1042.84
5,168,114.12,22.36,448.18,555.58,662.98,634.34,823.94,1013.55,647.13,857.83,1068.53
10,1,114.12,22.36,149.84,200.91,251.98,182.80,224.11,265.42,200.17,242.75,285.34
10,2,114.12,22.36,216.30,285.22,354.14,291.73,362.96,434.18,311.46,376.93,442.41
10,3,114.12,22.36,268.21,347.14,426.08,367.35,473.78,580.22,387.77,484.55,581.32
10,4,114.12,22.36,299.08,387.96,476.84,416.75,542.68,668.61,443.28,569.20,695.13
10,5,114.12,22.36,323.87,424.66,525.45,450.58,592.37,734.16,485.88,635.10,784.33
10,6,114.12,22.36,346.32,455.89,565.46,474.61,634.16,793.71,516.24,681.12,846.01
10,9,114.12,22.36,390.25,530.66,671.08,549.38,759.64,969.89,581.93,786.45,990.98
10,12,114.12,22.36,411.32,558.81,706.30,584.28,820.51,1056.74,616.29,861.34,1106.38
10,18,114.12,22.36,433.81,595.35,756.89,631.05,887.20,1143.34,675.95,965.80,1255.64
10,24,114.12,22.36,463.47,627.75,792.04,673.31,932.88,1192.45,715.45,1041.96,1368.46
10,48,114.12,22.36,504.41,682.85,861.29,739.92,1027.48,1315.04,768.92,1161.35,1553.79
10,72,114.12,22.36,518.89,690.12,861.34,750.71,1032.40,1314.09,784.05,1168.98,1553.92
10,96,114.12,22.36,530.18,697.18,864.17,761.22,1039.51,1317.80,791.05,1166.10,1541.14
10,120,114.12,22.36,540.03,713.47,886.92,773.61,1055.19,1336.77,795.81,1191.91,1588.02
10,144,114.12,22.36,546.75,719.62,892.48,805.42,1116.04,1426.67,815.46,1200.67,1585.87
10,168,114.12,22.36,557.07,735.70,914.34,815.52,1150.14,1484.76,824.16,1233.95,1643.74
25,1,114.12,22.36,179.03,281.74,384.44,212.78,283.24,353.71,230.49,302.53,374.58
25,2,114.12,22.36,256.32,392.13,527.95,339.74,465.37,591.00,354.84,466.95,579.06
25,3,114.12,22.36,320.77,469.35,617.92,429.60,629.29,828.99,449.60,623.28,796.95
25,4,114.12,22.36,359.13,526.04,692.94,486.53,726.25,965.97,522.14,755.82,989.50
25,5,114.12,22.36,389.15,581.32,773.50,529.41,802.08,1074.74,573.61,858.23,1142.84
25,6,114.12,22.36,417.72,628.12,838.52,557.47,871.90,1186.32,610.08,927.43,1244.77
25,9,114.12,22.36,469.68,753.66,1037.65,642.23,1068.19,1494.14,684.75,1094.56,1504.36
25,12,114.12,22.36,490.26,791.08,1091.90,687.90,1182.34,1676.79,722.36,1241.52,1760.68
25,18,114.12,22.36,513.88,848.52,1183.16,747.91,1284.73,1821.56,771.07,1407.59,2044.11
25,24,114.12,22.36,548.23,879.38,1210.53,798.74,1331.31,1863.88,809.01,1535.79,2262.58
25,48,114.12,22.36,594.77,957.23,1319.68,891.20,1469.54,2047.89,882.55,1786.88,2691.20
25,72,114.12,22.36,614.65,952.67,1290.69,910.05,1470.38,2030.71,914.98,1789.41,2663.84
25,96,114.12,22.36,629.37,951.45,1273.54,921.84,1470.30,2018.76,931.95,1778.74,2625.54
25,120,114.12,22.36,642.01,978.97,1315.92,934.41,1488.65,2042.89,920.49,1830.74,2741.00
25,144,114.12,22.36,649.79,984.05,1318.30,966.29,1589.57,2212.84,949.67,1822.48,2695.29
25,168,114.12,22.36,661.88,1008.63,1355.38,989.20,1675.51,2361.81,954.94,1894.03,2833.12
50,1,114.12,22.36,190.93,356.56,522.18,226.51,328.92,431.33,243.39,347.52,451.66
50,2,114.12,22.36,272.52,488.47,704.43,359.86,545.84,731.81,370.55,533.46,696.37
50,3,114.12,22.36,346.71,576.23,805.75,451.44,758.17,1064.91,473.51,733.09,992.67
50,4,114.12,22.36,389.41,646.86,904.31,508.26,879.49,1250.72,554.68,911.67,1268.65
50,5,114.12,22.36,420.63,719.95,1019.27,554.78,980.28,1405.77,606.82,1049.12,1491.43
50,6,114.12,22.36,452.59,782.00,1111.42,580.34,1078.47,1576.61,644.35,1140.44,1636.53
50,9,114.12,22.36,501.13,961.07,1421.00,657.14,1343.93,2030.71,712.09,1368.65,2025.21
50,12,114.12,22.36,517.03,1006.56,1496.10,701.78,1516.54,2331.30,734.49,1596.92,2459.35
50,18,114.12,22.36,535.70,1085.16,1634.61,768.04,1654.27,2540.50,747.30,1825.64,2903.98
50,24,114.12,22.36,574.12,1108.32,1642.52,826.82,1693.73,2560.64,767.34,2009.48,3251.61
50,48,114.12,22.36,619.59,1206.37,1793.15,941.72,1872.97,2804.22,831.95,2421.02,4010.09
50,72,114.12,22.36,648.87,1186.65,1724.42,972.28,1868.77,2765.26,892.00,2416.52,3941.05
50,96,114.12,22.36,669.17,1174.20,1679.24,986.13,1858.29,2730.44,925.44,2398.64,3871.84
50,120,114.12,22.36,682.93,1214.09,1745.24,997.54,1877.96,2758.38,883.33,2481.92,4080.51
50,144,114.12,22.36,691.83,1217.15,1742.48,1018.02,2019.74,3021.46,928.11,2446.89,3965.67
50,168,114.12,22.36,703.66,1249.89,1796.12,1047.28,2167.78,3288.29,918.94,2565.00,4211.06
100,1,114.12,22.36,189.92,446.26,702.61,232.67,375.86,519.04,248.24,392.73,537.22
100,2,114.12,22.36,272.00,601.35,930.70,365.79,629.71,893.62,373.14,599.26,825.38
100,3,114.12,22.36,357.12,698.31,1039.50,448.59,898.74,1348.89,477.14,848.27,1219.40
100,4,114.12,22.36,402.61,784.91,1167.22,499.16,1047.67,1596.18,560.14,1082.76,1605.38
100,5,114.12,22.36,431.46,879.87,1328.27,544.81,1178.84,1812.87,605.17,1263.09,1921.00
100,6,114.12,22.36,464.81,960.98,1457.15,560.17,1313.09,2066.01,639.07,1381.39,2123.71
100,9,114.12,22.36,496.00,1210.75,1925.49,608.78,1664.71,2720.64,682.02,1686.28,2690.54
100,12,114.12,22.36,502.34,1265.42,2028.50,636.79,1916.46,3196.13,661.38,2026.65,3391.93
100,18,114.12,22.36,508.31,1371.25,2234.19,703.38,2098.93,3494.48,602.66,2336.43,4070.20
100,24,114.12,22.36,554.14,1378.79,2203.45,775.46,2121.80,3468.15,580.44,2595.04,4609.63
100,48,114.12,22.36,592.57,1500.22,2407.87,914.64,2350.79,3786.95,585.14,3243.17,5901.21
100,72,114.12,22.36,639.10,1458.19,2277.27,963.79,2339.31,3714.83,692.60,3227.48,5762.37
100,96,114.12,22.36,669.76,1428.95,2188.13,982.53,2312.67,3642.81,754.01,3200.98,5647.95
100,120,114.12,22.36,682.51,1485.49,2288.48,991.73,2332.81,3673.89,654.07,3330.13,6006.19
100,144,114.12,22.36,693.29,1485.19,2277.09,985.79,2527.27,4068.75,731.02,3249.80,5768.57
100,168,114.12,22.36,702.83,1527.94,2353.06,1010.86,2764.21,4517.56,686.66,3436.91,6187.16
