return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.04,22.50,81.82,96.99,112.15,105.06,120.69,136.31,103.96,121.59,139.22
2,2,114.04,22.50,123.89,146.87,169.85,156.64,181.80,206.97,162.90,191.89,220.89
2,3,114.04,22.50,144.65,170.89,197.13,187.48,219.25,251.02,197.94,235.25,272.56
2,4,114.04,22.50,157.59,187.02,216.45,206.81,243.45,280.09,223.07,266.78,310.49
2,5,114.04,22.50,167.32,198.96,230.60,218.00,258.02,298.04,237.20,285.64,334.08
2,6,114.04,22.50,175.72,209.28,242.84,226.02,268.95,311.89,248.87,301.50,354.13
2,9,114.04,22.50,187.29,224.34,261.38,244.49,293.14,341.79,277.66,338.75,399.83
2,12,114.04,22.50,196.45,236.24,276.02,258.25,311.61,364.96,293.22,359.34,425.45
2,18,114.04,22.50,205.31,246.45,287.59,272.70,331.69,390.68,309.41,382.18,454.95
2,24,114.04,22.50,213.17,255.31,297.45,281.42,342.73,404.04,318.58,394.86,471.15
2,48,114.04,22.50,230.12,275.03,319.94,295.96,361.44,426.92,323.94,403.61,483.27
2,72,114.04,22.50,239.24,284.52,329.80,307.98,373.37,438.75,330.29,410.51,490.74
2,96,114.04,22.50,243.04,289.82,336.61,315.15,381.09,447.03,338.80,418.64,498.48
2,120,114.04,22.50,249.89,294.26,338.62,319.80,388.28,456.76,347.38,428.42,509.46
2,144,114.04,22.50,256.62,301.36,346.10,327.37,400.00,472.62,357.27,441.46,525.64
2,168,114.04,22.50,262.48,307.04,351.60,330.58,402.96,475.34,358.09,445.32,532.55
5,1,114.04,22.50,127.70,156.02,184.33,151.40,174.31,197.22,157.48,187.12,216.75
5,2,114.04,22.50,193.13,233.03,272.92,232.70,273.72,314.74,250.97,299.23,347.48
5,3,114.04,22.50,224.30,271.63,318.95,283.91,335.57,387.23,308.55,368.60,428.65
5,4,114.04,22.50,247.32,302.81,358.29,318.44,379.88,441.32,352.12,421.80,491.49
5,5,114.04,22.50,264.11,325.42,386.72,340.22,408.83,477.44,380.17,459.65,539.13
5,6,114.04,22.50,277.84,342.70,407.56,356.86,431.82,506.79,404.36,491.35,578.34
5,9,114.04,22.50,298.90,371.63,444.36,392.68,481.00,569.32,456.11,553.16,650.20
5,12,114.04,22.50,315.72,393.80,471.87,419.89,515.92,611.94,484.18,586.90,689.63
5,18,114.04,22.50,328.57,408.25,487.93,450.92,561.60,672.27,518.85,634.88,750.91
5,24,114.04,22.50,339.53,419.40,499.27,467.47,583.61,699.76,537.51,662.13,786.74
5,48,114.04,22.50,365.27,450.86,536.44,496.23,625.60,754.98,560.46,712.17,863.87
5,72,114.04,22.50,376.17,461.30,546.42,508.21,637.54,766.86,569.35,722.53,875.71
5,96,114.04,22.50,383.95,472.90,561.84,517.08,646.39,775.70,579.92,730.82,881.73
5,120,114.04,22.50,385.81,473.62,561.44,529.07,665.14,801.21,592.71,742.37,892.04
5,144,114.04,22.50,393.54,483.13,572.72,545.69,693.56,841.43,610.39,764.29,918.18
5,168,114.04,22.50,398.05,490.11,582.16,548.27,703.09,857.90,620.90,797.27,973.64
10,1,114.04,22.50,156.83,204.19,251.54,178.11,210.57,243.04,190.31,235.97,281.62
10,2,114.04,22.50,236.04,299.75,363.46,279.00,340.79,402.57,304.99,378.96,452.92
10,3,114.04,22.50,274.68,351.52,428.36,342.48,420.18,497.88,374.59,466.57,558.55
10,4,114.04,22.50,305.15,398.23,491.31,387.07,481.40,575.74,428.63,534.80,640.98
10,5,114.04,22.50,326.48,430.94,535.41,416.12,523.08,630.05,465.68,589.47,713.25
10,6,114.04,22.50,344.13,454.46,564.79,438.74,557.15,675.56,497.72,634.28,770.83
10,9,114.04,22.50,370.98,497.26,623.55,486.62,630.34,774.07,560.61,711.00,861.39
10,12,114.04,22.50,392.45,529.09,665.74,521.34,677.90,834.46,594.31,752.84,911.38
10,18,114.04,22.50,407.44,545.90,684.36,563.90,750.09,936.28,639.55,823.49,1007.43
10,24,114.04,22.50,419.90,556.51,693.12,586.30,782.52,978.74,665.65,865.76,1065.88
10,48,114.04,22.50,451.93,597.20,742.48,627.38,850.46,1073.54,709.21,971.24,1233.27
10,72,114.04,22.50,463.98,606.56,749.13,639.65,861.55,1083.45,720.93,984.81,1248.69
10,96,114.04,22.50,474.10,624.92,775.73,649.40,869.89,1090.38,734.02,990.27,1246.52
10,120,114.04,22.50,475.52,626.26,777.00,666.09,901.40,1136.71,748.95,998.44,1247.93
10,144,114.04,22.50,483.87,639.41,794.95,687.38,948.18,1208.99,770.28,1025.29,1280.30
10,168,114.04,22.50,487.88,651.63,815.39,690.81,977.43,1264.05,790.47,1106.11,1421.74
25,1,114.04,22.50,186.30,277.83,369.35,203.66,257.27,310.88,224.15,304.70,385.25
25,2,114.04,22.50,279.01,396.96,514.91,326.58,433.32,540.06,360.48,490.78,621.07
25,3,114.04,22.50,326.78,470.49,614.19,402.75,536.60,670.45,437.58,602.59,767.61
25,4,114.04,22.50,365.11,545.44,725.76,458.39,624.02,789.65,500.75,690.58,880.42
25,5,114.04,22.50,390.64,595.64,800.64,495.48,686.25,877.01,546.00,772.25,998.51
25,6,114.04,22.50,412.91,629.49,846.07,524.43,738.69,952.94,584.98,837.20,1089.41
25,9,114.04,22.50,442.62,697.32,952.02,584.50,853.23,1121.96,653.34,930.57,1207.80
25,12,114.04,22.50,466.78,745.91,1025.03,624.33,919.06,1213.78,688.06,981.67,1275.28
25,18,114.04,22.50,483.62,764.57,1045.53,677.05,1039.49,1401.93,739.05,1089.17,1439.29
25,24,114.04,22.50,498.12,770.75,1043.38,706.85,1089.94,1473.03,773.34,1158.07,1542.79
25,48,114.04,22.50,539.03,825.06,1111.09,764.61,1207.87,1651.14,848.25,1377.83,1907.41
25,72,114.04,22.50,553.83,830.05,1106.26,779.08,1216.37,1653.67,865.88,1396.90,1927.92
25,96,114.04,22.50,564.61,861.07,1157.53,790.13,1221.74,1653.35,887.56,1393.62,1899.68
25,120,114.04,22.50,571.16,868.82,1166.48,809.08,1277.81,1746.54,906.73,1389.72,1872.71
25,144,114.04,22.50,578.85,890.10,1201.35,828.77,1360.01,1891.24,929.70,1420.89,1912.08
25,168,114.04,22.50,580.18,917.07,1253.96,824.65,1443.34,2062.02,951.92,1611.03,2270.14
50,1,114.04,22.50,199.72,343.48,487.24,216.19,292.57,368.94,241.99,361.29,480.59
50,2,114.04,22.50,299.48,479.72,659.97,351.88,508.08,664.28,389.58,582.55,775.52
50,3,114.04,22.50,352.78,573.91,795.05,435.00,630.40,825.80,465.99,713.16,960.33
50,4,114.04,22.50,393.82,677.82,961.81,496.65,741.25,985.84,532.61,816.33,1100.06
50,5,114.04,22.50,420.07,745.39,1070.71,537.96,822.50,1107.05,580.08,922.83,1265.58
50,6,114.04,22.50,445.09,789.18,1133.27,569.73,892.37,1215.00,621.07,1005.71,1390.34
50,9,114.04,22.50,471.03,882.76,1294.48,634.12,1047.41,1460.70,687.58,1109.35,1531.12
50,12,114.04,22.50,493.21,948.08,1402.96,673.55,1128.66,1583.77,718.93,1166.44,1613.96
50,18,114.04,22.50,511.09,966.82,1422.54,726.72,1298.56,1870.40,766.18,1308.13,1850.08
50,24,114.04,22.50,528.36,965.77,1403.18,761.13,1366.89,1972.65,803.37,1403.38,2003.40
50,48,114.04,22.50,576.60,1031.78,1486.96,828.71,1538.58,2248.45,893.75,1749.53,2605.31
50,72,114.04,22.50,595.48,1030.51,1465.55,847.01,1543.59,2240.17,917.67,1774.00,2630.34
50,96,114.04,22.50,603.68,1074.85,1546.02,859.84,1544.34,2228.84,952.37,1759.05,2565.73
50,120,114.04,22.50,618.10,1093.21,1568.32,875.10,1626.88,2378.67,978.15,1738.39,2498.63
50,144,114.04,22.50,623.08,1124.11,1625.15,883.39,1747.44,2611.50,1000.30,1770.69,2541.09
50,168,114.04,22.50,618.24,1170.59,1722.93,856.56,1902.44,2948.32,1001.74,2090.95,3180.15
100,1,114.04,22.50,202.75,419.69,636.63,223.17,328.16,433.14,252.23,422.66,593.10
100,2,114.04,22.50,307.29,572.09,836.89,367.15,587.87,808.59,406.15,681.82,957.49
100,3,114.04,22.50,363.91,691.43,1018.95,454.79,730.28,1005.78,476.25,831.77,1187.29
100,4,114.04,22.50,402.59,832.66,1262.73,519.59,868.22,1216.85,543.40,950.44,1357.49
100,5,114.04,22.50,426.06,922.21,1418.36,562.66,972.10,1381.54,588.30,1086.24,1584.19
100,6,114.04,22.50,452.65,978.27,1503.89,594.65,1063.06,1531.48,627.65,1189.83,1752.00
100,9,114.04,22.50,466.74,1105.36,1743.97,656.48,1268.44,1880.41,688.07,1301.45,1914.82
100,12,114.04,22.50,481.61,1192.02,1902.43,691.08,1366.76,2042.44,712.92,1363.55,2014.18
