return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.15,22.25,69.45,83.59,97.74,87.78,106.56,125.33,116.82,140.25,163.69
2,2,114.15,22.25,104.48,124.23,143.98,135.09,165.13,195.18,167.14,202.30,237.47
2,3,114.15,22.25,123.98,148.11,172.25,159.96,199.34,238.73,193.25,235.40,277.54
2,4,114.15,22.25,139.50,166.10,192.70,178.15,223.94,269.73,213.02,262.60,312.18
2,5,114.15,22.25,151.59,181.53,211.48,191.43,241.46,291.49,225.41,279.77,334.13
2,6,114.15,22.25,159.34,191.27,223.20,200.46,254.03,307.61,241.32,299.88,358.44
2,9,114.15,22.25,174.73,209.87,245.01,217.91,280.01,342.12,265.62,332.12,398.61
2,12,114.15,22.25,183.12,220.36,257.61,231.49,298.16,364.83,282.48,354.32,426.17
2,18,114.15,22.25,190.94,231.22,271.50,251.04,323.44,395.83,300.73,379.15,457.57
2,24,114.15,22.25,193.44,236.09,278.74,258.49,334.21,409.94,313.38,397.43,481.49
2,48,114.15,22.25,204.54,251.89,299.24,285.89,363.89,441.89,340.45,432.69,524.93
2,72,114.15,22.25,208.96,257.91,306.86,292.52,370.13,447.74,356.00,447.13,538.25
2,96,114.15,22.25,210.87,260.29,309.72,297.44,375.42,453.40,361.69,451.69,541.68
2,120,114.15,22.25,215.63,265.68,315.72,305.64,386.29,466.93,372.30,464.52,556.75
2,144,114.15,22.25,218.29,268.88,319.47,311.38,394.87,478.36,380.61,473.40,566.20
2,168,114.15,22.25,223.62,274.06,324.50,310.35,394.75,479.14,381.34,474.83,568.32
5,1,114.15,22.25,113.11,140.63,168.14,143.75,173.96,204.17,181.33,208.54,235.76
5,2,114.15,22.25,165.41,202.66,239.91,224.26,270.18,316.09,267.56,317.15,366.73
5,3,114.15,22.25,198.08,244.25,290.42,273.54,333.59,393.63,317.46,389.38,461.29
5,4,114.15,22.25,222.00,273.13,324.27,310.99,386.99,462.99,357.05,447.30,537.55
5,5,114.15,22.25,243.45,303.19,362.93,337.99,424.47,510.95,384.71,486.29,587.87
5,6,114.15,22.25,257.72,322.40,387.08,357.99,454.94,551.89,413.95,524.13,634.31
5,9,114.15,22.25,282.49,360.33,438.18,401.08,519.29,637.50,462.70,594.22,725.74
5,12,114.15,22.25,296.41,380.82,465.22,428.03,558.37,688.70,494.45,635.94,777.44
5,18,114.15,22.25,312.64,405.28,497.93,461.23,602.54,743.84,531.62,682.03,832.45
5,24,114.15,22.25,321.90,423.64,525.37,479.07,629.03,779.00,561.47,723.99,886.52
5,48,114.15,22.25,346.20,457.30,568.41,521.06,673.52,825.97,611.20,798.09,984.97
5,72,114.15,22.25,353.49,467.71,581.92,528.76,680.14,831.52,627.38,810.26,993.13
5,96,114.15,22.25,356.86,472.02,587.18,534.21,686.13,838.06,632.72,812.26,991.80
