return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,113.96,22.27,69.14,80.76,92.38,92.40,111.12,129.85,100.23,118.83,137.44
2,2,113.96,22.27,105.28,124.27,143.26,136.48,166.38,196.28,152.33,181.86,211.39
2,3,113.96,22.27,122.43,145.87,169.30,161.80,200.95,240.11,188.17,224.56,260.94
2,4,113.96,22.27,133.49,160.49,187.50,180.47,225.72,270.98,214.98,257.57,300.17
2,5,113.96,22.27,147.84,179.08,210.31,194.51,245.16,295.81,237.04,285.86,334.68
2,6,113.96,22.27,156.20,190.26,224.32,205.10,258.73,312.37,252.35,306.01,359.67
2,9,113.96,22.27,171.16,211.11,251.07,227.14,288.33,349.52,292.51,356.73,420.96
2,12,113.96,22.27,181.45,225.02,268.58,239.78,306.99,374.20,317.95,389.19,460.43
2,18,113.96,22.27,193.95,243.76,293.57,257.67,332.53,407.38,347.39,428.50,509.60
2,24,113.96,22.27,200.09,253.25,306.41,272.72,353.73,434.75,360.98,448.84,536.71
2,48,113.96,22.27,224.45,286.49,348.53,288.36,374.05,459.73,374.86,466.50,558.15
2,72,113.96,22.27,237.02,299.33,361.65,297.59,384.29,470.99,392.61,485.95,579.29
2,96,113.96,22.27,246.70,310.08,373.46,312.09,401.75,491.42,400.82,495.76,590.70
2,120,113.96,22.27,258.19,320.85,383.51,323.37,413.26,503.14,413.15,505.81,598.47
2,144,113.96,22.27,264.56,328.75,392.93,330.66,422.95,515.24,416.23,508.98,601.72
2,168,113.96,22.27,265.53,329.75,393.97,335.39,429.64,523.90,419.83,513.89,607.96
5,1,113.96,22.27,104.03,128.05,152.08,149.50,182.33,215.16,155.50,188.78,222.07
5,2,113.96,22.27,160.69,199.58,238.47,226.70,282.14,337.58,240.99,295.77,350.54
5,3,113.96,22.27,190.94,242.59,294.24,278.69,353.94,429.18,298.22,366.13,434.04
5,4,113.96,22.27,211.42,274.88,338.34,315.02,402.53,490.05,343.54,422.66,501.78
5,5,113.96,22.27,236.95,307.50,378.05,344.03,446.97,549.91,383.07,474.03,565.00
5,6,113.96,22.27,253.87,330.24,406.62,363.80,475.34,586.87,412.02,514.35,616.67
5,9,113.96,22.27,287.17,382.11,477.04,408.71,543.07,677.44,484.12,606.08,728.04
5,12,113.96,22.27,307.60,410.06,512.53,439.70,590.57,741.45,528.80,661.00,793.20
5,18,113.96,22.27,337.44,454.50,571.56,479.21,650.37,821.52,584.68,733.09,881.50
5,24,113.96,22.27,351.85,476.14,600.42,507.64,689.94,872.24,615.77,779.50,943.24
5,48,113.96,22.27,397.50,526.19,654.88,538.86,738.12,937.38,649.13,832.52,1015.90
5,72,113.96,22.27,412.83,536.93,661.03,552.03,751.55,951.08,672.16,857.25,1042.34
5,96,113.96,22.27,425.44,545.87,666.30,574.07,771.47,968.87,683.23,870.96,1058.69
5,120,113.96,22.27,437.27,555.72,674.17,589.26,783.10,976.94,693.65,873.06,1052.48
5,144,113.96,22.27,447.20,565.68,684.17,603.41,803.37,1003.33,697.54,877.19,1056.84
5,168,113.96,22.27,448.71,568.92,689.13,611.47,819.32,1027.17,707.77,894.54,1081.31
10,1,113.96,22.27,126.65,170.11,213.57,185.69,237.60,289.51,189.51,244.34,299.18
10,2,113.96,22.27,195.04,267.31,339.59,284.33,376.40,468.47,296.66,388.69,480.72
10,3,113.96,22.27,233.15,335.54,437.94,352.60,483.22,613.84,367.91,481.89,595.87
10,4,113.96,22.27,257.66,391.66,525.66,399.66,552.92,706.18,424.77,557.44,690.12
10,5,113.96,22.27,289.44,434.47,579.50,439.29,624.58,809.87,474.49,627.79,781.09
10,6,113.96,22.27,311.63,468.07,624.51,465.88,669.11,872.34,511.94,688.38,864.82
10,9,113.96,22.27,357.77,556.51,755.26,527.65,780.14,1032.62,605.11,813.71,1022.31
10,12,113.96,22.27,384.16,596.64,809.11,569.33,861.69,1154.05,660.25,883.64,1107.04
10,18,113.96,22.27,422.97,668.38,913.79,621.70,959.74,1297.78,730.32,980.49,1230.67
10,24,113.96,22.27,439.33,703.42,967.50,656.32,1013.63,1370.94,771.49,1052.18,1332.88
10,48,113.96,22.27,490.78,755.93,1021.08,697.92,1096.28,1494.65,825.24,1152.13,1479.02
10,72,113.96,22.27,510.72,755.28,999.84,714.16,1108.79,1503.43,852.02,1175.72,1499.42
10,96,113.96,22.27,525.28,753.78,982.29,740.59,1121.47,1502.35,863.77,1192.68,1521.59
