return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,113.90,22.30,64.55,79.98,95.40,84.77,101.78,118.79,93.91,107.76,121.60
2,2,113.90,22.30,98.56,120.79,143.02,126.64,152.88,179.13,145.65,167.50,189.34
2,3,113.90,22.30,119.07,145.96,172.86,146.45,179.25,212.05,173.52,202.42,231.31
2,4,113.90,22.30,131.55,161.80,192.06,160.82,198.21,235.59,192.23,226.61,260.99
2,5,113.90,22.30,143.54,176.71,209.88,172.21,213.78,255.35,204.88,244.65,284.42
2,6,113.90,22.30,150.68,185.59,220.50,179.35,222.10,264.86,214.98,258.99,302.99
2,9,113.90,22.30,165.82,205.57,245.32,198.94,248.24,297.54,243.15,297.31,351.46
2,12,113.90,22.30,175.85,218.63,261.41,207.15,259.13,311.11,259.74,320.79,381.85
2,18,113.90,22.30,184.55,230.75,276.94,225.11,283.28,341.46,297.54,369.30,441.06
2,24,113.90,22.30,191.54,240.71,289.88,234.25,295.94,357.63,305.45,380.44,455.44
2,48,113.90,22.30,208.94,263.83,318.72,248.44,315.41,382.38,307.43,383.07,458.70
2,72,113.90,22.30,217.43,273.22,329.01,258.00,325.66,393.33,318.95,394.52,470.08
2,96,113.90,22.30,227.68,284.71,341.74,264.50,335.50,406.51,325.38,401.63,477.88
2,120,113.90,22.30,235.87,293.66,351.45,272.45,342.79,413.14,340.80,417.05,493.30
2,144,113.90,22.30,235.88,293.82,351.76,277.85,348.64,419.43,345.91,421.07,496.23
2,168,113.90,22.30,237.88,296.58,355.29,284.40,356.52,428.64,347.12,423.20,499.28
5,1,113.90,22.30,108.40,135.75,163.09,136.45,166.32,196.19,136.24,163.75,191.26
5,2,113.90,22.30,163.62,207.15,250.68,205.03,251.98,298.93,212.37,256.68,301.00
5,3,113.90,22.30,198.51,253.55,308.58,244.51,308.35,372.20,260.83,319.73,378.62
5,4,113.90,22.30,220.28,286.47,352.65,272.80,349.86,426.92,295.56,367.09,438.62
5,5,113.90,22.30,241.01,313.33,385.65,293.97,383.17,472.37,322.15,407.84,493.53
5,6,113.90,22.30,254.51,332.68,410.84,307.32,401.45,495.59,344.37,439.01,533.64
5,9,113.90,22.30,284.28,373.35,462.42,344.82,456.09,567.35,401.40,514.26,627.12
5,12,113.90,22.30,302.85,396.65,490.44,362.39,480.86,599.33,437.34,562.38,687.42
5,18,113.90,22.30,321.49,422.14,522.79,399.43,534.70,669.96,498.94,636.76,774.58
5,24,113.90,22.30,336.99,444.05,551.10,418.72,560.21,701.71,516.68,663.03,809.38
5,48,113.90,22.30,369.56,479.86,590.17,448.57,603.25,757.93,531.89,692.66,853.44
5,72,113.90,22.30,381.38,489.50,597.63,461.88,614.39,766.91,543.47,706.26,869.06
5,96,113.90,22.30,394.57,500.18,605.78,477.10,635.67,794.23,551.18,715.20,879.23
5,120,113.90,22.30,405.14,511.43,617.73,484.05,641.48,798.92,568.07,726.87,885.68
5,144,113.90,22.30,406.65,515.07,623.49,491.40,647.11,802.81,572.30,726.77,881.25
5,168,113.90,22.30,410.71,523.63,636.54,501.42,660.63,819.85,578.20,738.52,898.84
10,1,113.90,22.30,133.22,182.08,230.93,169.22,216.47,263.73,164.05,211.25,258.44
10,2,113.90,22.30,203.35,282.34,361.33,253.85,330.98,408.12,256.21,334.07,411.93
10,3,113.90,22.30,248.12,349.96,451.81,306.67,418.61,530.55,317.64,422.25,526.85
10,4,113.90,22.30,275.72,404.46,533.20,344.88,484.97,625.06,362.45,492.58,622.72
10,5,113.90,22.30,302.45,441.50,580.54,372.13,539.99,707.85,395.96,559.05,722.14
10,6,113.90,22.30,321.51,472.63,623.75,390.66,570.04,749.43,425.20,606.70,788.21
10,9,113.90,22.30,361.39,532.60,703.81,440.75,654.31,867.88,499.13,712.70,926.26
10,12,113.90,22.30,384.18,563.25,742.32,464.61,694.08,923.54,544.92,781.55,1018.19
10,18,113.90,22.30,408.73,600.71,792.69,515.47,778.60,1041.73,618.09,864.41,1110.73
10,24,113.90,22.30,429.59,634.03,838.48,540.51,814.67,1088.83,642.80,906.31,1169.82
10,48,113.90,22.30,468.03,671.86,875.69,580.65,881.85,1183.04,676.14,979.52,1282.90
10,72,113.90,22.30,481.17,676.13,871.09,597.99,888.71,1179.44,689.89,995.50,1301.11
10,96,113.90,22.30,495.16,678.90,862.64,616.48,919.62,1222.75,697.85,1006.22,1314.58
10,120,113.90,22.30,508.34,690.31,872.28,624.27,922.88,1221.50,715.80,1003.82,1291.83
10,144,113.90,22.30,510.80,699.72,888.65,633.23,924.86,1216.48,720.54,996.89,1273.25
10,168,113.90,22.30,515.88,717.11,918.33,646.18,942.67,1239.16,731.65,1022.30,1312.96
25,1,113.90,22.30,148.73,254.08,359.42,203.83,289.78,375.73,193.66,286.50,379.35
25,2,113.90,22.30,234.94,404.38,573.82,301.30,449.20,597.10,301.46,459.26,617.07
25,3,113.90,22.30,288.77,510.74,732.70,364.98,594.41,823.84,374.06,589.23,804.41
25,4,113.90,22.30,316.01,611.48,906.95,411.53,709.01,1006.49,425.47,701.20,976.94
25,5,113.90,22.30,349.96,664.50,979.03,438.46,809.50,1180.55,454.62,819.12,1183.63
25,6,113.90,22.30,376.86,719.39,1061.92,463.50,863.93,1264.37,486.40,896.58,1306.75
25,9,113.90,22.30,427.61,812.73,1197.85,525.13,1004.58,1484.03,572.38,1049.89,1527.40
25,12,113.90,22.30,451.81,852.47,1253.14,553.58,1073.75,1593.91,620.21,1151.16,1682.12
25,18,113.90,22.30,480.33,909.82,1339.31,619.17,1216.54,1813.91,706.21,1226.24,1746.28
25,24,113.90,22.30,504.96,963.35,1421.74,647.62,1268.32,1889.01,737.22,1297.07,1856.91
25,48,113.90,22.30,544.42,989.49,1434.56,695.49,1380.98,2066.46,798.09,1472.86,2147.63
25,72,113.90,22.30,561.20,976.54,1391.88,725.45,1371.72,2017.99,820.59,1493.58,2166.58
25,96,113.90,22.30,578.87,956.27,1333.67,740.04,1417.54,2095.05,826.68,1507.47,2188.27
25,120,113.90,22.30,599.12,965.43,1331.74,754.65,1414.43,2074.21,855.82,1464.44,2073.06
25,144,113.90,22.30,600.30,987.93,1375.56,768.71,1404.50,2040.29,866.83,1441.37,2015.90
25,168,113.90,22.30,602.59,1024.95,1447.31,787.71,1428.15,2068.59,885.55,1497.31,2109.07
