return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.22,22.41,80.30,92.97,105.64,96.90,112.51,128.11,118.62,138.78,158.95
2,2,114.22,22.41,114.80,134.56,154.31,146.76,172.78,198.80,168.70,204.70,240.69
2,3,114.22,22.41,137.87,164.01,190.16,179.90,213.13,246.35,204.67,248.04,291.41
2,4,114.22,22.41,154.50,185.36,216.23,207.55,247.13,286.70,243.98,294.26,344.55
2,5,114.22,22.41,167.93,202.87,237.81,223.24,265.92,308.59,268.13,324.63,381.13
2,6,114.22,22.41,178.24,215.74,253.23,232.88,278.55,324.21,284.84,346.11,407.38
2,9,114.22,22.41,195.56,237.52,279.48,258.56,313.12,367.67,324.87,395.90,466.94
2,12,114.22,22.41,204.20,247.35,290.50,273.85,335.78,397.71,341.41,419.66,497.91
2,18,114.22,22.41,214.79,259.74,304.69,287.16,354.44,421.71,379.88,468.93,557.98
2,24,114.22,22.41,223.56,270.93,318.29,306.47,376.14,445.81,389.33,483.24,577.15
2,48,114.22,22.41,249.23,299.74,350.26,321.66,396.50,471.35,391.44,490.44,589.44
2,72,114.22,22.41,264.08,315.83,367.58,331.49,405.13,478.76,395.63,494.52,593.42
2,96,114.22,22.41,273.30,326.95,380.60,346.17,419.24,492.30,413.10,511.40,609.69
2,120,114.22,22.41,285.72,339.65,393.58,357.94,431.52,505.10,421.56,520.52,619.47
2,144,114.22,22.41,289.57,342.65,395.72,370.13,447.01,523.90,430.51,533.90,637.28
2,168,114.22,22.41,296.23,350.85,405.46,373.88,451.75,529.62,431.59,537.51,643.42
5,1,114.22,22.41,118.50,141.03,163.56,144.62,168.06,191.50,177.57,208.59,239.62
5,2,114.22,22.41,174.69,212.73,250.78,223.86,263.46,303.06,268.93,330.26,391.59
5,3,114.22,22.41,217.13,268.00,318.86,278.72,327.14,375.55,326.98,405.45,483.91
5,4,114.22,22.41,248.67,310.18,371.70,324.45,380.18,435.91,387.56,471.19,554.83
5,5,114.22,22.41,274.90,345.12,415.35,348.99,408.18,467.37,429.99,522.20,614.40
5,6,114.22,22.41,293.12,368.95,444.78,366.52,429.54,492.55,459.93,558.35,656.77
5,9,114.22,22.41,324.33,411.58,498.83,415.07,489.73,564.38,527.68,635.34,743.01
5,12,114.22,22.41,336.29,428.13,519.96,449.25,535.25,621.25,565.10,686.93,808.76
5,18,114.22,22.41,352.53,448.86,545.19,477.19,573.13,669.07,631.27,760.36,889.45
5,24,114.22,22.41,368.21,470.13,572.04,506.67,608.69,710.72,654.53,799.16,943.79
5,48,114.22,22.41,404.22,511.67,619.13,541.10,666.98,792.86,679.26,869.42,1059.58
5,72,114.22,22.41,422.74,529.58,636.43,548.26,674.58,800.90,683.67,874.73,1065.78
5,96,114.22,22.41,435.62,545.25,654.89,563.40,686.67,809.95,700.31,891.89,1083.48
5,120,114.22,22.41,448.85,558.79,668.74,576.39,698.98,821.58,712.39,899.36,1086.34
5,144,114.22,22.41,448.89,561.11,673.32,596.61,724.76,852.91,731.00,927.92,1124.84
5,168,114.22,22.41,459.84,573.00,686.16,604.36,738.18,872.00,740.45,950.53,1160.60
10,1,114.22,22.41,142.34,178.79,215.23,173.57,205.61,237.66,211.48,258.40,305.32
10,2,114.22,22.41,213.35,278.23,343.12,269.82,326.01,382.20,323.33,433.89,544.44
10,3,114.22,22.41,268.39,356.10,443.81,336.75,403.31,469.88,395.40,539.77,684.14
10,4,114.22,22.41,310.46,417.57,524.67,391.91,466.72,541.53,469.62,609.95,750.28
10,5,114.22,22.41,345.50,468.36,591.22,420.79,499.67,578.55,522.34,673.51,824.67
10,6,114.22,22.41,369.09,501.40,633.71,442.18,526.87,611.55,559.55,718.82,878.10
10,9,114.22,22.41,410.55,565.41,720.28,501.85,604.76,707.67,641.85,807.62,973.38
10,12,114.22,22.41,424.76,591.02,757.27,544.84,668.93,793.01,692.04,884.79,1077.53
10,18,114.22,22.41,445.21,620.30,795.40,581.43,724.51,867.59,770.43,965.84,1161.25
10,24,114.22,22.41,465.19,650.98,836.78,619.23,770.05,920.87,803.15,1032.20,1261.26
10,48,114.22,22.41,508.49,701.81,895.12,671.89,874.10,1076.31,854.15,1194.88,1535.61
10,72,114.22,22.41,528.15,716.64,905.14,679.40,883.40,1087.40,858.55,1207.86,1557.17
10,96,114.22,22.41,541.69,736.14,930.59,695.58,890.17,1084.76,877.45,1221.27,1565.08
10,120,114.22,22.41,555.55,749.67,943.79,708.78,900.37,1091.95,893.10,1221.67,1550.25
10,144,114.22,22.41,553.81,757.61,961.40,732.51,934.08,1135.65,913.98,1262.74,1611.50
10,168,114.22,22.41,566.57,769.82,973.08,744.42,959.45,1174.49,930.45,1314.41,1698.37
25,1,114.22,22.41,166.39,234.53,302.67,205.26,253.96,302.65,241.60,325.74,409.88
25,2,114.22,22.41,252.82,380.84,508.87,316.52,408.02,499.51,350.43,593.96,837.50
25,3,114.22,22.41,320.16,495.56,670.96,395.14,500.34,605.54,432.55,753.77,1075.00
25,4,114.22,22.41,374.34,589.95,805.55,458.47,574.33,690.18,530.00,814.47,1098.93
25,5,114.22,22.41,419.05,667.46,915.87,490.67,612.28,733.90,593.09,891.74,1190.38
25,6,114.22,22.41,449.22,714.95,980.68,513.72,646.93,780.13,636.57,947.54,1258.52
25,9,114.22,22.41,502.01,818.61,1135.22,577.42,747.97,918.52,733.05,1042.30,1351.55
25,12,114.22,22.41,516.26,863.97,1211.68,620.14,839.68,1059.22,791.54,1161.42,1531.29
25,18,114.22,22.41,541.47,909.22,1276.97,661.14,923.63,1186.12,876.61,1240.66,1604.70
25,24,114.22,22.41,564.73,956.19,1347.64,713.72,982.75,1251.79,914.74,1356.97,1799.21
25,48,114.22,22.41,618.56,1019.12,1419.68,789.07,1172.76,1556.45,993.45,1716.46,2439.46
25,72,114.22,22.41,639.38,1021.71,1404.04,800.78,1187.82,1574.86,990.23,1751.77,2513.30
25,96,114.22,22.41,648.10,1047.22,1446.35,823.32,1181.92,1540.52,1024.47,1753.01,2481.55
25,120,114.22,22.41,663.50,1059.60,1455.70,836.82,1186.31,1535.79,1050.21,1733.74,2417.27
25,144,114.22,22.41,656.87,1086.34,1515.81,860.13,1231.55,1602.96,1063.99,1794.11,2524.24
25,168,114.22,22.41,670.77,1094.50,1518.23,876.60,1281.12,1685.65,1081.19,1911.55,2741.91
50,1,114.22,22.41,177.81,282.58,387.35,224.65,290.48,356.30,253.39,379.09,504.78
50,2,114.22,22.41,270.45,474.48,678.51,341.64,471.08,600.52,329.13,738.10,1147.08
50,3,114.22,22.41,342.11,624.08,906.05,426.51,572.90,719.29,407.05,952.23,1497.41
50,4,114.22,22.41,402.64,750.95,1099.27,493.46,652.92,812.38,533.97,990.52,1447.08
