return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.35,22.36,77.94,89.85,101.76,88.30,105.36,122.42,93.48,114.72,135.96
2,2,114.35,22.36,111.67,130.73,149.78,132.25,158.26,184.26,143.50,176.81,210.12
2,3,114.35,22.36,135.71,160.60,185.49,156.13,189.09,222.05,179.67,222.20,264.73
2,4,114.35,22.36,149.52,178.11,206.70,176.83,215.54,254.24,203.02,249.22,295.43
2,5,114.35,22.36,159.51,191.05,222.59,189.52,231.49,273.45,221.04,271.32,321.60
2,6,114.35,22.36,169.41,203.33,237.25,198.70,243.73,288.76,235.57,289.83,344.09
2,9,114.35,22.36,191.29,230.21,269.13,223.74,275.69,327.64,267.30,328.96,390.62
2,12,114.35,22.36,199.41,240.94,282.47,241.90,299.55,357.21,288.02,355.94,423.86
2,18,114.35,22.36,211.99,256.00,300.01,255.26,317.73,380.19,310.75,387.61,464.48
2,24,114.35,22.36,221.04,269.29,317.55,265.17,331.09,397.01,320.46,402.70,484.94
2,48,114.35,22.36,237.02,289.58,342.13,289.24,359.20,429.16,336.37,426.76,517.16
2,72,114.35,22.36,245.07,298.16,351.25,294.65,364.65,434.64,356.79,452.10,547.41
2,96,114.35,22.36,251.04,304.16,357.28,304.65,373.67,442.69,353.68,446.42,539.17
2,120,114.35,22.36,258.94,314.31,369.68,313.88,384.46,455.04,357.97,451.75,545.54
2,144,114.35,22.36,261.51,317.14,372.78,321.19,395.99,470.78,361.15,457.08,553.01
2,168,114.35,22.36,262.04,317.69,373.35,323.95,400.89,477.84,365.72,465.09,564.46
5,1,114.35,22.36,113.20,129.67,146.14,140.49,172.84,205.19,157.79,206.15,254.51
5,2,114.35,22.36,168.65,198.77,228.88,211.39,262.80,314.20,241.87,325.17,408.46
5,3,114.35,22.36,210.29,250.25,290.22,256.37,323.61,390.85,304.34,406.79,509.25
5,4,114.35,22.36,235.59,282.31,329.03,294.00,372.05,450.10,340.60,452.73,564.86
5,5,114.35,22.36,254.51,306.45,358.39,316.79,402.53,488.28,371.36,494.88,618.40
5,6,114.35,22.36,271.15,326.67,382.19,335.15,426.40,517.65,397.59,531.94,666.30
5,9,114.35,22.36,308.58,372.92,437.26,380.00,484.02,588.05,453.52,599.82,746.13
5,12,114.35,22.36,325.70,399.00,472.29,413.05,526.17,639.30,491.30,646.78,802.27
5,18,114.35,22.36,345.14,421.48,497.82,439.80,563.65,687.50,538.45,705.06,871.67
5,24,114.35,22.36,365.44,449.01,532.58,459.78,593.13,726.49,564.60,743.84,923.09
5,48,114.35,22.36,392.84,482.89,572.93,498.95,640.61,782.26,603.81,811.28,1018.74
5,72,114.35,22.36,402.46,493.24,584.02,504.73,650.03,795.34,630.44,844.03,1057.62
5,96,114.35,22.36,409.14,499.39,589.64,514.06,655.60,797.15,629.07,834.38,1039.69
5,120,114.35,22.36,421.81,515.76,609.71,527.82,670.63,813.43,635.69,845.45,1055.21
5,144,114.35,22.36,425.27,520.03,614.80,546.37,701.91,857.45,645.08,858.32,1071.55
5,168,114.35,22.36,427.17,524.32,621.48,556.41,719.81,883.20,659.20,888.00,1116.80
10,1,114.35,22.36,133.04,155.22,177.41,174.16,227.92,281.67,201.03,292.94,384.86
10,2,114.35,22.36,202.68,247.44,292.21,262.87,351.16,439.44,307.44,475.13,642.81
10,3,114.35,22.36,255.33,315.15,374.98,322.25,440.34,558.43,387.07,589.32,791.58
10,4,114.35,22.36,288.04,358.78,429.51,370.41,507.05,643.68,433.55,654.79,876.03
10,5,114.35,22.36,312.46,391.90,471.35,400.19,551.04,701.89,473.60,718.94,964.29
10,6,114.35,22.36,332.77,417.56,502.36,424.18,584.88,745.58,508.29,775.65,1043.01
10,9,114.35,22.36,379.70,478.64,577.58,481.48,663.55,845.63,580.33,864.87,1149.41
10,12,114.35,22.36,404.40,521.37,638.35,522.13,718.57,915.02,626.41,923.90,1221.38
10,18,114.35,22.36,427.57,548.23,668.88,557.06,774.80,992.55,684.54,999.18,1313.82
10,24,114.35,22.36,453.62,587.40,721.17,584.07,821.32,1058.56,720.33,1063.23,1406.13
10,48,114.35,22.36,487.09,631.20,775.32,634.36,885.75,1137.14,776.67,1184.59,1592.52
10,72,114.35,22.36,497.57,642.60,787.63,641.68,902.88,1164.08,805.63,1213.91,1622.19
10,96,114.35,22.36,504.72,647.82,790.92,651.46,901.92,1152.37,806.57,1200.87,1595.17
10,120,114.35,22.36,519.30,669.28,819.26,667.40,918.02,1168.64,814.14,1218.22,1622.30
10,144,114.35,22.36,523.47,675.02,826.58,693.68,971.71,1249.74,827.02,1239.02,1651.02
10,168,114.35,22.36,527.21,684.56,841.92,710.34,1006.18,1302.01,848.94,1298.53,1748.12
25,1,114.35,22.36,151.97,186.60,221.23,210.02,312.12,414.22,242.78,445.65,648.53
25,2,114.35,22.36,236.44,313.42,390.41,316.51,490.69,664.87,361.74,754.98,1148.22
25,3,114.35,22.36,300.69,404.06,507.42,390.42,629.23,868.03,457.39,922.98,1388.57
25,4,114.35,22.36,341.40,464.85,588.30,448.18,724.27,1000.36,517.44,1025.57,1533.70
25,5,114.35,22.36,370.99,511.41,651.83,485.71,791.46,1097.21,566.31,1133.76,1701.21
25,6,114.35,22.36,394.20,544.12,694.04,514.13,841.27,1168.41,609.57,1228.65,1847.72
25,9,114.35,22.36,450.86,626.54,802.23,583.23,952.19,1321.15,701.31,1344.63,1987.95
25,12,114.35,22.36,485.47,699.63,913.79,627.69,1023.67,1419.64,751.27,1413.10,2074.93
25,18,114.35,22.36,511.85,731.04,950.23,667.49,1113.12,1558.75,809.29,1505.05,2200.81
25,24,114.35,22.36,539.58,787.97,1036.35,700.73,1191.73,1682.73,847.28,1617.90,2388.51
25,48,114.35,22.36,576.60,845.46,1114.32,765.95,1283.83,1801.70,913.55,1855.37,2797.18
25,72,114.35,22.36,587.98,857.97,1127.96,775.54,1319.99,1864.44,948.74,1861.07,2773.40
25,96,114.35,22.36,596.60,860.45,1124.30,791.48,1302.98,1814.48,954.39,1842.69,2730.98
25,120,114.35,22.36,609.89,889.70,1169.50,809.39,1316.94,1824.48,961.10,1872.48,2783.86
25,144,114.35,22.36,614.97,898.02,1181.08,840.72,1414.86,1988.99,973.53,1908.48,2843.43
25,168,114.35,22.36,621.82,918.32,1214.83,865.16,1484.51,2103.86,999.50,2036.04,3072.57
50,1,114.35,22.36,161.50,209.24,256.99,228.55,387.19,545.82,252.52,601.26,950.01
50,2,114.35,22.36,253.43,365.81,478.19,341.52,619.00,896.48,351.78,1056.42,1761.06
50,3,114.35,22.36,323.99,475.39,626.78,420.16,807.00,1193.84,451.85,1275.43,2099.02
50,4,114.35,22.36,369.07,550.99,732.91,480.78,927.64,1374.50,520.43,1418.66,2316.90
50,5,114.35,22.36,400.73,609.22,817.71,521.91,1017.84,1513.77,568.92,1577.24,2585.55
50,6,114.35,22.36,424.68,647.26,869.85,550.47,1082.55,1614.62,613.41,1714.78,2816.14
50,9,114.35,22.36,486.34,747.65,1008.95,623.85,1222.18,1820.50,721.51,1846.76,2972.01
50,12,114.35,22.36,526.66,851.36,1176.06,666.05,1305.33,1944.61,770.06,1913.16,3056.26
50,18,114.35,22.36,554.43,885.17,1215.90,702.17,1428.56,2154.95,816.07,2009.53,3202.99
50,24,114.35,22.36,578.15,957.87,1337.58,735.01,1541.42,2347.83,841.01,2176.16,3511.32
50,48,114.35,22.36,614.28,1026.38,1438.49,811.40,1659.76,2508.12,888.36,2552.55,4216.74
50,72,114.35,22.36,626.22,1039.49,1452.76,820.54,1719.84,2619.13,939.23,2517.04,4094.85
50,96,114.35,22.36,637.09,1038.56,1440.03,848.86,1682.71,2516.55,950.63,2493.80,4036.98
50,120,114.35,22.36,646.07,1074.72,1503.36,868.52,1691.14,2513.77,953.25,2537.58,4121.92
50,144,114.35,22.36,651.67,1085.60,1519.54,895.28,1837.92,2780.56,958.83,2590.28,4221.74
50,168,114.35,22.36,660.43,1117.57,1574.72,921.52,1948.50,2975.49,972.39,2802.47,4632.54
100,1,114.35,22.36,167.42,231.20,294.98,236.90,474.35,711.80,228.80,803.89,1378.97
100,2,114.35,22.36,262.73,420.91,579.10,346.84,771.97,1197.09,258.09,1468.22,2678.35
100,3,114.35,22.36,337.12,551.06,765.00,420.90,1023.22,1625.53,352.84,1748.88,3144.92
100,4,114.35,22.36,384.70,643.32,901.95,479.10,1173.84,1868.58,425.40,1948.36,3471.32
100,5,114.35,22.36,416.45,714.77,1013.10,520.32,1293.27,2066.22,460.34,2179.14,3897.95
100,6,114.35,22.36,439.91,758.17,1076.42,545.03,1375.94,2206.84,496.31,2376.74,4257.17
100,9,114.35,22.36,504.11,878.37,1252.63,617.33,1548.81,2480.30,627.29,2515.90,4404.52
100,12,114.35,22.36,546.56,1020.66,1494.77,652.47,1642.26,2632.04,673.62,2566.12,4458.61
100,18,114.35,22.36,575.15,1055.76,1536.37,674.74,1809.11,2943.49,697.62,2654.39,4611.16
100,24,114.35,22.36,589.28,1146.67,1704.06,698.90,1967.83,3236.76,686.93,2895.44,5103.94
100,48,114.35,22.36,621.13,1226.90,1832.66,785.78,2118.30,3450.82,666.60,3476.06,6285.53
100,72,114.35,22.36,633.65,1240.36,1847.07,789.12,2213.85,3638.58,756.97,3367.36,5977.74
100,96,114.35,22.36,648.29,1234.60,1820.91,841.23,2146.89,3452.55,776.85,3338.46,5900.08
100,120,114.35,22.36,649.56,1278.74,1907.92,864.31,2144.96,3425.60,769.85,3401.92,6034.00
100,144,114.35,22.36,655.32,1292.81,1930.30,873.02,2358.78,3844.54,759.04,3477.72,6196.40
100,168,114.35,22.36,664.49,1340.19,2015.88,892.59,2527.64,4162.68,729.90,3817.56,6905.23
