return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.26,22.34,78.92,90.37,101.82,98.65,118.26,137.87,108.53,132.13,155.72
2,2,114.26,22.34,116.44,135.50,154.56,144.71,177.30,209.90,173.46,210.80,248.15
2,3,114.26,22.34,139.35,163.97,188.58,176.13,218.03,259.93,212.15,257.68,303.21
2,4,114.26,22.34,152.62,180.84,209.06,197.37,246.24,295.11,241.89,294.26,346.64
2,5,114.26,22.34,165.63,197.37,229.10,212.79,265.83,318.87,269.90,328.59,387.28
2,6,114.26,22.34,174.85,208.50,242.16,234.32,293.24,352.16,283.17,344.58,405.99
2,9,114.26,22.34,191.33,230.37,269.40,251.66,316.77,381.88,319.03,388.91,458.79
2,12,114.26,22.34,200.66,242.14,283.62,270.98,341.26,411.53,349.46,427.36,505.27
2,18,114.26,22.34,212.74,257.48,302.21,284.30,359.55,434.79,376.65,465.22,553.79
2,24,114.26,22.34,219.77,266.73,313.68,298.50,379.29,460.08,387.90,482.47,577.03
2,48,114.26,22.34,239.46,291.46,343.47,328.06,410.68,493.30,401.26,502.90,604.54
2,72,114.26,22.34,248.35,301.00,353.66,334.34,417.58,500.83,404.04,505.91,607.78
2,96,114.26,22.34,256.63,310.68,364.73,347.42,430.46,513.49,429.97,535.28,640.59
2,120,114.26,22.34,262.62,317.22,371.82,359.22,444.23,529.24,429.68,535.34,640.99
2,144,114.26,22.34,263.91,318.80,373.69,378.69,469.16,559.62,430.05,537.73,645.41
2,168,114.26,22.34,267.34,323.19,379.04,381.51,473.50,565.50,434.69,545.41,656.13
5,1,114.26,22.34,113.91,132.73,151.54,157.97,191.46,224.95,176.82,219.43,262.04
5,2,114.26,22.34,175.02,208.65,242.29,239.67,293.00,346.33,281.24,346.80,412.36
5,3,114.26,22.34,214.92,258.65,302.39,296.83,366.96,437.09,345.57,430.81,516.05
5,4,114.26,22.34,240.34,291.81,343.29,337.52,417.90,498.28,396.85,496.36,595.88
5,5,114.26,22.34,263.80,323.03,382.27,366.22,458.62,551.02,441.30,548.78,656.25
5,6,114.26,22.34,279.00,342.02,405.04,400.34,501.57,602.80,465.69,579.14,692.60
5,9,114.26,22.34,312.39,388.59,464.80,440.76,555.50,670.24,526.80,651.31,775.81
5,12,114.26,22.34,328.46,410.29,492.12,475.94,599.96,723.97,579.72,711.93,844.14
5,18,114.26,22.34,349.79,436.06,522.33,505.67,641.56,777.44,635.81,780.25,924.69
5,24,114.26,22.34,363.35,453.63,543.91,532.55,682.11,831.68,663.01,825.32,987.63
5,48,114.26,22.34,395.33,494.30,593.26,574.90,727.16,879.41,696.51,891.81,1087.12
5,72,114.26,22.34,406.46,504.19,601.92,582.27,737.57,892.88,702.50,899.19,1095.89
5,96,114.26,22.34,418.53,516.25,613.97,597.35,749.46,901.57,735.67,933.72,1131.77
5,120,114.26,22.34,426.19,527.75,629.31,614.15,768.40,922.66,738.12,934.99,1131.86
5,144,114.26,22.34,428.49,531.66,634.83,646.49,806.41,966.32,745.58,946.84,1148.11
5,168,114.26,22.34,434.61,541.69,648.76,654.17,821.32,988.47,759.33,970.28,1181.23
10,1,114.26,22.34,135.40,163.51,191.63,194.67,246.99,299.30,217.59,290.84,364.09
10,2,114.26,22.34,212.27,264.97,317.67,295.37,380.51,465.65,344.05,456.55,569.04
10,3,114.26,22.34,262.98,332.08,401.17,366.47,481.85,597.23,426.15,576.01,725.88
10,4,114.26,22.34,297.51,380.30,463.10,418.07,550.70,683.32,492.81,666.05,839.28
10,5,114.26,22.34,327.77,424.18,520.59,456.48,613.79,771.09,546.51,728.22,909.93
10,6,114.26,22.34,346.84,449.37,551.91,496.55,664.98,833.40,578.51,771.29,964.07
10,9,114.26,22.34,392.25,520.82,649.39,553.19,748.78,944.37,654.75,859.67,1064.60
10,12,114.26,22.34,412.81,551.93,691.06,598.57,807.44,1016.32,718.87,929.93,1141.00
10,18,114.26,22.34,439.14,584.53,729.91,640.34,871.30,1102.27,788.88,1017.38,1245.89
10,24,114.26,22.34,456.63,609.55,762.47,675.67,932.24,1188.80,826.44,1092.35,1358.25
10,48,114.26,22.34,493.89,662.40,830.91,729.87,984.99,1240.10,878.79,1221.68,1564.56
10,72,114.26,22.34,506.11,669.54,832.96,737.99,1001.00,1264.02,885.90,1237.72,1589.53
10,96,114.26,22.34,519.14,679.79,840.44,754.86,1007.34,1259.82,923.34,1266.50,1609.65
10,120,114.26,22.34,529.11,699.07,869.03,773.99,1028.75,1283.50,927.54,1269.70,1611.85
10,144,114.26,22.34,532.15,706.16,880.16,811.44,1072.02,1332.59,937.10,1291.55,1646.01
10,168,114.26,22.34,541.12,723.40,905.68,823.66,1101.33,1379.01,957.91,1333.66,1709.40
25,1,114.26,22.34,158.27,205.86,253.45,232.34,326.36,420.38,250.95,400.24,549.54
25,2,114.26,22.34,252.92,346.56,440.21,343.50,505.30,667.11,392.06,622.61,853.16
25,3,114.26,22.34,315.05,439.18,563.31,421.78,648.66,875.54,492.21,803.67,1115.13
25,4,114.26,22.34,361.22,512.75,664.28,479.95,744.00,1008.04,578.81,932.34,1285.88
25,5,114.26,22.34,398.70,576.85,755.00,527.56,847.99,1168.41,642.05,1002.20,1362.35
25,6,114.26,22.34,422.26,611.27,800.28,572.28,905.86,1239.44,682.87,1066.08,1449.29
25,9,114.26,22.34,479.94,727.45,974.96,644.26,1042.10,1439.95,776.60,1170.30,1564.01
25,12,114.26,22.34,504.57,774.91,1045.24,702.33,1119.61,1536.89,849.71,1244.42,1639.14
25,18,114.26,22.34,534.41,815.43,1096.46,757.91,1221.99,1686.06,924.93,1354.02,1783.11
25,24,114.26,22.34,554.43,852.79,1151.16,800.42,1318.89,1837.37,968.59,1483.41,1998.24
25,48,114.26,22.34,590.42,923.08,1255.75,880.60,1378.55,1876.49,1036.77,1744.26,2451.75
