return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,113.92,22.27,66.94,80.70,94.46,90.29,108.77,127.25,105.48,124.06,142.64
2,2,113.92,22.27,102.06,121.91,141.77,136.93,167.09,197.26,163.50,193.73,223.97
2,3,113.92,22.27,124.91,149.68,174.46,164.41,202.92,241.42,202.26,239.83,277.40
2,4,113.92,22.27,138.17,166.98,195.80,180.44,223.89,267.34,229.53,272.85,316.17
2,5,113.92,22.27,153.32,186.88,220.43,195.24,243.10,290.96,250.15,299.61,349.08
2,6,113.92,22.27,160.89,196.43,231.98,204.71,255.19,305.68,266.25,320.16,374.06
2,9,113.92,22.27,177.03,219.05,261.08,226.00,283.35,340.70,304.06,367.47,430.88
2,12,113.92,22.27,188.68,234.87,281.06,245.37,309.07,372.76,331.30,402.43,473.56
2,18,113.92,22.27,201.02,254.05,307.08,270.17,342.73,415.29,367.13,449.58,532.03
2,24,113.92,22.27,207.98,264.99,322.00,280.71,357.22,433.73,379.08,467.44,555.80
2,48,113.92,22.27,232.79,297.51,362.22,299.72,383.25,466.78,389.92,483.46,577.00
2,72,113.92,22.27,244.38,309.93,375.48,310.35,395.08,479.80,399.78,493.41,587.04
2,96,113.92,22.27,251.90,317.06,382.21,322.16,410.63,499.11,407.19,502.35,597.51
2,120,113.92,22.27,267.24,333.26,399.27,329.10,418.17,507.23,417.98,510.13,602.29
2,144,113.92,22.27,272.60,339.90,407.20,334.32,423.75,513.19,418.65,510.76,602.87
2,168,113.92,22.27,274.99,343.42,411.86,334.89,424.67,514.45,419.96,513.23,606.49
5,1,113.92,22.27,106.79,134.50,162.20,146.70,178.96,211.22,159.65,188.57,217.50
5,2,113.92,22.27,161.33,203.31,245.29,228.74,282.26,335.78,253.06,303.68,354.30
5,3,113.92,22.27,198.56,253.43,308.30,281.77,354.37,426.96,315.18,379.57,443.96
5,4,113.92,22.27,222.91,290.36,357.81,312.99,398.22,483.44,359.91,434.00,508.10
5,5,113.92,22.27,249.36,325.21,401.07,341.65,438.28,534.90,399.35,486.89,574.43
5,6,113.92,22.27,265.47,346.44,427.41,359.75,463.76,567.76,429.26,524.42,619.58
5,9,113.92,22.27,300.66,399.21,497.76,402.54,528.60,654.65,497.66,612.90,728.13
5,12,113.92,22.27,323.74,427.63,531.53,440.60,578.95,717.29,546.98,674.41,801.84
5,18,113.92,22.27,354.58,473.60,592.63,489.98,649.20,808.42,612.68,756.95,901.22
5,24,113.92,22.27,372.01,498.40,624.79,512.10,680.66,849.23,640.02,796.62,953.22
5,48,113.92,22.27,416.44,543.71,670.99,551.19,737.60,924.02,671.53,855.51,1039.49
5,72,113.92,22.27,431.14,554.88,678.62,566.89,752.28,937.68,684.55,868.59,1052.62
5,96,113.92,22.27,438.79,559.31,679.82,588.32,777.47,966.63,694.87,882.59,1070.32
5,120,113.92,22.27,456.72,574.02,691.32,596.60,787.74,978.88,700.22,878.28,1056.35
5,144,113.92,22.27,465.64,582.45,699.26,603.65,794.15,984.65,700.50,882.31,1064.12
5,168,113.92,22.27,470.50,592.41,714.32,606.00,799.57,993.13,706.78,893.50,1080.22
10,1,113.92,22.27,130.69,183.06,235.43,182.44,233.15,283.86,190.91,235.22,279.53
10,2,113.92,22.27,199.46,277.35,355.24,287.17,372.28,457.39,306.89,387.16,467.44
10,3,113.92,22.27,246.54,350.80,455.07,357.70,478.55,599.41,384.52,486.85,589.19
10,4,113.92,22.27,276.79,411.83,546.87,399.84,545.75,691.66,439.99,557.00,674.01
10,5,113.92,22.27,309.69,458.21,606.74,438.39,607.22,776.05,491.94,633.25,774.56
10,6,113.92,22.27,331.78,491.96,652.14,463.30,647.67,832.03,530.69,684.67,838.65
10,9,113.92,22.27,379.79,577.82,775.86,523.60,754.38,985.17,619.70,808.06,996.43
10,12,113.92,22.27,407.85,613.96,820.08,572.83,825.90,1078.97,683.32,889.94,1096.56
10,18,113.92,22.27,448.25,687.72,927.20,638.06,931.37,1224.68,763.91,996.56,1229.21
10,24,113.92,22.27,469.92,725.64,981.35,667.59,979.51,1291.43,800.21,1056.26,1312.31
10,48,113.92,22.27,521.63,766.00,1010.36,719.53,1067.72,1415.92,853.33,1171.98,1490.63
10,72,113.92,22.27,538.65,768.04,997.43,738.95,1080.21,1421.47,869.93,1186.88,1503.83
10,96,113.92,22.27,547.28,765.49,983.70,764.36,1109.34,1454.32,880.65,1205.78,1530.91
10,120,113.92,22.27,566.98,771.86,976.74,773.88,1122.81,1471.74,884.87,1187.35,1489.82
10,144,113.92,22.27,577.43,779.09,980.74,782.12,1128.02,1473.91,883.93,1197.66,1511.38
10,168,113.92,22.27,582.31,797.91,1013.52,786.81,1140.48,1494.16,896.17,1221.67,1547.18
25,1,113.92,22.27,146.74,264.58,382.42,220.54,311.90,403.25,218.36,299.04,379.73
25,2,113.92,22.27,233.36,402.52,571.68,349.24,504.55,659.86,357.32,506.62,655.91
25,3,113.92,22.27,288.69,520.29,751.90,437.77,669.25,900.73,453.08,641.93,830.79
25,4,113.92,22.27,315.16,632.95,950.75,491.12,778.97,1066.82,520.07,733.81,947.55
25,5,113.92,22.27,352.74,695.01,1037.27,539.66,879.97,1220.28,584.78,848.27,1111.76
25,6,113.92,22.27,380.02,753.24,1126.45,572.14,949.72,1327.30,632.28,920.94,1209.60
25,9,113.92,22.27,436.21,905.13,1374.05,653.31,1140.40,1627.50,745.17,1099.40,1453.63
25,12,113.92,22.27,464.55,947.39,1430.22,710.51,1245.71,1780.90,823.79,1210.67,1597.54
25,18,113.92,22.27,502.47,1074.10,1645.72,788.57,1413.80,2039.04,911.43,1347.77,1784.12
25,24,113.92,22.27,519.42,1134.99,1750.57,823.73,1492.15,2160.56,952.54,1440.94,1929.35
25,48,113.92,22.27,576.17,1139.16,1702.14,884.78,1638.40,2392.02,1035.45,1674.67,2313.90
25,72,113.92,22.27,603.52,1113.89,1624.25,912.69,1639.35,2366.01,1060.93,1691.24,2321.54
25,96,113.92,22.27,619.80,1093.20,1566.60,938.20,1667.52,2396.83,1067.60,1718.78,2369.97
25,120,113.92,22.27,647.36,1076.24,1505.12,949.48,1687.53,2425.59,1079.87,1672.36,2264.86
25,144,113.92,22.27,658.32,1077.88,1497.43,960.40,1687.66,2414.93,1073.38,1697.56,2321.73
25,168,113.92,22.27,657.62,1115.37,1573.13,968.57,1716.67,2464.76,1094.52,1749.98,2405.44
50,1,113.92,22.27,140.92,344.03,547.14,241.36,378.76,516.16,228.52,350.20,471.88
50,2,113.92,22.27,238.62,525.34,812.07,382.54,618.09,853.64,378.10,606.56,835.03
50,3,113.92,22.27,292.24,691.26,1090.28,477.94,839.98,1202.02,485.10,772.96,1060.81
50,4,113.92,22.27,297.41,865.63,1433.85,534.63,993.66,1452.69,558.75,882.42,1206.08
50,5,113.92,22.27,335.68,939.01,1542.34,585.66,1136.11,1686.56,628.62,1032.81,1437.00
50,6,113.92,22.27,362.16,1024.62,1687.08,620.56,1238.06,1855.55,679.94,1124.40,1568.85
50,9,113.92,22.27,409.30,1251.69,2094.08,709.44,1523.20,2336.97,806.78,1353.29,1899.79
50,12,113.92,22.27,433.87,1292.59,2151.31,765.12,1659.77,2554.42,893.40,1489.31,2085.22
50,18,113.92,22.27,449.40,1477.29,2505.17,841.70,1892.24,2942.78,976.47,1648.52,2320.57
50,24,113.92,22.27,450.54,1561.51,2672.48,875.29,2002.13,3128.96,1013.78,1773.77,2533.76
50,48,113.92,22.27,521.81,1502.87,2483.93,931.69,2210.28,3488.86,1110.00,2139.52,3169.05
