return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.07,22.44,72.61,85.06,97.50,95.57,113.44,131.32,102.40,120.61,138.82
2,2,114.07,22.44,107.66,125.65,143.64,148.93,178.31,207.68,160.38,190.07,219.76
2,3,114.07,22.44,129.43,151.67,173.90,175.88,212.55,249.21,195.13,232.52,269.91
2,4,114.07,22.44,143.12,168.89,194.67,193.15,235.70,278.25,216.02,258.61,301.20
2,5,114.07,22.44,153.33,181.57,209.80,203.27,249.95,296.63,235.06,282.62,330.19
2,6,114.07,22.44,160.13,190.39,220.65,211.92,261.22,310.52,250.35,301.89,353.42
2,9,114.07,22.44,173.49,209.41,245.33,227.68,282.75,337.82,283.60,345.13,406.67
2,12,114.07,22.44,182.45,220.98,259.51,241.50,303.21,364.92,301.91,371.17,440.43
2,18,114.07,22.44,191.90,232.84,273.78,253.20,319.51,385.82,331.30,407.50,483.70
2,24,114.07,22.44,199.75,242.25,284.74,267.32,338.33,409.34,340.97,421.66,502.34
2,48,114.07,22.44,217.02,263.01,309.01,285.56,362.78,440.00,351.32,439.45,527.58
2,72,114.07,22.44,226.98,272.98,318.98,304.69,381.51,458.33,358.55,446.88,535.22
2,96,114.07,22.44,235.56,282.46,329.37,312.51,389.79,467.08,367.29,453.31,539.32
2,120,114.07,22.44,245.96,292.68,339.40,324.14,405.53,486.91,375.33,462.31,549.30
2,144,114.07,22.44,251.85,299.99,348.12,324.53,406.79,489.06,382.34,472.29,562.24
2,168,114.07,22.44,255.72,304.68,353.63,328.24,411.58,494.91,384.57,476.89,569.21
5,1,114.07,22.44,111.23,133.56,155.89,147.94,174.22,200.51,155.14,182.37,209.61
5,2,114.07,22.44,162.80,195.62,228.45,234.02,275.72,317.42,247.42,292.87,338.32
5,3,114.07,22.44,197.92,239.27,280.63,282.24,337.05,391.87,305.15,363.66,422.17
5,4,114.07,22.44,222.71,271.97,321.22,316.88,383.71,450.53,342.04,410.83,479.62
5,5,114.07,22.44,240.48,294.66,348.84,339.72,416.78,493.84,375.35,452.33,529.31
5,6,114.07,22.44,253.96,312.57,371.18,356.44,438.94,521.45,402.34,485.70,569.05
5,9,114.07,22.44,283.62,359.02,434.41,389.79,485.73,581.66,462.37,557.47,652.56
5,12,114.07,22.44,298.98,382.34,465.71,419.73,533.09,646.45,500.16,604.44,708.71
5,18,114.07,22.44,315.14,405.41,495.68,448.83,577.21,705.60,550.68,665.42,780.15
5,24,114.07,22.44,328.03,420.59,513.15,476.32,614.61,752.91,574.52,703.07,831.62
5,48,114.07,22.44,357.70,457.90,558.10,513.40,665.91,818.42,610.59,771.74,932.89
5,72,114.07,22.44,368.40,466.50,564.59,531.52,683.24,834.96,620.29,783.78,947.28
5,96,114.07,22.44,380.21,477.75,575.29,539.50,691.82,844.15,625.89,786.63,947.36
5,120,114.07,22.44,391.13,488.21,585.29,560.82,716.65,872.47,638.19,799.47,960.74
5,144,114.07,22.44,401.42,501.37,601.32,565.75,723.49,881.24,653.17,820.36,987.55
5,168,114.07,22.44,406.34,510.71,615.08,573.44,737.87,902.30,663.23,843.69,1024.15
10,1,114.07,22.44,136.26,171.27,206.28,177.86,215.86,253.86,185.09,225.85,266.61
10,2,114.07,22.44,198.36,251.29,304.21,281.79,341.01,400.23,297.77,365.71,433.65
10,3,114.07,22.44,242.56,309.80,377.03,342.51,424.27,506.03,369.63,458.01,546.40
10,4,114.07,22.44,275.16,356.79,438.42,387.76,491.24,594.73,416.89,522.65,628.41
10,5,114.07,22.44,298.01,388.12,478.23,419.97,542.94,665.91,458.66,577.86,697.06
10,6,114.07,22.44,316.45,415.04,513.64,442.14,574.58,707.02,492.17,621.20,750.23
10,9,114.07,22.44,357.71,492.02,626.33,487.38,645.44,803.50,565.42,710.02,854.62
10,12,114.07,22.44,376.90,530.38,683.85,527.79,721.40,915.01,611.72,770.97,930.21
10,18,114.07,22.44,397.26,566.57,735.88,569.53,798.89,1028.25,675.87,848.32,1020.77
10,24,114.07,22.44,413.54,585.08,756.62,605.47,852.58,1099.69,711.94,911.36,1110.77
10,48,114.07,22.44,452.79,637.21,821.63,656.64,929.80,1202.96,772.47,1041.08,1309.69
10,72,114.07,22.44,464.24,640.62,817.00,674.70,942.10,1209.50,785.45,1058.95,1332.45
10,96,114.07,22.44,477.62,649.51,821.39,681.86,951.04,1220.22,791.25,1060.13,1329.01
10,120,114.07,22.44,489.91,658.95,828.00,706.77,978.88,1251.00,805.94,1073.33,1340.71
10,144,114.07,22.44,503.11,677.05,850.99,713.32,993.22,1273.12,825.22,1103.79,1382.35
10,168,114.07,22.44,508.24,695.86,883.48,727.24,1023.27,1319.30,843.33,1155.31,1467.29
25,1,114.07,22.44,164.58,226.42,288.26,205.15,270.12,335.09,210.77,283.91,357.04
25,2,114.07,22.44,236.95,334.41,431.87,323.87,424.42,524.97,343.44,463.56,583.67
25,3,114.07,22.44,291.81,416.25,540.70,394.56,540.24,685.92,429.37,586.55,743.72
25,4,114.07,22.44,333.23,487.48,641.73,448.44,639.06,829.67,487.55,677.88,868.21
25,5,114.07,22.44,361.60,532.66,703.72,490.56,722.78,955.00,536.30,753.24,970.19
25,6,114.07,22.44,385.62,575.72,765.81,518.60,769.58,1020.57,575.31,809.92,1044.53
25,9,114.07,22.44,436.40,712.12,987.85,574.81,881.56,1188.31,655.93,917.57,1179.22
25,12,114.07,22.44,454.32,782.62,1110.93,621.10,1010.29,1399.48,702.20,996.23,1290.27
25,18,114.07,22.44,475.66,845.79,1215.92,671.47,1154.67,1637.88,782.93,1094.24,1405.55
25,24,114.07,22.44,497.17,866.79,1236.40,715.17,1234.98,1754.79,834.26,1202.50,1570.75
25,48,114.07,22.44,550.31,943.59,1336.86,782.95,1358.08,1933.21,927.24,1450.29,1973.33
25,72,114.07,22.44,566.82,932.02,1297.23,807.02,1356.56,1906.11,946.84,1479.95,2013.06
25,96,114.07,22.44,583.41,930.91,1278.41,810.54,1366.22,1921.89,958.74,1480.36,2001.99
25,120,114.07,22.44,601.41,936.85,1272.30,834.74,1391.93,1949.12,977.59,1490.21,2002.83
25,144,114.07,22.44,617.90,962.73,1307.57,836.62,1422.17,2007.73,998.68,1536.22,2073.77
25,168,114.07,22.44,617.12,1005.34,1393.55,860.14,1488.48,2116.83,1023.88,1649.76,2275.64
50,1,114.07,22.44,181.80,273.53,365.26,217.12,311.60,406.07,220.05,329.35,438.65
50,2,114.07,22.44,258.23,406.86,555.50,341.29,486.97,632.65,362.45,540.59,718.73
50,3,114.07,22.44,319.66,510.03,700.39,413.90,630.64,847.37,455.11,689.11,923.11
50,4,114.07,22.44,365.64,604.86,844.09,468.97,758.03,1047.09,518.62,804.04,1089.46
50,5,114.07,22.44,396.82,662.96,929.10,514.62,872.71,1230.81,569.04,896.65,1224.27
50,6,114.07,22.44,423.47,722.46,1021.45,545.39,933.48,1321.57,609.90,963.78,1317.65
50,9,114.07,22.44,471.91,923.75,1375.60,603.73,1085.43,1567.13,689.80,1082.99,1476.18
50,12,114.07,22.44,479.27,1031.99,1584.71,643.51,1268.70,1893.88,728.41,1174.77,1621.13
50,18,114.07,22.44,494.21,1126.19,1758.18,686.79,1486.94,2287.10,820.71,1288.01,1755.31
50,24,114.07,22.44,521.55,1146.60,1771.64,732.34,1592.52,2452.69,879.46,1440.69,2001.92
50,48,114.07,22.44,586.27,1247.24,1908.22,808.45,1762.30,2716.16,987.14,1812.93,2638.72
50,72,114.07,22.44,613.19,1215.21,1817.22,845.11,1742.74,2640.37,1012.86,1855.57,2698.28
50,96,114.07,22.44,635.33,1198.91,1762.49,843.33,1753.18,2663.03,1034.34,1856.82,2679.30
50,120,114.07,22.44,662.33,1199.86,1737.39,864.22,1770.82,2677.43,1058.41,1860.36,2662.31
50,144,114.07,22.44,680.70,1232.87,1785.05,854.54,1819.28,2784.02,1076.88,1921.02,2765.16
50,168,114.07,22.44,666.24,1305.74,1945.23,881.99,1929.40,2976.82,1098.19,2106.50,3114.82
