return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.13,22.45,81.42,94.18,106.94,104.74,123.64,142.55,115.74,136.88,158.02
2,2,114.13,22.45,123.93,143.33,162.74,155.77,186.68,217.59,175.38,207.89,240.40
2,3,114.13,22.45,146.16,169.93,193.71,186.68,224.36,262.05,209.34,249.59,289.84
2,4,114.13,22.45,163.71,190.66,217.62,204.08,247.58,291.08,234.79,279.78,324.78
2,5,114.13,22.45,175.93,204.74,233.56,219.12,266.99,314.85,254.59,304.34,354.10
2,6,114.13,22.45,181.47,211.34,241.20,229.15,280.05,330.96,270.76,324.11,377.46
2,9,114.13,22.45,194.08,227.05,260.02,253.51,310.81,368.11,305.41,366.67,427.92
2,12,114.13,22.45,203.76,239.67,275.57,271.03,334.05,397.08,324.94,394.12,463.30
2,18,114.13,22.45,217.18,254.99,292.79,294.25,364.42,434.58,354.98,433.17,511.37
2,24,114.13,22.45,227.57,267.60,307.63,305.93,380.20,454.47,362.98,444.21,525.44
2,48,114.13,22.45,248.39,291.49,334.58,323.74,403.92,484.09,376.16,462.14,548.11
2,72,114.13,22.45,258.78,302.44,346.09,344.09,421.46,498.83,389.58,477.55,565.51
2,96,114.13,22.45,274.71,318.29,361.87,354.83,432.50,510.18,398.60,484.89,571.18
2,120,114.13,22.45,283.46,327.39,371.32,366.69,446.26,525.82,406.66,492.98,579.29
2,144,114.13,22.45,289.63,332.92,376.21,375.89,457.84,539.78,414.26,503.81,593.35
2,168,114.13,22.45,296.10,341.00,385.90,383.29,466.72,550.15,413.09,503.47,593.84
5,1,114.13,22.45,121.66,144.51,167.37,162.63,193.62,224.60,179.13,211.92,244.72
5,2,114.13,22.45,184.92,222.06,259.21,248.94,301.10,353.25,271.24,320.58,369.93
5,3,114.13,22.45,220.51,267.18,313.85,299.56,362.14,424.72,326.76,389.14,451.51
5,4,114.13,22.45,248.05,301.79,355.53,334.61,410.47,486.34,366.70,439.14,511.57
5,5,114.13,22.45,265.87,325.40,384.93,362.82,447.70,532.57,400.81,482.71,564.60
5,6,114.13,22.45,274.46,339.35,404.23,381.43,471.09,560.75,428.02,516.38,604.73
5,9,114.13,22.45,296.19,374.55,452.92,423.30,523.40,623.51,486.78,587.17,687.55
5,12,114.13,22.45,313.20,401.75,490.29,457.58,568.76,679.94,528.11,641.30,754.49
5,18,114.13,22.45,333.36,423.69,514.02,499.19,624.36,749.53,581.86,708.63,835.41
5,24,114.13,22.45,350.58,442.70,534.81,522.60,658.02,793.43,601.46,739.67,877.87
5,48,114.13,22.45,377.86,478.84,579.81,559.11,715.69,872.27,632.12,800.21,968.30
5,72,114.13,22.45,389.95,488.91,587.86,575.01,725.65,876.29,652.12,824.17,996.23
5,96,114.13,22.45,406.47,501.81,597.15,587.52,736.21,884.90,659.63,829.60,999.58
5,120,114.13,22.45,415.39,512.34,609.29,604.91,753.77,902.64,669.89,836.19,1002.48
5,144,114.13,22.45,419.43,517.45,615.48,619.90,774.95,930.00,686.95,860.27,1033.59
5,168,114.13,22.45,430.57,533.64,636.70,634.50,793.58,952.67,690.12,878.31,1066.49
10,1,114.13,22.45,148.02,183.37,218.72,198.77,244.55,290.33,216.49,264.60,312.71
10,2,114.13,22.45,225.80,286.12,346.44,306.52,387.23,467.95,326.59,399.38,472.17
10,3,114.13,22.45,270.63,348.29,425.96,368.50,464.66,560.82,394.52,489.48,584.43
10,4,114.13,22.45,305.12,395.17,485.23,415.41,536.75,658.09,444.14,556.98,669.83
10,5,114.13,22.45,327.44,429.81,532.17,452.17,589.63,727.10,487.18,616.84,746.49
10,6,114.13,22.45,339.09,454.81,570.53,475.73,620.83,765.93,521.77,661.63,801.49
10,9,114.13,22.45,368.24,517.87,667.50,527.40,689.31,851.22,595.81,751.81,907.82
10,12,114.13,22.45,389.76,564.39,739.02,571.78,754.36,936.94,649.40,827.15,1004.89
10,18,114.13,22.45,414.73,588.90,763.08,623.72,831.36,1038.99,716.20,915.51,1114.81
10,24,114.13,22.45,435.59,610.00,784.42,654.90,883.27,1111.63,744.54,969.35,1194.15
10,48,114.13,22.45,465.00,661.77,858.53,706.65,981.46,1256.27,795.91,1087.79,1379.68
10,72,114.13,22.45,476.87,667.63,858.39,722.13,983.14,1244.14,820.97,1119.67,1418.38
10,96,114.13,22.45,494.04,672.53,851.02,735.60,989.66,1243.72,829.25,1123.11,1416.97
10,120,114.13,22.45,502.41,685.99,869.56,755.38,1006.00,1256.63,841.71,1124.37,1407.03
10,144,114.13,22.45,504.83,694.80,884.78,773.67,1037.21,1300.76,864.11,1160.56,1457.00
10,168,114.13,22.45,518.95,721.00,923.05,794.79,1065.45,1336.10,874.78,1215.21,1555.65
25,1,114.13,22.45,179.04,239.83,300.63,238.26,314.68,391.10,253.36,334.76,416.16
25,2,114.13,22.45,273.96,383.79,493.62,365.58,509.53,653.48,377.89,503.97,630.04
25,3,114.13,22.45,328.75,474.83,620.90,437.84,608.67,779.49,454.47,626.09,797.71
25,4,114.13,22.45,371.60,541.85,712.09,495.96,720.89,945.82,513.87,721.58,929.30
25,5,114.13,22.45,398.87,598.30,797.74,541.05,799.13,1057.21,564.67,807.06,1049.46
25,6,114.13,22.45,413.29,648.50,883.71,568.55,841.43,1114.31,607.66,868.50,1129.35
25,9,114.13,22.45,446.22,775.56,1104.91,627.39,932.74,1238.08,699.38,983.83,1268.28
25,12,114.13,22.45,466.09,865.85,1265.61,678.77,1030.02,1381.26,760.64,1090.69,1420.75
25,18,114.13,22.45,499.54,888.18,1276.83,736.96,1140.76,1544.55,835.92,1208.56,1581.21
25,24,114.13,22.45,523.85,906.16,1288.47,773.94,1225.58,1677.22,872.04,1305.15,1738.26
25,48,114.13,22.45,544.71,992.21,1439.71,840.95,1404.47,1967.99,954.62,1544.62,2134.62
25,72,114.13,22.45,554.62,984.91,1415.19,864.68,1390.31,1915.93,986.24,1590.03,2193.81
25,96,114.13,22.45,577.63,967.26,1356.90,881.42,1385.23,1889.04,1001.66,1589.77,2177.88
25,120,114.13,22.45,582.05,988.32,1394.60,903.62,1393.42,1883.22,1021.14,1576.69,2132.24
25,144,114.13,22.45,578.92,1010.45,1441.98,922.68,1443.12,1963.55,1046.36,1633.29,2220.23
25,168,114.13,22.45,593.26,1058.22,1523.18,954.62,1488.43,2022.24,1061.52,1778.46,2495.39
50,1,114.13,22.45,199.27,287.77,376.27,261.68,371.22,480.75,272.06,389.55,507.03
50,2,114.13,22.45,304.54,470.64,636.75,396.04,611.08,826.13,400.80,585.36,769.91
50,3,114.13,22.45,363.96,589.83,815.70,472.54,727.03,981.53,477.39,735.06,992.73
50,4,114.13,22.45,412.00,676.03,940.07,533.78,877.79,1221.80,540.64,856.14,1171.64
50,5,114.13,22.45,440.78,756.50,1072.22,581.86,979.71,1377.56,593.16,964.88,1336.59
50,6,114.13,22.45,453.81,837.13,1220.45,610.16,1031.25,1452.35,641.08,1040.82,1440.57
