return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.28,22.44,75.17,87.27,99.38,95.52,111.30,127.08,113.81,136.59,159.36
2,2,114.28,22.44,111.40,130.10,148.80,139.97,164.14,188.32,167.63,200.26,232.89
2,3,114.28,22.44,134.17,157.28,180.40,170.73,200.96,231.20,207.15,246.18,285.21
2,4,114.28,22.44,152.40,178.14,203.88,186.39,221.57,256.75,239.89,285.02,330.15
2,5,114.28,22.44,163.95,191.64,219.33,202.62,241.79,280.96,265.29,316.90,368.50
2,6,114.28,22.44,171.61,201.16,230.72,212.58,255.01,297.43,285.32,343.20,401.07
2,9,114.28,22.44,186.51,220.17,253.83,232.30,282.52,332.74,319.65,386.92,454.20
2,12,114.28,22.44,192.90,227.86,262.82,250.62,305.92,361.22,335.55,410.77,485.99
2,18,114.28,22.44,203.42,240.26,277.10,265.39,325.27,385.14,353.34,438.10,522.85
2,24,114.28,22.44,211.20,249.17,287.13,278.82,340.57,402.32,363.97,452.61,541.25
2,48,114.28,22.44,229.32,270.47,311.63,297.73,364.83,431.93,380.45,474.52,568.60
2,72,114.28,22.44,242.78,284.45,326.13,308.91,375.81,442.71,396.75,490.88,585.01
2,96,114.28,22.44,256.18,300.94,345.71,317.89,384.66,451.43,407.47,502.34,597.20
2,120,114.28,22.44,257.09,302.55,348.01,324.57,391.70,458.83,407.64,502.73,597.81
2,144,114.28,22.44,264.25,311.15,358.05,333.27,401.46,469.65,417.36,517.19,617.01
2,168,114.28,22.44,268.50,316.78,365.06,338.01,407.99,477.97,413.07,514.81,616.55
5,1,114.28,22.44,112.45,134.61,156.76,142.50,165.42,188.34,181.05,220.03,259.01
5,2,114.28,22.44,169.17,205.03,240.89,211.93,248.89,285.85,265.33,324.87,384.41
5,3,114.28,22.44,205.98,250.98,295.97,260.34,305.55,350.77,324.98,396.95,468.92
5,4,114.28,22.44,233.52,285.56,337.61,289.26,342.81,396.35,376.04,457.56,539.08
5,5,114.28,22.44,251.30,308.89,366.48,316.06,374.41,432.76,419.68,509.48,599.27
5,6,114.28,22.44,264.53,327.99,391.44,334.45,397.97,461.48,456.41,555.34,654.27
5,9,114.28,22.44,291.71,367.15,442.59,375.17,451.77,528.36,517.84,628.96,740.07
5,12,114.28,22.44,301.24,382.99,464.75,407.14,490.22,573.31,554.18,677.85,801.52
5,18,114.28,22.44,315.45,406.17,496.88,433.31,523.59,613.86,597.90,736.69,875.48
5,24,114.28,22.44,327.40,419.38,511.37,455.40,553.68,651.96,619.95,767.49,915.02
5,48,114.28,22.44,353.15,453.16,553.17,493.97,614.83,735.69,655.01,842.40,1029.78
5,72,114.28,22.44,369.55,465.13,560.70,506.34,627.05,747.76,674.17,856.61,1039.04
5,96,114.28,22.44,391.23,487.97,584.70,515.41,636.34,757.26,688.09,869.93,1051.77
5,120,114.28,22.44,392.54,496.66,600.78,522.63,644.51,766.39,690.73,872.35,1053.98
5,144,114.28,22.44,403.45,507.43,611.40,535.21,658.41,781.60,708.69,900.57,1092.45
5,168,114.28,22.44,411.49,517.42,623.36,545.64,675.45,805.26,716.91,932.11,1147.32
10,1,114.28,22.44,136.58,172.11,207.64,169.80,201.48,233.16,221.44,284.34,347.25
10,2,114.28,22.44,207.16,266.48,325.81,254.85,307.93,361.01,326.04,424.59,523.15
10,3,114.28,22.44,253.73,328.47,403.22,313.35,377.20,441.05,399.26,517.85,636.44
10,4,114.28,22.44,288.99,376.41,463.83,349.27,428.37,507.46,461.24,593.51,725.79
10,5,114.28,22.44,311.53,409.99,508.46,381.87,467.44,553.02,514.57,658.07,801.58
10,6,114.28,22.44,329.29,440.26,551.24,404.05,499.14,594.23,559.85,717.51,875.17
10,9,114.28,22.44,365.71,502.17,638.62,455.17,574.36,693.55,635.61,810.57,985.52
10,12,114.28,22.44,377.51,531.43,685.36,494.47,623.90,753.32,681.89,879.33,1076.76
10,18,114.28,22.44,394.44,570.45,746.46,525.44,668.55,811.66,739.25,965.40,1191.54
10,24,114.28,22.44,408.91,586.91,764.91,556.21,714.07,871.93,767.93,1011.27,1254.61
10,48,114.28,22.44,437.21,634.99,832.78,613.84,816.80,1019.76,827.83,1159.24,1490.65
10,72,114.28,22.44,455.93,636.62,817.31,628.05,829.59,1031.14,848.71,1165.43,1482.15
10,96,114.28,22.44,480.45,659.13,837.81,637.50,839.64,1041.79,864.83,1177.15,1489.46
10,120,114.28,22.44,480.77,684.33,887.89,644.87,849.02,1053.17,868.23,1181.05,1493.86
10,144,114.28,22.44,492.97,693.57,894.16,659.49,864.95,1070.41,890.23,1222.06,1553.90
10,168,114.28,22.44,503.01,706.53,910.06,675.34,894.65,1113.97,915.20,1309.89,1704.58
25,1,114.28,22.44,163.23,227.92,292.61,196.86,247.31,297.75,258.68,377.64,496.59
25,2,114.28,22.44,249.39,360.87,472.36,297.96,386.05,474.14,385.42,574.35,763.28
25,3,114.28,22.44,307.88,448.43,588.98,366.24,470.56,574.88,474.90,699.73,924.56
25,4,114.28,22.44,355.10,519.93,684.76,404.45,542.88,681.32,548.14,794.77,1041.40
25,5,114.28,22.44,383.50,572.63,761.77,441.23,591.31,741.39,608.40,873.86,1139.32
25,6,114.28,22.44,406.32,625.35,844.37,463.20,634.91,806.62,658.26,950.98,1243.70
25,9,114.28,22.44,451.90,732.52,1013.15,517.03,742.38,967.73,744.07,1067.63,1391.19
25,12,114.28,22.44,461.55,794.54,1127.52,560.50,807.33,1054.16,792.04,1165.91,1539.77
25,18,114.28,22.44,477.71,871.15,1264.60,590.13,868.89,1147.65,852.90,1295.27,1737.64
25,24,114.28,22.44,494.07,891.81,1289.56,635.22,941.73,1248.24,885.40,1366.39,1847.38
25,48,114.28,22.44,514.25,969.42,1424.59,721.63,1122.71,1523.78,984.97,1668.37,2351.78
25,72,114.28,22.44,543.26,938.29,1333.32,741.24,1135.77,1530.29,1011.86,1652.68,2293.51
25,96,114.28,22.44,566.89,950.16,1333.43,751.74,1147.56,1543.38,1033.16,1657.27,2281.37
25,120,114.28,22.44,553.74,1020.20,1486.66,758.62,1159.16,1559.69,1035.27,1663.15,2291.03
25,144,114.28,22.44,566.22,1020.76,1475.30,775.42,1176.35,1577.27,1056.56,1726.04,2395.52
25,168,114.28,22.44,577.37,1037.01,1496.66,798.56,1231.11,1663.66,1101.60,1945.69,2789.79
50,1,114.28,22.44,178.53,276.40,374.28,211.08,281.49,351.90,272.93,456.73,640.53
50,2,114.28,22.44,273.22,445.40,617.58,320.54,446.65,572.77,410.75,705.59,1000.44
50,3,114.28,22.44,339.50,556.65,773.79,393.84,541.92,690.00,510.76,859.40,1208.04
50,4,114.28,22.44,396.89,651.97,907.05,428.22,632.73,837.23,590.42,968.74,1347.06
50,5,114.28,22.44,428.49,724.85,1021.22,465.81,687.99,910.16,651.87,1056.98,1462.10
50,6,114.28,22.44,452.92,802.65,1152.37,483.71,741.69,999.68,700.05,1147.48,1594.91
50,9,114.28,22.44,499.51,960.50,1421.50,530.63,877.27,1223.90,787.42,1280.48,1773.55
50,12,114.28,22.44,498.26,1064.50,1630.73,573.25,954.74,1336.23,827.10,1404.32,1981.54
50,18,114.28,22.44,504.77,1189.20,1873.63,595.83,1031.00,1466.16,877.65,1573.41,2269.17
50,24,114.28,22.44,521.14,1212.57,1904.01,651.16,1130.74,1610.32,907.52,1668.65,2429.78
50,48,114.28,22.44,519.12,1324.74,2130.36,755.19,1393.02,2030.84,1025.50,2144.39,3263.28
50,72,114.28,22.44,570.30,1245.62,1920.94,781.72,1405.81,2029.91,1064.11,2100.36,3136.62
50,96,114.28,22.44,591.63,1237.26,1882.89,793.30,1419.63,2045.97,1093.08,2094.40,3095.72
50,120,114.28,22.44,547.59,1368.00,2188.41,799.02,1433.53,2068.04,1092.18,2101.80,3111.43
50,144,114.28,22.44,561.31,1353.84,2146.38,817.56,1450.30,2083.04,1106.18,2186.25,3266.32
50,168,114.28,22.44,572.29,1371.61,2170.94,844.24,1532.22,2220.19,1148.44,2566.88,3985.31
100,1,114.28,22.44,188.34,331.46,474.57,220.29,315.59,410.88,272.81,544.69,816.57
100,2,114.28,22.44,287.17,543.91,800.65,334.46,509.14,683.83,414.15,855.74,1297.34
100,3,114.28,22.44,359.41,683.57,1007.72,411.04,614.57,818.11,522.44,1042.35,1562.26
100,4,114.28,22.44,427.33,809.44,1191.56,436.30,726.24,1016.19,607.06,1165.46,1723.87
100,5,114.28,22.44,459.81,909.09,1358.38,472.93,788.18,1103.43,666.65,1260.81,1854.96
100,6,114.28,22.44,481.77,1021.58,1561.39,483.10,853.09,1223.07,708.56,1364.66,2020.76
100,9,114.28,22.44,519.02,1250.02,1981.03,514.14,1020.44,1526.74,792.85,1512.48,2232.10
100,12,114.28,22.44,490.82,1418.15,2345.48,552.35,1111.37,1670.38,814.62,1665.21,2515.79
100,18,114.28,22.44,470.72,1616.90,2763.08,561.88,1204.24,1846.60,840.75,1881.27,2921.79
100,24,114.28,22.44,485.65,1641.91,2798.18,624.47,1337.21,2049.96,861.07,2005.94,3150.80
100,48,114.28,22.44,436.81,1804.43,3172.05,734.81,1704.46,2674.12,966.40,2720.03,4473.66
100,72,114.28,22.44,536.74,1645.75,2754.77,771.42,1716.45,2661.48,1028.76,2633.70,4238.63
100,96,114.28,22.44,557.97,1600.83,2643.69,784.17,1733.09,2682.02,1071.36,2611.13,4150.91
100,120,114.28,22.44,447.81,1827.23,3206.66,787.72,1749.96,2712.20,1065.28,2620.04,4174.80
100,144,114.28,22.44,467.37,1787.23,3107.09,808.70,1764.75,2720.81,1063.45,2731.63,4399.81
100,168,114.28,22.44,477.68,1804.91,3132.15,834.57,1882.94,2931.31,1063.62,3347.00,5630.38
