return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.07,22.41,72.93,85.89,98.85,94.35,112.46,130.57,104.63,123.16,141.69
2,2,114.07,22.41,111.94,131.96,151.98,148.08,181.00,213.91,152.32,182.58,212.84
2,3,114.07,22.41,133.67,158.17,182.67,172.32,213.15,253.97,187.05,226.33,265.61
2,4,114.07,22.41,147.49,175.49,203.49,190.95,237.73,284.52,209.02,253.24,297.47
2,5,114.07,22.41,159.07,189.65,220.22,202.67,253.54,304.40,230.23,279.85,329.47
2,6,114.07,22.41,166.95,200.27,233.60,213.27,267.21,321.15,249.96,304.09,358.22
2,9,114.07,22.41,180.43,219.61,258.79,229.33,289.54,349.75,286.56,351.07,415.59
2,12,114.07,22.41,186.33,227.54,268.76,242.25,307.34,372.42,308.22,381.06,453.91
2,18,114.07,22.41,196.99,240.70,284.41,263.11,336.18,409.26,338.72,421.19,503.66
2,24,114.07,22.41,205.55,251.34,297.12,275.24,352.70,430.16,348.30,435.60,522.89
2,48,114.07,22.41,222.46,272.58,322.70,293.96,376.92,459.89,361.96,455.74,549.52
2,72,114.07,22.41,230.42,279.56,328.71,307.86,388.77,469.68,377.00,471.82,566.65
2,96,114.07,22.41,239.37,289.33,339.29,313.69,394.73,475.78,382.09,473.68,565.27
2,120,114.07,22.41,247.86,297.36,346.86,324.67,409.74,494.82,393.82,486.61,579.40
2,144,114.07,22.41,254.28,305.04,355.79,330.39,417.19,503.99,400.42,495.43,590.43
2,168,114.07,22.41,258.83,310.72,362.60,334.25,423.11,511.97,403.62,501.81,600.00
5,1,114.07,22.41,112.62,136.41,160.20,148.16,175.91,203.66,158.52,188.02,217.52
5,2,114.07,22.41,173.14,208.47,243.81,243.37,293.47,343.57,239.97,292.12,344.27
5,3,114.07,22.41,208.60,252.64,296.67,291.08,358.24,425.40,301.35,370.74,440.13
5,4,114.07,22.41,233.37,285.14,336.92,327.40,406.57,485.75,338.70,417.72,496.73
5,5,114.07,22.41,252.95,309.10,365.25,351.40,441.12,530.84,375.52,462.27,549.01
5,6,114.07,22.41,269.34,331.81,394.29,370.99,466.01,561.03,408.51,500.11,591.70
5,9,114.07,22.41,299.93,378.60,457.27,406.27,515.38,624.48,473.06,575.35,677.65
5,12,114.07,22.41,309.58,397.67,485.76,434.17,559.01,683.85,516.40,631.29,746.18
5,18,114.07,22.41,327.73,421.55,515.37,477.99,627.66,777.32,574.27,702.45,830.63
5,24,114.07,22.41,342.16,440.10,538.05,503.73,662.98,822.23,599.28,740.04,880.80
5,48,114.07,22.41,371.70,480.92,590.15,540.20,712.83,885.46,637.28,810.46,983.65
5,72,114.07,22.41,379.62,484.87,590.11,550.11,720.79,891.48,653.49,833.00,1012.51
5,96,114.07,22.41,391.34,495.22,599.11,557.13,725.70,894.28,655.12,830.76,1006.40
5,120,114.07,22.41,399.39,503.54,607.70,576.45,751.25,926.04,670.35,845.95,1021.55
