return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,114.28,22.30,76.83,89.46,102.09,90.75,111.95,133.15,115.04,139.19,163.34
2,2,114.28,22.30,113.22,133.38,153.54,140.04,173.88,207.71,167.85,202.81,237.78
2,3,114.28,22.30,135.53,160.38,185.23,172.89,214.81,256.73,196.72,241.07,285.42
2,4,114.28,22.30,151.96,180.60,209.24,192.38,240.54,288.69,221.03,272.97,324.91
2,5,114.28,22.30,164.25,194.70,225.16,206.20,258.41,310.63,238.12,294.77,351.42
2,6,114.28,22.30,174.60,206.97,239.33,217.28,273.09,328.89,252.77,313.76,374.74
2,9,114.28,22.30,192.33,230.46,268.59,239.48,303.46,367.45,284.86,353.95,423.05
2,12,114.28,22.30,200.76,241.28,281.81,254.17,322.20,390.24,308.24,383.94,459.63
2,18,114.28,22.30,212.24,255.24,298.25,263.46,334.40,405.34,330.03,411.94,493.85
2,24,114.28,22.30,219.15,264.15,309.16,271.90,345.48,419.06,342.32,429.60,516.89
2,48,114.28,22.30,236.08,286.63,337.17,307.79,385.00,462.22,353.45,448.28,543.11
2,72,114.28,22.30,241.95,292.26,342.56,311.65,389.35,467.06,362.50,460.62,558.74
2,96,114.28,22.30,246.94,297.35,347.76,320.58,397.17,473.76,376.44,474.43,572.42
2,120,114.28,22.30,250.31,301.83,353.36,327.61,407.11,486.62,393.92,495.83,597.74
2,144,114.28,22.30,252.48,305.07,357.66,343.99,429.05,514.11,395.85,500.30,604.75
2,168,114.28,22.30,254.37,307.55,360.72,351.32,438.97,526.62,396.56,503.52,610.48
5,1,114.28,22.30,115.24,133.49,151.75,153.13,186.09,219.04,185.99,226.33,266.66
5,2,114.28,22.30,174.31,205.65,237.00,239.55,292.20,344.84,271.19,337.01,402.84
5,3,114.28,22.30,210.59,250.07,289.55,296.73,363.08,429.43,328.09,419.33,510.58
5,4,114.28,22.30,238.65,285.02,331.40,334.76,412.54,490.31,375.36,486.22,597.08
5,5,114.28,22.30,257.49,308.21,358.92,360.74,445.94,531.15,406.38,527.58,648.78
5,6,114.28,22.30,274.05,328.30,382.54,382.58,474.54,566.50,434.11,564.04,693.97
5,9,114.28,22.30,309.72,378.16,446.60,428.88,535.74,642.60,489.60,628.77,767.94
5,12,114.28,22.30,325.10,399.19,473.27,456.36,574.06,691.75,530.67,674.40,818.14
5,18,114.28,22.30,343.65,420.30,496.96,476.32,605.34,734.36,571.13,721.96,872.79
5,24,114.28,22.30,356.21,435.60,514.98,494.33,631.28,768.22,599.10,762.53,925.96
5,48,114.28,22.30,387.37,476.70,566.02,542.59,683.50,824.41,631.15,818.76,1006.36
5,72,114.28,22.30,393.14,482.59,572.03,547.26,690.30,833.35,646.05,842.07,1038.10
5,96,114.28,22.30,399.20,487.47,575.74,554.10,694.19,834.28,662.81,853.53,1044.25
5,120,114.28,22.30,404.62,496.85,589.08,569.20,714.36,859.52,686.73,877.60,1068.48
5,144,114.28,22.30,409.36,505.62,601.87,600.29,750.87,901.45,696.86,893.84,1090.83
5,168,114.28,22.30,412.65,510.08,607.51,615.57,773.39,931.20,707.19,915.27,1123.35
10,1,114.28,22.30,137.82,162.32,186.82,189.58,239.00,288.43,227.98,292.59,357.20
10,2,114.28,22.30,210.78,256.12,301.46,298.00,377.24,456.49,336.19,448.66,561.14
10,3,114.28,22.30,255.71,313.98,372.26,370.14,470.37,570.59,411.30,578.52,745.74
10,4,114.28,22.30,291.20,360.58,429.95,419.69,538.97,658.25,474.56,681.53,888.50
10,5,114.28,22.30,315.15,391.72,468.30,453.51,585.31,717.10,514.25,740.79,967.32
10,6,114.28,22.30,335.78,417.95,500.13,482.15,625.44,768.74,550.54,792.64,1034.74
10,9,114.28,22.30,384.77,493.65,602.54,543.12,711.68,880.24,618.64,869.68,1120.73
10,12,114.28,22.30,404.69,524.43,644.17,581.08,769.24,957.40,668.31,919.74,1171.18
10,18,114.28,22.30,426.81,549.20,671.59,610.79,822.61,1034.44,717.83,978.86,1239.89
10,24,114.28,22.30,441.86,568.28,694.70,635.38,863.89,1092.41,756.36,1041.73,1327.09
10,48,114.28,22.30,480.61,625.07,769.54,692.90,922.40,1151.89,801.04,1146.55,1492.06
10,72,114.28,22.30,486.81,631.76,776.71,698.05,933.60,1169.14,815.96,1183.94,1551.92
10,96,114.28,22.30,493.37,634.71,776.05,704.39,932.62,1160.84,836.34,1184.16,1531.98
10,120,114.28,22.30,500.34,651.17,802.00,723.25,960.35,1197.45,864.70,1200.98,1537.27
10,144,114.28,22.30,506.95,666.97,826.99,761.51,1004.00,1246.49,876.46,1228.92,1581.39
10,168,114.28,22.30,510.96,673.20,835.43,782.02,1039.31,1296.60,893.52,1274.76,1656.01
25,1,114.28,22.30,161.66,198.37,235.09,223.35,310.57,397.79,265.46,387.55,509.63
25,2,114.28,22.30,248.37,323.03,397.69,352.28,492.98,633.69,397.84,622.42,847.00
25,3,114.28,22.30,301.89,400.29,498.69,439.88,617.28,794.68,483.64,843.05,1202.46
25,4,114.28,22.30,345.32,464.02,582.71,500.37,714.61,928.85,561.44,1013.83,1466.23
25,5,114.28,22.30,376.81,507.85,638.89,541.83,780.84,1019.86,608.17,1103.50,1598.82
25,6,114.28,22.30,402.22,543.10,683.98,576.91,838.71,1100.51,652.92,1180.57,1708.23
25,9,114.28,22.30,466.49,663.41,860.33,650.72,962.86,1275.00,733.03,1263.23,1793.42
