return_period,duration,longitude,latitude,historical_low_mm/hour,historical_mm/hour,historical_upp_mm/hour,ssp245_low_mm/hour,ssp245_mm/hour,ssp245_upp_mm/hour,ssp585_low_mm/hour,ssp585_mm/hour,ssp585_upp_mm/hour
2,1,113.88,22.27,60.98,75.70,90.43,81.00,99.72,118.43,96.21,114.43,132.65
2,2,113.88,22.27,93.04,115.24,137.43,117.38,147.09,176.79,148.88,178.42,207.95
2,3,113.88,22.27,113.14,140.13,167.12,139.92,178.03,216.13,187.06,224.75,262.43
2,4,113.88,22.27,126.82,158.29,189.76,153.60,196.07,238.54,206.03,249.44,292.85
2,5,113.88,22.27,137.36,172.11,206.86,167.08,214.35,261.62,224.20,273.25,322.29
2,6,113.88,22.27,145.38,182.67,219.97,171.30,220.86,270.43,239.61,292.90,346.18
2,9,113.88,22.27,159.53,201.00,242.47,189.90,245.48,301.07,273.12,334.41,395.70
2,12,113.88,22.27,175.10,219.95,264.79,207.24,268.80,330.36,295.19,363.99,432.78
2,18,113.88,22.27,188.95,238.34,287.72,228.61,297.43,366.26,322.56,400.54,478.53
2,24,113.88,22.27,195.93,247.85,299.78,239.53,312.28,385.03,333.47,415.59,497.70
2,48,113.88,22.27,216.57,274.31,332.06,254.01,333.05,412.10,342.08,428.48,514.88
2,72,113.88,22.27,225.34,284.27,343.19,259.94,339.62,419.31,355.60,443.70,531.80
2,96,113.88,22.27,232.76,292.66,352.55,270.06,353.94,437.81,357.17,445.19,533.21
2,120,113.88,22.27,242.59,304.56,366.53,274.05,359.63,445.21,368.69,456.19,543.69
2,144,113.88,22.27,248.60,312.46,376.32,277.82,363.68,449.54,371.13,458.34,545.56
2,168,113.88,22.27,250.50,315.08,379.67,281.60,367.96,454.33,372.33,460.82,549.30
5,1,113.88,22.27,104.70,133.70,162.70,137.94,171.90,205.87,150.30,182.15,213.99
5,2,113.88,22.27,159.13,204.83,250.52,206.21,263.67,321.12,235.28,286.43,337.57
5,3,113.88,22.27,193.38,250.44,307.50,253.17,331.07,408.96,297.51,361.71,425.90
5,4,113.88,22.27,220.05,287.76,355.48,279.61,368.71,457.80,334.77,414.81,494.85
5,5,113.88,22.27,240.28,316.26,392.23,305.44,406.63,507.82,369.98,462.99,556.00
5,6,113.88,22.27,256.17,339.22,422.27,317.24,428.21,539.17,397.98,498.33,598.68
5,9,113.88,22.27,283.27,377.21,471.15,354.51,485.24,615.97,457.30,574.40,691.51
5,12,113.88,22.27,308.69,406.35,504.02,388.67,531.51,674.34,501.32,633.42,765.52
5,18,113.88,22.27,335.24,439.47,543.70,432.83,594.06,755.29,553.20,699.96,846.72
5,24,113.88,22.27,349.84,459.74,569.64,454.80,623.81,792.83,575.63,730.90,886.18
5,48,113.88,22.27,385.34,497.31,609.28,487.22,672.21,857.20,601.39,780.69,960.00
5,72,113.88,22.27,397.30,508.21,619.12,497.74,680.20,862.66,619.11,800.40,981.69
5,96,113.88,22.27,406.95,515.60,624.25,516.94,706.58,896.22,620.87,801.24,981.60
5,120,113.88,22.27,422.54,532.03,641.52,524.04,720.13,916.22,630.85,809.20,987.55
5,144,113.88,22.27,432.10,541.78,651.47,529.11,725.43,921.76,632.46,810.64,988.82
5,168,113.88,22.27,435.94,548.26,660.58,534.92,731.89,928.86,637.73,820.66,1003.59
10,1,113.88,22.27,132.15,184.00,235.85,174.51,229.63,284.76,183.30,235.34,287.39
10,2,113.88,22.27,201.17,285.11,369.06,263.06,362.92,462.79,286.68,372.01,457.35
10,3,113.88,22.27,244.56,351.45,458.33,325.44,467.77,610.09,363.80,468.26,572.73
10,4,113.88,22.27,279.41,408.09,536.77,359.96,525.95,691.95,414.11,550.37,686.63
10,5,113.88,22.27,306.14,451.58,597.01,393.43,584.20,774.96,461.35,622.06,782.78
10,6,113.88,22.27,327.75,487.77,647.78,409.48,628.32,847.15,497.03,669.52,842.01
10,9,113.88,22.27,364.30,545.61,726.92,460.46,724.68,988.91,573.90,774.12,974.35
10,12,113.88,22.27,394.83,579.25,763.67,504.78,790.51,1076.23,632.17,859.27,1086.37
10,18,113.88,22.27,427.85,622.74,817.64,565.52,887.33,1209.14,696.39,949.22,1202.06
10,24,113.88,22.27,447.47,654.23,860.98,594.32,929.28,1264.24,725.52,994.26,1262.99
10,48,113.88,22.27,487.90,690.99,894.09,637.66,1006.70,1375.74,768.85,1095.06,1421.27
10,72,113.88,22.27,500.77,698.13,895.50,653.15,1012.30,1371.45,789.89,1115.05,1440.21
10,96,113.88,22.27,510.47,699.61,888.76,675.45,1046.91,1418.37,791.31,1118.13,1444.95
10,120,113.88,22.27,528.47,716.47,904.48,683.52,1072.10,1460.69,800.85,1118.58,1436.30
10,144,113.88,22.27,538.74,725.00,911.25,690.09,1077.59,1465.09,802.16,1119.78,1437.40
10,168,113.88,22.27,543.08,736.19,929.31,697.63,1085.18,1472.73,810.84,1139.49,1468.14
25,1,113.88,22.27,156.43,265.34,374.25,213.13,316.25,419.37,214.22,313.87,413.52
25,2,113.88,22.27,238.00,418.96,599.92,317.65,520.73,723.80,330.31,499.37,668.42
25,3,113.88,22.27,288.02,523.25,758.48,389.38,694.98,1000.57,423.23,624.17,825.11
25,4,113.88,22.27,328.06,615.62,903.18,428.61,792.13,1155.65,486.56,758.48,1030.40
25,5,113.88,22.27,359.97,687.17,1014.37,465.94,888.65,1311.35,546.27,871.38,1196.49
25,6,113.88,22.27,387.28,749.01,1110.74,476.11,985.85,1495.59,589.35,936.34,1283.34
25,9,113.88,22.27,434.42,843.74,1253.06,536.28,1166.46,1796.63,687.95,1085.02,1482.09
