return_period,duration,longitude,latitude,historical_low,historical,historical_upp,ssp245_low,ssp245,ssp245_upp,ssp585_low,ssp585,ssp585_upp
2,1,114.01,22.41,77.67,90.32,102.98,97.04,116.35,135.66,105.20,123.40,141.59
2,2,114.01,22.41,112.01,131.56,151.11,149.42,182.12,214.81,153.86,182.35,210.85
2,3,114.01,22.41,133.11,157.89,182.66,174.17,214.92,255.68,181.69,217.29,252.89
2,4,114.01,22.41,148.04,177.12,206.20,190.71,235.89,281.07,205.63,246.92,288.21
2,5,114.01,22.41,158.46,191.39,224.32,202.37,251.22,300.08,222.95,269.55,316.14
2,6,114.01,22.41,166.49,202.38,238.27,209.93,262.37,314.81,237.96,289.04,340.12
2,9,114.01,22.41,184.02,225.06,266.10,226.04,283.85,341.66,270.45,331.05,391.65
2,12,114.01,22.41,191.94,234.43,276.92,245.51,308.63,371.75,289.53,357.35,425.17
2,18,114.01,22.41,204.98,249.55,294.11,256.77,324.41,392.05,311.33,387.55,463.77
2,24,114.01,22.41,212.76,258.59,304.42,270.55,342.30,414.05,317.61,398.07,478.53
2,48,114.01,22.41,229.92,280.51,331.10,287.56,365.20,442.83,332.49,417.35,502.21
2,72,114.01,22.41,241.09,291.47,341.84,299.64,375.05,450.45,341.22,425.20,509.19
2,96,114.01,22.41,244.93,294.52,344.11,307.48,383.33,459.18,352.67,433.49,514.30
2,120,114.01,22.41,253.11,302.29,351.46,315.96,395.25,474.54,358.18,439.25,520.32
2,144,114.01,22.41,258.15,308.66,359.16,323.42,405.75,488.07,364.32,447.90,531.49
2,168,114.01,22.41,260.01,310.84,361.67,327.69,411.44,495.20,368.95,455.32,541.69
5,1,114.01,22.41,114.89,133.40,151.91,154.24,186.25,218.27,160.43,190.79,221.14
5,2,114.01,22.41,169.74,201.35,232.96,245.03,298.54,352.06,240.71,291.37,342.02
5,3,114.01,22.41,206.13,247.61,289.10,293.53,366.80,440.07,290.19,356.45,422.71
5,4,114.01,22.41,233.55,282.40,331.25,324.01,406.50,489.00,330.92,408.09,485.26
5,5,114.01,22.41,254.49,311.76,369.03,346.23,436.82,527.41,363.78,449.87,535.97
5,6,114.01,22.41,269.95,333.93,397.90,364.38,464.70,565.03,390.82,482.89,574.96
5,9,114.01,22.41,302.60,378.48,454.35,398.36,514.35,630.34,450.03,555.81,661.60
5,12,114.01,22.41,316.20,395.16,474.12,429.35,559.69,690.02,488.65,604.83,721.01
5,18,114.01,22.41,335.84,415.78,495.71,459.79,606.41,753.04,533.95,662.87,791.79
5,24,114.01,22.41,347.84,429.50,511.16,485.55,636.54,787.52,552.66,693.46,834.26
5,48,114.01,22.41,379.15,470.99,562.83,520.97,691.15,861.33,584.29,748.96,913.64
5,72,114.01,22.41,390.42,479.10,567.78,526.15,697.05,867.95,593.86,757.70,921.53
5,96,114.01,22.41,393.17,480.51,567.86,536.02,703.76,871.50,599.96,757.42,914.88
5,120,114.01,22.41,401.81,489.97,578.12,554.20,726.78,899.37,606.31,762.04,917.77
5,144,114.01,22.41,410.91,501.69,592.47,570.00,747.34,924.67,618.03,778.98,939.93
5,168,114.01,22.41,412.78,507.14,601.50,578.27,766.40,954.52,632.46,803.84,975.22
10,1,114.01,22.41,136.20,162.61,189.02,188.43,238.74,289.06,194.92,240.86,286.80
10,2,114.01,22.41,203.93,252.81,301.70,301.30,386.39,471.48,296.15,377.07,458.00
10,3,114.01,22.41,249.75,315.95,382.15,365.14,488.58,612.02,360.28,470.29,580.29
10,4,114.01,22.41,284.35,362.97,441.59,405.33,545.87,686.42,411.31,539.62,667.93
10,5,114.01,22.41,311.78,406.77,501.76,434.76,590.50,746.24,453.23,596.48,739.73
10,6,114.01,22.41,332.72,440.34,547.96,459.33,636.13,812.92,486.22,637.60,788.99
10,9,114.01,22.41,375.98,505.08,634.19,507.15,716.23,925.32,559.77,732.30,904.83
10,12,114.01,22.41,391.99,529.57,667.15,545.77,782.10,1018.43,607.03,796.89,986.76
